#property,areaCode,areaNumber,confidential,confidentialInformation,totalArea,cityCode,cityName,townName,1fAboveGroundWithoutBasement,2fAboveGroundWithoutBasement,3fAboveGroundWithoutBasement,45fAboveGroundWithoutBasement,67fAboveGroundWithoutBasement,810fAboveGroundWithoutBasement,1115fAboveGroundWithoutBasement,16fOrMoreAboveGroundWithoutBasement,underground1fAboveGround,underground2fAboveGround,underground3fAboveGround,underground45fAboveGround,underground67fAboveGround,underground810fAboveGround,underground1115fAboveGround,underground16fOrAboveAboveGround,unknown
1,372010010,2,,,,37201,高松市,塩屋町,10,47,26,27,3,0,0,0,0,0,0,0,1,1,1,0,0
2,372010020,2,,,,37201,高松市,築地町,46,134,52,29,2,3,2,0,0,0,0,0,0,1,0,0,0
3,37201003000,3,,,,37201,高松市,塩上町,7,27,5,6,2,2,0,0,0,0,0,2,0,1,0,0,0
4,37201003001,3,,,,37201,高松市,塩上町１丁目,15,65,30,16,3,2,0,0,0,0,0,0,0,0,0,0,0
5,37201003002,3,,,,37201,高松市,塩上町２丁目,37,179,50,33,2,3,2,0,0,1,0,0,0,0,0,0,0
6,37201003003,3,,,,37201,高松市,塩上町３丁目,18,129,63,31,12,2,0,0,0,0,2,0,0,0,0,0,0
7,372010040,2,,,,37201,高松市,八坂町,8,31,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,372010050,2,,,,37201,高松市,福田町,9,59,38,24,0,3,0,0,0,0,0,1,1,0,0,0,0
9,37201006001,3,,,,37201,高松市,常磐町１丁目,9,18,22,23,7,2,0,0,0,2,3,2,0,0,1,0,0
10,37201006002,3,,,,37201,高松市,常磐町２丁目,14,49,34,33,6,3,0,0,0,1,1,3,0,0,0,0,0
11,37201007001,3,,,,37201,高松市,瓦町１丁目,5,43,32,43,6,5,1,0,0,1,1,3,2,3,1,0,0
12,37201007002,3,,,,37201,高松市,瓦町２丁目,14,65,33,48,22,3,1,0,0,1,1,3,3,0,1,0,0
13,372010080,2,,,,37201,高松市,古馬場町,8,46,36,80,17,0,0,0,0,0,1,6,2,0,0,0,0
14,372010090,2,,,,37201,高松市,御坊町,6,24,20,35,6,1,0,0,0,0,3,0,0,0,0,0,0
15,372010100,2,,,,37201,高松市,今新町,9,39,24,22,3,1,1,0,0,0,3,1,2,2,0,0,0
16,372010110,2,,,,37201,高松市,大工町,13,41,29,24,3,2,1,0,0,0,4,1,1,0,0,0,0
17,372010120,2,,,,37201,高松市,百間町,9,31,23,17,6,4,0,0,0,0,2,4,3,1,1,0,0
18,372010130,2,,,,37201,高松市,片原町,4,40,24,30,0,0,0,0,0,0,0,3,0,2,0,0,0
19,372010140,2,,,,37201,高松市,鶴屋町,10,45,21,10,3,2,0,0,0,0,0,0,0,0,0,0,0
20,372010150,2,,,,37201,高松市,本町,27,124,33,28,1,1,0,0,0,0,0,0,0,0,0,0,0
21,372010160,2,,,,37201,高松市,北浜町,32,77,39,12,1,3,1,0,0,0,0,0,0,0,0,0,0
22,37201017001,3,,,,37201,高松市,朝日町１丁目,16,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
23,37201017002,3,,,,37201,高松市,朝日町２丁目,51,78,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0
24,37201017003,3,,,,37201,高松市,朝日町３丁目,36,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,37201017004,3,,,,37201,高松市,朝日町４丁目,219,63,6,7,1,0,0,0,0,0,0,0,1,0,0,0,0
26,37201017005,3,,,,37201,高松市,朝日町５丁目,122,67,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0
27,37201017006,3,,,,37201,高松市,朝日町６丁目,29,41,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
28,372010180,2,,,,37201,高松市,東浜町,7,31,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0
