"業務種別","施設名称１","施設郵便番号","施設所在地１","施設所在地２","開設者申請者名","開設者役職名","開設者代表者名","開設者都道府県名称","開設者住所１","開設者住所２","開設確認番号","開設確認日"
"美容所","ＱＢハウス　ゆめタウン高松店","761-8072","高松市三条町６０８−１","ゆめタウン高松１Ｆ","キュービーネット株式会社","代表取締役","北野　泰男","東京都","渋谷区神泉町８番１６号",,"第20562号","R04.08.08"
"美容所","〇　ＳＴＡＮＤ","760-0062","高松市塩上町１丁目６−１０−１Ｆ",,"藤井　香菜",,,,,,"第20563号","R04.08.12"
"美容所","Ｂｅａｕｔｙ　Ｌｏｕｎｇｅ　霞","760-0028","高松市鍛冶屋町４−２１","ワンフットビル４Ｆ","株式会社リンクストア","代表取締役","河原　翔太","香川県","高松市天神前１０番５号","高松セントラルスカイビルディング","第20564号","R04.08.12"
"美容所","ｈａｉｒ　ｓａｌｏｎ　結　ｙｕ・","761-0434","高松市十川東町６５１−８",,"津田　ひろみ",,,,,,"第20566号","R04.08.19"
"美容所","ヘアサロン　ＡＮＴＯＮＩＯ","760-0053","高松市田町１−３","宮崎ビル２Ｆ東","北原　早敏",,,,,,"第20567号","R04.08.25"
"美容所","ＥＬＬＡ","761-8073","高松市太田下町２３５４番地１","クリエイトタナカビル東室","手束　優哉",,,,,,"第20568号","R04.09.02"
"美容所","ｔｅｔｅ","761-8041","高松市檀紙町２１１０−７",,"池内　大輔",,,,,,"第20569号","R04.09.07"
"美容所","ｐｉｐｉｌａｓｈ","760-0078","高松市今里町１丁目２８−２７","２Ｆ","喜田　健三",,,,,,"第20570号","R04.09.28"
"美容所","メンズ眉毛専門店−ＡＲＤＥＯＮ．１","760-0079","高松市松縄町１１３３−８","スプリームビル３０１","株式会社マ・シェリ","代表取締役","六車　加奈","香川県","高松市松縄町１１３３番地８",,"第20572号","R04.10.04"
"美容所","Ｌｅｍｕｐｕ","760-0034","高松市内町３−４","ＹＡＭＡＢＬＤⅡ　２Ｆ","坂本　沙也加",,,,,,"第20571号","R04.10.04"
"美容所","ｓｏｕｌ　ｍａｔｅ","760-0067","高松市松福町２丁目１２−８","協明社ビル１０２","二川　祐樹",,,,,,"第20573号","R04.10.06"
"美容所","美容室　４分の１","761-8074","高松市太田上町２−６",,"藤川　泰正",,,,,,"第20574号","R04.10.11"
"美容所","ルッソ","760-0028","高松市鍛冶屋町１−５","ＦＫビル３F","株式会社ルッソ","代表取締役","原田　真次","福岡県","福岡市中央区大名一丁目１番９号",,"第20575号","R04.10.14"
"美容所","Ｄｕｃｋ　Ｗａｌｋ　ＨＡＩＲ　ＳＡＬＯＮ","761-8044","高松市円座町１０２０−６",,"岡　有美",,,,,,"第20577号","R04.10.24"
"美容所","．Ｒ","760-0021","高松市西の丸町１０−１５","西の丸ビル４階","古本　望",,,,,,"第20576号","R04.10.24"
"美容所","Ｂｅａｕｔｙ　Ｓａｌｏｎ　Ｃｈａｉｎｏｎ　ｓｏｇａｗａ","761-0433","高松市十川西町４９２番地１２",,"株式会社ＲＥＬＩＡＮＣＥ　ＪＡＰＡＮ","代表取締役","藤本　淳","香川県","高松市三谷町２６６９番地２",,"第20578号","R04.10.24"
"美容所","Ｒａｙ’ｓ　ｈａｉｒ","760-0054","高松市常磐町一丁目４番地１１","フジビル１階","寺嶋　真也",,,,,,"第20579号","R04.10.24"
"美容所","ＷＨＩＴＥ　ＥＹＥ　高松瓦町店","760-0053","高松市田町１２−７","ダブルス和田　２Ｆ","株式会社ＮＹ","代表取締役","濵口　英士","兵庫県","神戸市中央区下山手通二丁目１番４号","エレンシアビル３階","第20580号","R04.10.24"
"美容所","ｉｒｏ．ｈａｉｒ　ｓａｌｏｎ","761-8075","高松市多肥下町４３３−４","２F","林　賢史",,,,,,"第20581号","R04.11.24"
"美容所","Ｃｕｒａ","761-8078","高松市仏生山町甲１９５７",,"湊　美代子",,,,,,"第20582号","R04.12.01"
"美容所","Ｌｉｂｒｅ　高松店","760-0029","高松市丸亀町４−１２","元屋ビル２F","株式会社中商土地","代表取締役","中居　士郎","岡山県","岡山市北区青江一丁目１３番５３号",,"第20583号","R05.01.04"
"美容所","Ａｔｅｌｉｅｒ　ｅｓ　ｈａｉｒ","760-0001","高松市新北町２７番２０号１階",,"Ａ・ｅｓ株式会社","代表取締役","林野　咲子","香川県","高松市新北町２７番２０号","１階","第20584号","R05.01.17"
"美容所","ｅｄｅｎ　ＨＡＩＲ　＆　ＮＡＩＬ","761-8063","高松市花ノ宮町３丁目４−２７","シャーメゾンエバーグリーン１０５","造田　伺織",,,,,,"第20585号","R05.02.13"
"美容所","ｈａｉｒ　＆　ｍａｋｅ　Ｌｕｚ","761-8041","高松市檀紙町１４７８−１",,"伊賀　里江",,,,,,"第20586号","R05.02.21"
"美容所","ｃｈｉｌｌ","761-8076","高松市多肥上町２７０−８",,"今井　裕子",,,,,,"第20587号","R05.02.22"
"美容所","『   』　ｍａｉｎ","760-0078","高松市今里町１丁目８−１２",,"株式会社ボディサポート","代表取締役","田中　徹","香川県","高松市多肥下町１５２７番７",,"第20588号","R05.02.28"
"美容所","ｍａｒｃｈ","761-8042","高松市御厩町１８５８−３",,"唐渡　久美",,,,,,"第20590号","R05.03.22"
"美容所","Ｍａｉｓｏｎ　ｄｅ　Ｃｏｃｏ","760-0077","高松市上福岡町２０３１−１４","ＴＭハイツ２０２","幸田　裕紀子",,,,,,"第20591号","R05.03.24"
"美容所","ｅｎ．","760-0042","高松市大工町６−１","宮脇ビル１階","織田　竜輔",,,,,,"第20592号","R05.03.24"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ＷＡＶＥ","760-0050","高松市亀井町１２−１２",,"株式会社ＷＡＶＥ","代表取締役","十川　涼生","香川県","高松市亀井町１２番地１２",,"第20593号","R05.03.29"
"美容所","ＹＯＫＥ","760-0002","高松市茜町９−２１","２Ｆ","川西　文香",,,,,,"第20595号","R05.04.11"
"美容所","ｍｅｒｕｍｏ","760-0072","高松市花園町２−４−２３",,"國方　佳奈",,,,,,"第20594号","R05.04.11"
"美容所","Ｃｒｅａ　ｌａ　Ｌｕｃｅ　高松多肥上町店","761-8076","高松市多肥上町１１７６−６",,"株式会社　Ｃｒｅａ　ｌａ　Ｌｕｃｅ","代表取締役","宇野本　晃","福岡県","福岡市博多区東比恵三丁目１９番１０号",,"第20596号","R05.04.11"
"美容所","海とひなたの美容室","760-0091","高松市男木町１８９６番地１",,"合同会社象と太陽社","代表社員","山口　憲太郎","香川県","高松市男木町１８９６番地１",,"第20597号","R05.04.17"
"美容所","ＲＥＦＡＩＲＥ","760-0051","高松市南新町１番地２","松永ビル２階","合同会社ｒｅ","代表社員","石田　有実子","香川県","高松市南新町１番地２","松永ビル２階","第20600号","R05.04.27"
"美容所","ｄｅｃｏ","761-0113","高松市屋島西町２４９０",,"有限会社デコ","代表取締役","赤松　史朗","香川県","高松市屋島西町２４９０番地",,"第20599号","R05.04.27"
"美容所","ロレインブロウ　高松店","760-0028","高松市鍛冶屋町７−４","リモージュ京都９０１","株式会社ＦＤＣ","代表取締役","船富　健吾","兵庫県","神戸市長田区御蔵通六丁目５０",,"第20598号","R05.04.27"
"美容所","ＰＥＲＭＩＬＬ","760-0022","高松市西内町１１−９","２Ｆ","三好　啓太",,,,,,"第20601号","R05.05.16"
"美容所","まつ毛の専門店　Ｐｅｒｆｕｍｅ","760-0079","高松市松縄町１０３５−１","３階　３０２","森　安奈",,,,,,"第20602号","R05.06.05"
"美容所","美容プラーナ　ザ・ビッグ国分寺","769-0104","高松市国分寺町新名６５４−３",,"株式会社ハマ","代表取締役","濱屋　勉","大阪府","堺市東区北野田１０７７番地１０５",,"第20603号","R05.06.05"
"美容所","ｈａｉｒ　ｓａｌｏｎ　Ｌ’ａｍ","760-0028","高松市鍛冶屋町１−９","ＴＨＥ　ＡＩＲビル３Ｆ","株式会社Ｌ’ａｍ","代表取締役","菅井　勇太","香川県","高松市天神前１１番６−１１０３","ロイヤルガーデン県庁前第２","第20604号","R05.06.09"
"美容所","Ｅｔｏｉｌｅ","760-0071","高松市藤塚町１丁目７−２０",,"上杉　紀子",,,,,,"第20605号","R05.06.12"
"美容所","Ａｇｕ　ｈａｉｒ　ｌａｎｇ（アグ　ヘアー　ラング）","761-0113","高松市屋島西町２０２８−４",,"株式会社ビサイド","代表取締役","曽我　克","東京都","豊島区東池袋一丁目４２番１２号","パークビル３階","第20606号","R05.07.11"
"美容所","Ｌｏｇ","761-8064","高松市上之町３丁目４−１７",,"村尾　尚也",,,,,,"第20607号","R05.07.21"
"美容所","アクル","760-0053","高松市田町１３−１",,"テソロホールディング株式会社","代表取締役","吉鷹　一起","香川県","高松市春日町８９０番地１",,"第20608号","R05.08.03"
"美容所","ｋｏｔｉ","761-8074","高松市太田上町８６５","大住ハイツ１０５","河合　聖也",,,,,,"第20609号","R05.08.03"
"美容所","ぽぷり","760-0032","高松市本町３−３","宮脇ビル２０３","児玉　桃子",,,,,,"第20611号","R05.08.08"
"美容所","ｋｒｕｈ（クルフ）","760-0072","高松市花園町１丁目６−６","１階","原岡　誠",,,,,,"第20610号","R05.08.08"
"美容所","ＬＵＣＹＬＵＣＹ","760-0005","高松市宮脇町一丁目２−２９",,"福家　洋介",,,,,,"第20614号","R05.08.17"
"美容所","ｉｎｇ．","760-0054","高松市常磐町１丁目２−１","２Ｆ","池田　修一",,,,,,"第20615号","R05.08.17"
"美容所","Ｂｅａｕｔｙ　ｓａｌｏｎ　Ｒｉｒａ","760-0080","高松市木太町５０７１−１３",,"株式会社Ｐａｃｅ","代表取締役","桑野　高利","香川県","高松市多肥上町７９８−１４",,"第20613号","R05.08.17"
"美容所","Ｓａｌｏｎ　Ｂｅｌｌ","761-8074","高松市太田上町１０６３−２",,"鈴木　栄二",,,,,,"第20617号","R05.08.25"
"美容所","ＣＡＲＯＬ","760-0028","高松市鍛冶屋町１番地５","ＦＫビル１階","株式会社キャロライナディスコ","代表取締役","竹本　幸生","香川県","高松市鍛冶屋町１番地５","ＦＫビル１階","第20616号","R05.08.25"
"美容所","ｌｅ’ｓｏｕｒｉｒｅ　ｖｉｖａｎｔ","769-0102","高松市国分寺町国分５３３番地７",,"青木　亜希",,,,,,"第20618号","R05.08.31"
"美容所","ｓａｉ","760-0034","高松市内町１番８号","日比ビル２Ｆ","株式会社Ｌ’ａｍ","代表取締役","菅井　勇太","香川県","高松市天神前１１番６−１１０３号","ロイヤルガーデン県庁前第２","第20619号","R05.09.06"
"美容所","ＧＩＮ","760-0054","高松市常磐町１−６−１６","２Ｆ","河野　拓也",,,,,,"第20620号","R05.09.19"
"美容所","ＬＨＤ　Ｌｉｆｅ　Ｈａｉｒ　Ｄｅｓｉｇｎ","760-0068","高松市松島町２丁目２０−１３",,"秋山　弘人",,,,,,"第20621号","R05.09.19"
"美容所","ｈａｉｒ　ｓａｌｏｎ　ｓｔｅｌｌａ","761-8011","高松市香西北町５５−１１","マリッジ雅１０１","末光　保介",,,,,,"第20622号","R05.09.26"
"美容所","ＴＵＫＩ　ｈａｉｒ","760-0034","高松市内町３−２１","第４ビル１Ｆ","上山　裕貴",,,,,,"第20623号","R05.09.26"
"美容所","ノンダメージサロン（Ｒ）香川高松店","761-8073","高松市太田下町３０１６−９","ラ・フォート１０２","合同会社Ｂｒｉｇｈｔ　Ｃｉｔｙ","代表社員","古市　亮","香川県","高松市昭和町一丁目１２番３号",,"第20624号","R05.09.27"
"美容所","ｈａｉｒ　＆　ｓｐａ　水犀","761-8023","高松市鬼無町佐藤７８−４",,"小笠原　ひとみ",,,,,,"第20625号","R05.10.05"
"美容所","Ｃｈａｍ","761-8042","高松市御厩町５６０−５",,"大嶋　彩華",,,,,,"第20627号","R05.10.31"
"美容所","美ｅ・ｃｒｅｅｒ","760-0052","高松市瓦町１−１２−２４","京都興産ビル１Ｆ","株式会社サンシン","代表取締役","黒木　慎治","香川県","高松市塩上町三丁目４番５号",,"第20626号","R05.10.31"
"美容所","Ｍａｄａｍｅ　ｅｒｉ　Ｅｙｅｌａｓｈ　＆　Ｂｅａｕｔｙ　Ｓａｌｏｎ","761-0433","高松市十川西町５９６−１２",,"髙井　えりか",,,,,,"第20629号","R05.11.02"
"美容所","美容プラーナ　ハローズ多肥","761-8076","高松市多肥上町９７３−1",,"株式会社ハマ","代表取締役","濱屋　勉","大阪府","堺市東区北野田１０７７番地１０５",,"第20628号","R05.11.02"
"美容所","美容室　ＬＡＫＩ","761-0313","高松市下田井町３７２−１",,"福田　亜己",,,,,,"第20630号","R05.11.21"
"美容所","美容室エスコア　十川店","761-0433","高松市十川西町２１３番地６",,"新田　絵理子",,,,,,"第20631号","R05.11.27"
"美容所","ｎｉｃｏｌａｂｏ","760-0077","高松市上福岡町２０５１−６",,"山中　広奈",,,,,,"第20632号","R05.12.21"
"美容所","ＰＡＧＥ　ＢＯＹ　Ｈａｉｒ＆Ｄｅｓｉｇｎ　瓦町店／Ｉ’ＬＬ　高松　ｂｙ　ＰＡＧＥ　ＢＯＹ","760-0052","高松市瓦町２丁目３−７",,"Ｂｅｌｌｅ　ｖｉｅ株式会社","代表取締役","寺岡　純哉","香川県","高松市上福岡町９７４番地１","藤田ビル１Ｆ","第20634号","R05.12.28"
"美容所","ｓｏ−ｓｕ　ｈａｉｒ","760-0062","高松市塩上町７番地２","ＴＢＮＣビル１階","合同会社ＳＯ−ＳＵ","代表社員","高井　真悟","香川県","高松市塩上町７番地２","ＴＢＮＣビル１階","第20635号","R05.12.28"
"美容所","ＬＥＤＡ","760-0021","高松市西の丸町７−３","ＴＹＭビル１階","山地　優",,,,,,"第20633号","R05.12.28"
"美容所","ｃｈｅｅｓｕｎ　ｈａｉｒ","761-0302","高松市上林町９６４−２２",,"大内　千春",,,,,,"第20636号","R06.01.16"
"美容所","ｕｋａ","761-8042","高松市御厩町７９９−１",,"髙橋　静",,,,,,"第20637号","R06.01.18"
"美容所","ＮＥＳイオン高松（アイ）","761-8012","高松市香西本町１−１","イオンモール高松３Ｆ","株式会社エステシェービングＮＥＳ","代表取締役","磯野　千恵子","香川県","高松市瓦町２丁目１２番地の１７",,"第20638号","R06.01.30"
"美容所","ｅｙｅｌａｓｈｓａｌｏｎ　ＡＵＲＯＲＡ","761-8078","高松市仏生山町甲８３７番地２","マミアナ・フジ３０３","宮本　理栄",,,,,,"第20639号","R06.02.02"
"美容所","ヘアーメイクアミ","760-0020","高松市錦町二丁目１０番２１号",,"株式会社アミ","代表取締役","網谷　美幸","香川県","高松市錦町二丁目１０番２１号",,"第20640号","R06.02.07"
"美容所","ｒｕｔｉｌｅ","760-0068","高松市松島町２丁目２２−１３","花崎ビル１Ｆ","森川　良太",,,,,,"第20641号","R06.02.14"
"美容所","Ｂｅａｕｔｙ　ｅｙｅｌａｓｈ","760-0011","高松市浜ノ町１−２０","高松オルネ北館３Ｆ","株式会社エスワン","代表取締役","清水　和彦","香川県","高松市木太町２３３９番地１",,"第20642号","R06.02.20"
"美容所","Ｍｕｕｓ　ｈａｉｒ","760-0068","高松市松島町３−１０−４１",,"宗田　哲幸",,,,,,"第20644号","R06.02.28"
"美容所","ｇｌｅａｍ","760-0002","高松市茜町２０−５","ｐｒｏｕｄ２０２","荒木　昌子",,,,,,"第20643号","R06.02.28"
"美容所","ＲＡＹＭＡＲＳ","761-8076","高松市多肥上町１４７０−１",,"浅野　郁奈子",,,,,,"第20645号","R06.03.08"
