#property,prefCode,regionCode,prefName,cityName,surveyDate,regionName,totalPopulation,male,woman,man1,woman1,man2,woman2,man3,woman3,man4,woman4,man5,woman5,man6,woman6,man7,woman7,man8,woman8,man9,woman9,man10,woman10,man11,woman11,man12,woman12,man13,woman13,man14,woman14,man15,woman15,man16,woman16,man17,woman17,man18,woman18,numberOfHouseholds,note,location
1,37201,,香川県,高松市,1/1/2022,塩屋町,219,101,118,3,4,3,2,6,2,2,2,2,4,8,7,3,4,4,5,10,6,13,10,10,15,11,8,5,8,4,7,8,10,4,6,1,9,4,9,134,,"34.342286,134.055021"
2,37201,,香川県,高松市,1/1/2022,築地町,661,306,355,10,13,9,6,7,9,11,5,11,16,22,15,7,13,20,21,23,18,19,29,29,28,25,17,19,31,25,24,27,34,20,22,9,24,13,30,389,,"34.341274,134.056839"
3,37201,,香川県,高松市,1/1/2022,塩上町,112,59,53,2,1,1,1,1,0,1,0,8,2,11,5,7,2,1,3,1,2,6,4,1,1,3,5,2,2,4,1,4,3,1,7,1,8,4,6,79,,"34.335876,134.052375"
4,37201,,香川県,高松市,1/1/2022,塩上町１丁目,211,111,100,1,2,0,3,2,0,3,3,4,3,6,4,8,4,7,2,11,1,6,4,13,10,6,5,5,3,4,10,11,10,11,10,8,9,5,17,147,,"34.338200,134.053646"
5,37201,,香川県,高松市,1/1/2022,塩上町２丁目,701,334,367,6,7,5,9,9,7,14,9,30,27,19,19,14,10,15,18,25,15,37,42,26,29,28,21,27,21,19,32,23,24,18,21,8,24,11,32,451,,"34.338544,134.055472"
6,37201,,香川県,高松市,1/1/2022,塩上町３丁目,619,303,316,13,10,12,12,16,9,11,10,17,11,13,17,14,10,24,18,19,24,27,28,20,18,22,16,13,12,17,27,29,29,16,25,10,17,10,23,350,,"34.339112,134.057533"
7,37201,,香川県,高松市,1/1/2022,八坂町,85,38,47,2,1,1,1,1,2,1,1,0,1,2,3,3,1,1,1,6,5,2,2,0,1,3,2,1,2,2,3,3,6,2,3,3,5,5,7,52,,"34.339782,134.053748"
8,37201,,香川県,高松市,1/1/2022,福田町,233,105,128,2,1,5,3,4,3,8,5,4,4,4,2,3,1,8,5,3,13,7,10,7,7,9,5,12,12,5,8,8,17,5,6,7,5,4,21,131,,"34.341477,134.053890"
9,37201,,香川県,高松市,1/1/2022,常磐町１丁目,123,55,68,1,2,4,2,1,5,2,1,4,3,2,3,0,2,5,7,2,2,8,8,5,3,4,4,6,7,1,2,6,5,2,3,1,2,1,7,66,,"34.338740,134.051256"
10,37201,,香川県,高松市,1/1/2022,常磐町２丁目,253,135,118,1,1,3,3,0,1,1,2,15,11,19,9,7,3,5,5,8,3,9,4,10,7,11,11,11,7,5,8,10,9,5,6,6,13,9,15,179,,"34.337613,134.051101"
11,37201,,香川県,高松市,1/1/2022,瓦町１丁目,185,95,90,2,0,2,2,4,3,4,2,3,3,4,6,3,6,5,1,3,3,8,9,9,2,11,6,5,4,5,5,9,11,8,8,7,7,3,12,126,,"34.341325,134.051585"
12,37201,,香川県,高松市,1/1/2022,瓦町２丁目,272,119,153,2,0,3,5,1,3,3,4,2,7,5,6,3,5,9,6,4,4,9,18,7,9,12,5,10,8,6,11,23,28,7,9,6,9,7,16,168,,"34.339954,134.051305"
13,37201,,香川県,高松市,1/1/2022,古馬場町,176,89,87,0,0,2,0,1,1,1,1,3,1,2,1,8,2,2,1,2,2,15,5,2,3,4,8,9,5,11,6,7,12,6,6,7,9,7,24,126,,"34.342517,134.051924"
14,37201,,香川県,高松市,1/1/2022,御坊町,122,61,61,0,2,2,1,3,1,6,1,2,0,2,4,1,0,4,2,2,2,8,7,3,6,6,4,4,2,2,4,6,6,4,5,0,10,6,4,59,,"34.343378,134.052548"
15,37201,,香川県,高松市,1/1/2022,今新町,123,58,65,1,0,2,1,1,1,1,0,2,2,2,1,1,2,1,1,3,3,6,2,8,7,5,4,2,3,2,4,8,10,2,4,2,5,9,15,79,,"34.343979,134.052660"
16,37201,,香川県,高松市,1/1/2022,大工町,163,80,83,1,1,1,0,3,0,0,2,5,4,1,1,6,3,4,2,10,1,5,6,6,9,7,4,5,6,8,12,4,7,4,9,5,6,5,10,110,,"34.344544,134.052793"
17,37201,,香川県,高松市,1/1/2022,百間町,274,139,135,5,2,2,4,2,6,8,4,9,2,6,3,7,4,4,8,12,14,16,10,11,11,15,13,3,5,9,5,12,7,9,16,2,4,7,17,179,,"34.345116,134.052861"
18,37201,,香川県,高松市,1/1/2022,片原町,283,131,152,1,2,8,2,2,6,4,2,3,3,3,3,4,4,8,4,7,7,11,11,4,15,15,10,13,13,12,10,11,20,10,9,6,10,9,21,164,,"34.345681,134.053043"
19,37201,,香川県,高松市,1/1/2022,鶴屋町,274,133,141,3,3,2,7,0,2,1,5,5,4,7,7,7,4,12,5,12,6,5,11,8,8,12,7,11,8,9,12,17,14,11,10,6,8,5,20,176,,"34.346738,134.055123"
20,37201,,香川県,高松市,1/1/2022,本町,451,229,222,2,3,3,0,2,2,2,3,28,34,23,22,14,11,8,8,8,5,19,14,16,12,23,12,16,16,20,12,13,21,10,13,12,16,10,18,327,,"34.348509,134.054779"
21,37201,,香川県,高松市,1/1/2022,北浜町,393,188,205,4,3,5,2,5,6,6,8,7,4,8,6,15,9,11,8,10,13,15,13,17,16,16,17,20,16,14,22,12,17,6,9,12,12,5,24,242,,"34.350584,134.055577"
