#property,prefCode,regionCode,prefName,cityName,surveyDate,regionName,totalPopulation,male,woman,man1,woman1,man2,woman2,man3,woman3,man4,woman4,man5,woman5,man6,woman6,man7,woman7,man8,woman8,man9,woman9,man10,woman10,man11,woman11,man12,woman12,man13,woman13,man14,woman14,man15,woman15,man16,woman16,man17,woman17,man18,woman18,numberOfHouseholds,note,location
27,37201,,香川県,高松市,4/1/2019,朝日町６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,"34.358639,134.077278"
28,37201,,香川県,高松市,4/1/2019,東浜町１丁目,76,37,39,0,1,1,0,0,0,1,0,2,3,2,3,2,2,1,1,1,1,4,0,2,5,3,4,3,0,1,4,3,3,4,5,2,3,5,4,53,,"34.345672,134.057062"
29,37201,,香川県,高松市,4/1/2019,城東町１丁目,170,78,92,0,1,1,4,1,2,0,2,4,6,7,3,5,3,3,6,4,3,4,6,5,4,5,6,7,5,9,10,6,8,9,7,5,7,3,9,110,,"34.34741472,134.05595611"
30,37201,,香川県,高松市,4/1/2019,城東町２丁目,123,72,51,0,0,1,3,1,1,2,0,3,0,2,0,4,0,3,0,0,6,9,5,9,3,3,0,6,4,5,2,8,2,6,6,2,10,8,9,85,,"34.349670,134.058749"
31,37201,,香川県,高松市,4/1/2019,朝日新町,6,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,,"34.360121,134.067116"
32,37201,,香川県,高松市,4/1/2019,通町,76,30,46,0,0,0,2,1,1,0,0,4,1,0,0,1,0,0,2,3,4,1,2,2,2,2,4,3,0,1,3,5,7,2,2,3,5,2,11,42,,"34.345184,134.055567"
33,37201,,香川県,高松市,4/1/2019,井口町,187,92,95,4,2,2,1,0,1,5,1,8,3,7,3,4,2,3,8,7,8,14,6,8,9,4,1,7,8,6,6,5,12,3,7,4,5,1,12,129,,"34.345031,134.057334"
34,37201,,香川県,高松市,4/1/2019,末広町,397,188,209,8,0,11,10,5,8,8,3,6,7,11,9,11,10,15,16,16,19,13,13,7,15,16,15,14,14,8,14,17,14,7,12,6,8,9,22,229,,"34.344064,134.057235"
35,37201,,香川県,高松市,4/1/2019,福岡町１丁目,394,195,199,8,4,9,11,5,13,6,10,6,7,4,3,9,6,10,10,19,19,19,16,14,15,5,11,21,15,16,19,24,16,12,7,3,10,5,7,204,,"34.346039,134.061190"
36,37201,,香川県,高松市,4/1/2019,福岡町２丁目,1057,503,554,10,10,19,16,14,22,24,17,43,30,29,20,26,29,30,21,26,31,49,32,32,45,38,42,36,34,24,41,41,41,21,31,23,35,18,57,616,,"34.345368,134.066160"
37,37201,,香川県,高松市,4/1/2019,福岡町３丁目,956,469,487,14,14,13,13,11,16,11,14,24,25,31,24,21,25,31,21,27,28,38,32,43,35,26,28,29,32,44,40,37,37,28,30,22,27,19,46,533,,"34.344806,134.072319"
38,37201,,香川県,高松市,4/1/2019,福岡町４丁目,1021,471,550,24,14,19,17,15,16,21,28,37,34,21,30,25,21,26,25,36,27,33,47,22,24,23,23,38,37,36,32,26,44,25,31,14,34,30,66,582,,"34.341421,134.070862"
39,37201,,香川県,高松市,4/1/2019,松福町１丁目,800,383,417,12,11,8,12,17,19,18,15,16,18,18,15,19,22,20,20,24,26,34,26,26,29,26,26,21,24,36,24,29,37,20,30,17,25,22,38,441,,"34.343128,134.060694"
40,37201,,香川県,高松市,4/1/2019,松福町２丁目,843,442,401,11,15,16,17,23,17,23,17,22,21,24,12,18,24,28,20,32,26,43,35,35,33,31,17,28,18,37,25,20,23,13,23,18,20,20,38,473,,"34.34023306,134.06504944"
41,37201,,香川県,高松市,4/1/2019,松島町,198,76,122,1,1,2,1,3,3,0,1,1,2,3,4,3,3,3,2,3,2,7,7,3,5,3,5,4,11,9,13,11,18,10,11,7,13,3,20,127,,"34.333470,134.068614"
42,37201,,香川県,高松市,4/1/2019,松島町１丁目,454,226,228,6,4,10,5,8,8,8,12,14,11,11,9,11,6,10,14,17,15,17,11,13,20,21,15,13,19,15,17,18,17,14,14,11,11,9,20,248,,"34.339806,134.060189"
43,37201,,香川県,高松市,4/1/2019,松島町２丁目,951,455,496,16,13,25,12,25,28,22,21,27,26,31,30,25,23,33,23,27,39,39,42,29,33,25,34,29,29,24,32,31,30,17,23,19,23,11,35,516,,"34.338820,134.064936"
44,37201,,香川県,高松市,4/1/2019,松島町３丁目,1363,647,716,26,26,28,31,29,28,25,13,15,26,30,30,52,41,45,40,52,44,53,44,37,34,51,59,34,40,53,50,36,41,24,49,26,60,31,60,683,,"34.069518,134.069518"
45,37201,,香川県,高松市,4/1/2019,多賀町１丁目,252,111,141,1,3,1,1,1,0,4,2,8,12,6,2,9,10,3,8,6,5,9,2,5,11,4,8,14,11,13,8,7,10,10,13,4,15,6,20,141,,"34.336773,134.057996"
46,37201,,香川県,高松市,4/1/2019,多賀町２丁目,678,341,337,22,11,11,8,18,14,16,10,17,12,13,14,26,33,15,16,26,30,26,35,28,20,27,17,22,16,29,16,14,17,8,21,11,16,12,31,343,,"34.336662,134.060073"
47,37201,,香川県,高松市,4/1/2019,多賀町３丁目,816,387,429,10,6,16,13,16,21,12,22,20,14,17,11,23,19,15,22,27,25,34,31,23,19,36,38,28,26,31,30,24,31,20,24,16,34,19,43,431,,"34.336576,134.063243"
48,37201,,香川県,高松市,4/1/2019,花園町１丁目,634,297,337,10,9,10,7,9,10,12,11,19,14,17,14,15,17,10,17,21,19,26,28,16,19,28,15,23,17,19,28,18,28,15,16,13,25,16,43,374,,"34.334696,134.057838"
49,37201,,香川県,高松市,4/1/2019,花園町２丁目,363,177,186,3,5,2,10,17,9,16,10,10,4,15,2,7,4,12,6,12,15,10,13,14,13,10,9,12,10,9,17,9,14,12,17,5,9,2,19,196,,"34.333573,134.057331"
50,37201,,香川県,高松市,4/1/2019,花園町３丁目,567,248,319,8,15,13,21,14,15,11,15,14,9,21,10,14,14,10,23,25,22,18,19,10,18,19,20,20,23,9,15,12,19,9,15,11,24,10,22,275,,"34.332627,134.056915"
51,37201,,香川県,高松市,4/1/2019,観光通１丁目,212,108,104,6,7,1,0,0,0,0,1,4,5,10,7,9,9,14,10,6,7,10,10,10,9,11,6,5,8,6,3,9,7,3,1,0,2,4,12,135,,"34.336699,134.051633"
52,37201,,香川県,高松市,4/1/2019,観光通２丁目,109,60,49,1,1,3,2,1,0,0,2,2,1,3,5,5,3,5,1,6,5,6,2,4,4,6,4,4,4,1,2,5,3,4,5,1,2,3,3,72,,"34.33607972,134.05686194"
53,37201,,香川県,高松市,4/1/2019,田町,325,145,180,0,2,0,1,1,3,5,6,5,13,9,4,5,9,6,9,9,5,18,13,11,12,9,9,12,11,16,20,13,14,11,10,7,14,8,25,209,,"34.337159,134.048833"
54,37201,,香川県,高松市,4/1/2019,東田町,179,88,91,0,1,0,0,0,0,2,0,10,1,9,2,4,5,4,2,3,2,6,3,4,4,4,10,9,7,9,8,10,11,4,8,2,7,8,20,117,,"34.335767,134.049814"
55,37201,,香川県,高松市,4/1/2019,藤塚町,35,12,23,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,1,2,3,1,0,1,0,2,1,1,1,1,1,3,3,1,0,2,1,4,18,,"34.335085,134.050291"
56,37201,,香川県,高松市,4/1/2019,藤塚町１丁目,864,394,470,15,10,19,9,16,12,15,14,15,17,16,26,21,21,20,28,22,32,40,31,30,40,25,33,24,32,37,31,40,34,13,27,10,25,16,48,524,,"34.333899,134.048021"
57,37201,,香川県,高松市,4/1/2019,藤塚町２丁目,1067,481,586,11,16,23,36,23,23,17,25,31,26,19,17,18,24,20,37,41,42,48,39,34,38,35,26,32,30,38,32,33,56,35,50,14,27,9,42,630,,"34.333809,134.050570"
58,37201,,香川県,高松市,4/1/2019,藤塚町３丁目,543,263,280,11,5,8,9,8,7,4,5,17,15,14,12,21,12,16,13,18,11,11,20,18,18,14,23,18,6,20,26,18,19,14,16,8,30,25,33,306,,"34.334006,134.053063"
59,37201,,香川県,高松市,4/1/2019,栗林町１丁目,1135,523,612,19,14,22,23,29,26,52,45,28,24,17,12,21,29,24,24,27,55,51,69,51,48,51,35,30,36,26,34,33,42,18,31,7,27,17,38,559,,"34.329256,134.046228"
60,37201,,香川県,高松市,4/1/2019,栗林町２丁目,1320,624,696,24,13,26,30,43,40,37,29,28,36,26,23,20,25,48,45,44,52,58,72,42,59,47,32,35,36,51,53,35,37,21,28,20,38,19,48,674,,"34.330885,134.049506"
61,37201,,香川県,高松市,4/1/2019,栗林町３丁目,669,316,353,7,9,14,7,15,11,14,14,22,17,23,11,11,11,18,19,24,27,20,16,28,30,16,28,27,26,13,23,23,32,21,21,10,27,10,24,343,,"34.32881028,134.04804333"
62,37201,,香川県,高松市,4/1/2019,桜町１丁目,2109,996,1113,51,47,62,62,72,67,77,69,41,49,26,33,40,46,57,68,89,101,98,117,75,86,62,65,69,73,58,59,51,46,27,42,18,33,23,50,898,,"34.330565,134.052794"
63,37201,,香川県,高松市,4/1/2019,桜町２丁目,1505,720,785,33,30,61,60,57,60,57,51,30,28,29,38,33,40,50,42,67,79,69,82,44,67,57,57,49,38,25,29,22,26,12,20,12,15,13,23,577,,"34.326819,134.053219"
64,37201,,香川県,高松市,4/1/2019,楠上町１丁目,1099,532,567,30,25,48,30,16,27,26,28,20,19,19,22,30,29,38,44,37,37,43,40,42,42,36,49,39,34,39,36,19,25,15,27,19,26,16,27,476,,"34.331241,134.057056"
65,37201,,香川県,高松市,4/1/2019,楠上町２丁目,1157,560,597,31,26,53,63,40,60,38,41,33,25,20,24,28,18,37,47,62,81,82,79,45,40,33,24,23,20,12,14,8,11,2,5,3,12,10,7,445,,"34.329389,134.056040"
66,37201,,香川県,高松市,4/1/2019,花ノ宮町１丁目,714,344,370,17,13,14,11,24,22,18,23,18,7,12,20,25,18,20,24,30,30,36,32,32,27,20,25,23,22,14,27,10,15,12,15,9,16,10,23,350,,"34.326569,134.048473"
67,37201,,香川県,高松市,4/1/2019,花ノ宮町２丁目,833,408,425,30,17,20,17,18,19,18,17,22,22,21,20,33,36,26,23,34,31,34,31,27,32,29,23,22,22,22,29,22,28,13,22,13,13,4,23,386,,"34.324017,134.048590"
68,37201,,香川県,高松市,4/1/2019,花ノ宮町３丁目,395,174,221,5,5,6,12,6,13,5,14,7,6,7,10,7,5,10,17,12,15,20,20,10,16,22,7,13,18,14,13,9,10,10,16,2,8,9,16,190,,"34.324465,134.046077"
69,37201,,香川県,高松市,4/1/2019,上之町１丁目,750,346,404,11,12,16,11,16,13,22,21,26,24,6,22,10,17,19,28,23,31,38,41,31,42,35,31,30,28,22,20,18,16,6,10,10,15,7,22,333,,"34.321010,134.045014"
70,37201,,香川県,高松市,4/1/2019,上之町２丁目,944,449,495,13,17,17,22,19,27,23,23,26,19,36,33,36,34,25,15,26,28,32,39,24,25,34,24,21,31,30,33,36,39,22,28,13,22,16,36,506,,"34.320445,134.048077"
71,37201,,香川県,高松市,4/1/2019,上之町３丁目,898,455,443,20,17,26,25,23,30,27,22,20,17,22,17,22,22,35,31,43,43,48,55,34,26,31,25,22,28,26,25,20,13,8,13,10,12,18,22,409,,"34.322929,134.051347"
72,37201,,香川県,高松市,4/1/2019,旅篭町,25,18,7,0,0,0,0,0,0,1,0,2,0,4,0,1,1,2,0,1,0,0,0,1,0,2,1,1,0,0,2,2,2,1,1,0,0,0,0,17,,"34.335559,134.047528"
73,37201,,香川県,高松市,4/1/2019,中新町,392,194,198,8,1,7,8,12,12,4,6,10,7,13,11,10,9,11,12,14,12,13,15,10,18,21,15,17,16,11,11,11,13,4,8,7,10,11,14,219,,"34.337041,134.047660"
74,37201,,香川県,高松市,4/1/2019,天神前,627,289,338,11,11,18,20,15,18,13,14,8,12,14,11,16,12,9,17,30,37,28,32,21,28,27,14,15,15,18,19,17,22,11,12,8,17,10,27,311,,"34.338991,134.045795"
75,37201,,香川県,高松市,4/1/2019,中央町,1143,552,591,17,14,23,25,34,18,34,30,42,30,23,25,22,22,22,33,56,48,42,51,58,46,34,39,24,37,34,45,31,28,20,30,18,30,18,40,602,,"34.336395,134.045082"
76,37201,,香川県,高松市,4/1/2019,中野町,1293,615,678,28,17,34,19,25,17,24,26,29,36,21,23,21,27,39,45,35,46,48,49,37,38,34,51,43,39,58,48,48,39,28,38,23,46,40,74,719,,"34.333850,134.044116"
77,37201,,香川県,高松市,4/1/2019,亀岡町,507,243,264,8,3,11,8,11,9,9,6,14,13,15,13,8,8,19,10,14,15,19,16,15,12,22,22,13,11,12,23,11,13,12,30,13,22,17,30,285,,"34.337080,134.041227"
78,37201,,香川県,高松市,4/1/2019,番町１丁目,249,117,132,8,3,5,7,5,5,2,1,9,4,6,3,5,5,5,3,8,12,10,10,4,4,4,7,9,13,8,11,5,19,10,7,5,5,9,13,114,,"34.343092,134.046553"
79,37201,,香川県,高松市,4/1/2019,番町２丁目,373,185,188,8,6,3,4,9,5,5,6,11,11,12,8,6,7,17,5,10,13,11,9,9,16,19,13,21,9,9,16,10,8,7,12,6,11,12,29,203,,"34.34355083,134.04488778"
80,37201,,香川県,高松市,4/1/2019,番町３丁目,639,304,335,9,12,20,22,18,14,14,18,16,24,10,7,8,10,12,21,26,27,22,25,19,20,26,19,25,18,18,21,23,19,11,18,13,13,14,27,293,,"34.342400,134.041726"
81,37201,,香川県,高松市,4/1/2019,番町４丁目,535,267,268,8,14,21,11,7,8,7,18,19,19,21,6,10,9,30,21,21,18,22,29,16,14,14,15,14,14,17,21,13,12,10,9,7,11,10,19,260,,"34.340780,134.041285"
82,37201,,香川県,高松市,4/1/2019,番町５丁目,540,264,276,12,8,17,13,20,14,15,18,11,16,9,12,11,5,9,6,21,26,28,37,24,26,22,15,13,14,16,15,12,21,12,12,7,6,5,12,246,,"34.339285,134.040978"
83,37201,,香川県,高松市,4/1/2019,紫雲町,203,103,100,2,4,3,4,5,8,6,1,7,4,8,2,2,4,3,8,14,12,11,8,5,3,7,8,7,5,5,4,5,5,4,6,4,4,5,10,121,,"34.341121,134.033606"
84,37201,,香川県,高松市,4/1/2019,新北町,1462,738,724,19,21,26,21,31,29,31,32,46,33,49,45,38,36,65,45,47,46,60,55,61,42,42,41,41,38,55,61,56,56,31,45,25,37,15,41,807,,"34.352815,134.025363"
85,37201,,香川県,高松市,4/1/2019,宮脇町１丁目,1822,846,976,28,19,41,25,41,34,58,41,57,63,30,35,34,50,39,45,59,65,58,73,57,72,79,59,43,52,52,75,60,69,43,50,27,54,40,95,938,,"34.33958444,134.03529167"
86,37201,,香川県,高松市,4/1/2019,宮脇町２丁目,2081,962,1119,24,13,39,35,38,42,55,48,66,48,49,38,41,27,49,61,61,60,58,77,67,68,60,70,72,60,64,80,79,108,53,72,31,72,56,140,1194,,"34.333101,134.035803"
87,37201,,香川県,高松市,4/1/2019,西宝町１丁目,1221,564,657,6,23,24,16,25,33,26,34,36,33,29,27,27,31,36,33,39,48,61,48,37,36,37,39,43,54,46,45,26,43,29,39,20,28,17,47,667,,"34.343417,134.028386"
88,37201,,香川県,高松市,4/1/2019,西宝町２丁目,1014,496,518,15,14,22,22,26,22,22,26,36,24,26,19,25,21,34,31,33,28,45,37,44,34,43,43,34,32,26,32,31,32,15,31,7,24,12,46,538,,"34.338427,134.026970"
89,37201,,香川県,高松市,4/1/2019,西宝町３丁目,370,180,190,3,4,6,8,10,5,7,15,12,5,10,6,9,8,9,6,10,14,12,16,12,16,11,11,15,17,17,16,13,10,8,13,6,11,10,9,178,,"34.344151,134.023055"
90,37201,,香川県,高松市,4/1/2019,茜町,1672,817,855,31,26,39,33,37,35,52,37,60,54,45,37,53,51,46,50,48,66,53,64,59,80,69,66,56,59,55,59,49,57,33,30,22,26,10,25,814,,"34.349525,134.025150"
91,37201,,香川県,高松市,4/1/2019,西町,1069,515,554,14,15,26,27,25,26,20,35,35,43,26,22,32,26,36,30,39,50,58,53,32,32,33,31,29,32,32,37,33,34,18,26,10,17,17,18,537,,"34.346330,134.024326"
92,37201,,香川県,高松市,4/1/2019,瀬戸内町,975,497,478,7,2,12,10,13,11,13,17,23,13,19,17,21,16,29,16,33,28,26,26,33,21,37,23,50,41,57,61,46,53,36,45,20,33,22,45,567,,"34.34758361,134.03246917"
93,37201,,香川県,高松市,4/1/2019,扇町１丁目,1398,672,726,12,12,25,20,26,19,21,31,32,45,26,16,29,22,37,34,42,42,47,41,40,39,34,32,53,54,69,66,82,65,37,60,34,50,26,78,775,,"34.346558,134.036476"
94,37201,,香川県,高松市,4/1/2019,扇町２丁目,494,240,254,1,3,7,6,17,13,6,12,24,19,17,12,15,7,6,11,17,11,18,15,14,17,18,14,15,17,19,23,21,18,7,15,7,19,11,22,282,,"34.34451944,134.03656833"
95,37201,,香川県,高松市,4/1/2019,扇町３丁目,496,236,260,0,2,3,4,2,6,7,4,13,12,16,20,16,11,11,3,15,10,14,18,17,14,17,19,19,12,25,25,20,32,14,23,12,13,15,32,320,,"34.345819,134.031498"
96,37201,,香川県,高松市,4/1/2019,昭和町１丁目,1135,550,585,33,26,39,39,26,35,27,39,35,29,34,25,28,32,40,44,47,37,31,50,58,53,52,43,36,30,27,20,10,17,7,19,9,17,11,30,512,,"34.343234,134.033872"
97,37201,,香川県,高松市,4/1/2019,昭和町２丁目,614,292,322,26,27,20,22,11,9,10,8,15,9,15,14,30,30,35,41,22,30,17,15,20,16,14,12,8,15,15,20,14,14,7,10,4,10,9,20,289,,"34.343324,134.031092"
98,37201,,香川県,高松市,4/1/2019,サンポート,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,"34.353730,134.046918"
99,37201,,香川県,高松市,4/1/2019,幸町,7,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,"34.341525,134.036836"
100,37201,,香川県,高松市,4/1/2019,錦町１丁目,1687,802,885,32,35,51,52,41,48,37,30,29,30,40,32,37,42,58,61,69,94,88,92,75,70,62,66,44,47,45,48,37,39,22,32,20,26,15,41,812,,"34.347405,134.044821"
101,37201,,香川県,高松市,4/1/2019,錦町２丁目,1173,568,605,17,14,34,21,21,23,28,23,27,25,32,27,30,22,26,29,34,50,56,54,42,41,42,40,29,37,45,48,36,43,26,39,23,27,20,42,591,,"34.347162,134.041733"
102,37201,,香川県,高松市,4/1/2019,浜ノ町,4439,2109,2330,84,76,90,75,82,74,95,65,78,80,88,93,97,106,118,118,131,137,166,183,154,195,152,171,172,144,171,193,159,203,114,137,89,137,69,143,2244,,"34.351222,134.040597"
103,37201,,香川県,高松市,4/1/2019,玉藻町,20,8,12,0,0,0,1,0,1,1,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,2,1,0,0,0,2,0,1,0,0,1,1,14,,"34.350113,134.052514"
104,37201,,香川県,高松市,4/1/2019,丸の内,564,254,310,9,7,6,6,4,7,12,6,12,9,16,8,13,13,14,13,21,14,20,27,22,28,16,23,20,27,18,23,19,22,10,19,8,26,14,32,327,,"34.347668,134.051565"
105,37201,,香川県,高松市,4/1/2019,内町,118,59,59,0,1,2,1,1,1,0,2,0,0,1,0,1,1,3,3,6,5,4,3,2,2,4,4,5,5,12,5,7,10,5,6,4,2,2,8,76,,"34.346491,134.051892"
106,37201,,香川県,高松市,4/1/2019,寿町１丁目,86,36,50,3,2,1,4,1,0,0,5,1,0,1,2,3,5,4,8,4,6,4,4,4,4,3,1,2,1,3,3,1,2,1,1,0,1,0,1,43,,"34.349920,134.048873"
107,37201,,香川県,高松市,4/1/2019,寿町２丁目,8,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,7,,"34.347616,134.048446"
108,37201,,香川県,高松市,4/1/2019,西の丸町,140,75,65,1,0,1,1,1,3,2,3,5,2,3,2,1,4,5,3,4,5,9,3,6,4,3,4,5,2,7,3,5,6,5,9,5,3,7,8,94,,"34.349388,134.047371"
109,37201,,香川県,高松市,4/1/2019,西内町,269,122,147,3,0,4,2,1,5,1,2,11,2,14,13,7,4,1,10,6,7,8,5,9,7,8,13,10,10,8,13,9,14,9,13,9,9,4,18,157,,"34.347715,134.047040"
110,37201,,香川県,高松市,4/1/2019,兵庫町,241,110,131,2,3,3,2,2,4,5,3,3,2,3,5,3,10,6,6,7,6,9,12,7,7,9,6,7,11,11,8,10,15,9,9,5,6,9,16,139,,"34.346390,134.048060"
111,37201,,香川県,高松市,4/1/2019,古新町,215,93,122,2,2,1,1,6,2,5,6,8,6,7,5,6,2,4,7,4,7,5,7,9,12,5,11,7,7,11,8,5,11,4,7,3,12,1,9,140,,"34.345778,134.047879"
112,37201,,香川県,高松市,4/1/2019,磨屋町,124,64,60,2,3,3,0,0,4,5,2,1,2,5,2,10,5,5,1,1,6,11,3,2,2,4,5,1,4,6,5,4,4,1,3,0,2,3,7,66,,"34.345221,134.047695"
