"#property","prefCode","regionCode","prefName","cityName","surveyDate","regionName","totalPopulation","male","woman","man1","woman1","man2","woman2","man3","woman3","man4","woman4","man5","woman5","man6","woman6","man7","woman7","man8","woman8","man9","woman9","man10","woman10","man11","woman11","man12","woman12","man13","woman13","man14","woman14","man15","woman15","man16","woman16","man17","woman17","man18","woman18","numberOfHouseholds","note","location"
"11","37201",,"香川県","高松市","9/1/2019","瓦町１丁目","178","96","82","0","2","4","1","5","3","3","2","2","3","4","3","3","0","4","1","2","6","6","6","13","2","7","4","5","4","10","12","10","8","7","9","8","8","3","8","117",,"34.341325,134.051585"
"12","37201",,"香川県","高松市","9/1/2019","瓦町２丁目","314","138","176","2","5","3","4","4","6","1","7","5","7","6","7","5","4","7","9","12","13","11","10","9","8","13","10","7","10","14","18","18","16","7","14","8","8","6","20","185",,"34.339954,134.051305"
"13","37201",,"香川県","高松市","9/1/2019","古馬場町","178","85","93","0","0","2","0","1","2","1","0","1","1","4","2","3","1","2","2","7","4","7","1","4","5","5","7","10","9","10","6","7","10","7","9","4","12","10","22","124",,"34.342517,134.051924"
"14","37201",,"香川県","高松市","9/1/2019","御坊町","139","67","72","0","1","4","0","4","2","3","1","3","2","2","2","3","2","4","4","5","5","6","6","7","6","5","2","2","4","5","3","3","13","3","6","3","7","5","6","72",,"34.343378,134.052548"
"15","37201",,"香川県","高松市","9/1/2019","今新町","138","65","73","2","0","2","2","2","0","2","1","1","1","3","3","2","1","2","2","4","4","6","5","7","6","6","3","1","4","4","7","8","5","2","7","5","4","6","18","86",,"34.343979,134.052660"
"16","37201",,"香川県","高松市","9/1/2019","大工町","189","91","98","0","1","4","0","0","1","4","5","5","3","6","2","6","4","3","9","9","2","9","8","7","8","4","3","6","9","11","9","2","11","6","6","6","4","3","13","131",,"34.344544,134.052793"
"17","37201",,"香川県","高松市","9/1/2019","百間町","282","142","140","4","3","2","7","9","3","5","6","7","4","11","2","4","7","7","6","9","16","16","11","16","7","8","10","7","9","9","6","11","10","6","9","3","3","8","21","170",,"34.345116,134.052861"
"18","37201",,"香川県","高松市","9/1/2019","片原町","309","142","167","5","3","5","3","2","5","4","4","4","4","3","5","7","8","6","6","10","12","13","12","10","12","14","15","15","10","8","12","12","17","12","8","3","10","9","21","176",,"34.345681,134.053043"
"19","37201",,"香川県","高松市","9/1/2019","鶴屋町","290","137","153","1","4","1","7","0","2","4","6","2","7","7","3","9","8","12","3","8","12","6","5","12","11","11","8","13","13","16","10","13","13","10","11","4","11","8","19","179",,"34.346738,134.055123"
"20","37201",,"香川県","高松市","9/1/2019","本町","439","219","220","4","1","1","1","2","1","2","6","20","24","22","17","12","16","9","9","13","7","14","15","18","13","22","11","22","17","13","11","11","20","15","17","8","16","11","18","308",,"34.348509,134.054779"
"21","37201",,"香川県","高松市","9/1/2019","北浜町","405","194","211","3","2","6","2","8","11","8","4","3","5","9","4","13","10","11","10","14","15","15","14","20","16","25","17","18","19","6","22","10","12","13","8","5","14","7","26","239",,"34.350584,134.055577"
"22","37201",,"香川県","高松市","9/1/2019","朝日町１丁目","12","8","4","0","0","0","0","0","0","0","0","0","0","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","12",,"34.349551,134.062394"
"23","37201",,"香川県","高松市","9/1/2019","朝日町２丁目","326","165","161","4","5","1","4","8","8","6","6","21","4","18","4","18","4","12","7","9","7","5","7","3","11","9","8","4","7","10","8","12","12","8","26","9","4","8","29","195",,"34.349476,134.065023"
"24","37201",,"香川県","高松市","9/1/2019","朝日町３丁目","14","10","4","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","2","1","0","0","0","0","0","0","1","2","1","0","1","0","9",,"34.349433,134.067854"
"25","37201",,"香川県","高松市","9/1/2019","朝日町４丁目","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-",,"34.355141,134.063999"
"26","37201",,"香川県","高松市","9/1/2019","朝日町５丁目","41","40","1","0","0","0","0","0","0","1","0","3","1","23","0","10","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39",,"34.350713,134.074847"
"27","37201",,"香川県","高松市","9/1/2019","朝日町６丁目","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-",,"34.358639,134.077278"
"28","37201",,"香川県","高松市","9/1/2019","東浜町１丁目","78","38","40","0","1","1","0","0","0","1","1","3","4","2","3","2","1","1","2","1","1","4","0","2","4","3","4","3","0","1","4","3","3","5","4","2","4","4","4","55",,"34.345672,134.057062"
"29","37201",,"香川県","高松市","9/1/2019","城東町１丁目","176","86","90","0","1","1","3","1","1","3","3","6","5","9","5","6","3","3","4","4","4","7","5","5","4","1","5","9","6","7","10","7","8","9","7","4","7","4","9","118",,"34.34741472,134.05595611"
"30","37201",,"香川県","高松市","9/1/2019","城東町２丁目","119","69","50","0","0","1","3","1","1","2","0","2","0","3","0","2","0","4","0","1","4","7","6","10","3","3","0","5","3","5","3","8","2","6","6","2","10","7","9","81",,"34.349670,134.058749"
"31","37201",,"香川県","高松市","9/1/2019","朝日新町","7","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","4",,"34.360121,134.067116"
"32","37201",,"香川県","高松市","9/1/2019","通町","73","28","45","0","0","0","2","1","1","0","0","3","1","1","0","1","0","0","2","3","4","1","2","2","2","2","4","2","0","1","3","4","5","2","3","3","5","2","11","40",,"34.345184,134.055567"
"33","37201",,"香川県","高松市","9/1/2019","井口町","191","97","94","3","0","3","3","0","1","5","1","11","2","5","3","6","3","3","8","7","6","14","6","9","10","5","1","7","6","6","8","4","11","4","6","4","7","1","12","133",,"34.345031,134.057334"
"34","37201",,"香川県","高松市","9/1/2019","末広町","402","193","209","7","0","12","10","6","8","8","2","5","9","10","9","12","10","17","15","16","16","15","16","7","14","12","14","18","14","8","15","15","14","10","12","6","8","9","23","231",,"34.344064,134.057235"
"35","37201",,"香川県","高松市","9/1/2019","福岡町１丁目","384","192","192","8","6","8","11","6","9","7","9","5","6","3","3","7","5","10","9","17","20","23","17","12","14","5","9","20","15","15","20","25","14","11","9","5","10","5","6","201",,"34.346039,134.061190"
"36","37201",,"香川県","高松市","9/1/2019","福岡町２丁目","1054","507","547","10","7","17","15","20","25","22","17","43","29","33","22","24","30","29","20","27","29","44","32","36","44","38","41","39","34","23","43","37","37","26","36","22","32","17","54","608",,"34.345368,134.066160"
"37","37201",,"香川県","高松市","9/1/2019","福岡町３丁目","974","479","495","15","20","14","12","13","15","10","17","24","23","35","25","20","26","32","25","26","23","35","35","49","32","27","31","30","29","42","38","34","37","29","32","25","26","19","49","546",,"34.344806,134.072319"
"38","37201",,"香川県","高松市","9/1/2019","福岡町４丁目","1026","468","558","23","13","18","18","17","19","22","27","29","42","24","28","25","22","24","23","37","28","34","48","23","24","27","22","34","37","35","31","28","46","26","33","13","28","29","69","591",,"34.341421,134.070862"
"39","37201",,"香川県","高松市","9/1/2019","松福町１丁目","807","385","422","13","7","9","11","18","18","14","17","18","19","16","16","18","19","19","23","25","25","33","31","26","28","26","25","24","26","37","27","27","31","22","34","18","25","22","40","453",,"34.343128,134.060694"
"40","37201",,"香川県","高松市","9/1/2019","松福町２丁目","881","473","408","13","13","17","22","24","15","25","17","29","20","27","10","14","24","30","22","39","28","43","33","42","36","31","22","29","17","34","22","22","27","15","24","19","20","20","36","505",,"34.34023306,134.06504944"
"41","37201",,"香川県","高松市","9/1/2019","松島町","192","75","117","1","0","1","0","4","4","1","1","1","3","2","1","2","4","3","2","2","2","8","6","3","6","3","5","4","9","8","14","12","18","10","12","6","13","4","17","125",,"34.333470,134.068614"
"42","37201",,"香川県","高松市","9/1/2019","松島町１丁目","461","232","229","5","3","10","6","8","7","8","11","17","16","12","9","13","5","9","14","15","13","18","12","15","18","21","17","16","18","13","14","18","19","14","16","12","12","8","19","258",,"34.339806,134.060189"
"43","37201",,"香川県","高松市","9/1/2019","松島町２丁目","935","443","492","12","9","22","17","26","25","22","24","24","23","34","31","25","23","31","22","28","39","37","42","30","33","24","34","28","25","22","35","32","28","14","26","21","18","11","38","507",,"34.338820,134.064936"
"44","37201",,"香川県","高松市","9/1/2019","松島町３丁目","1356","642","714","26","26","31","33","28","28","20","10","14","32","31","30","53","39","42","39","51","51","55","41","35","35","47","55","38","42","49","47","41","39","22","51","26","58","33","58","679",,"34.069518,134.069518"
"45","37201",,"香川県","高松市","9/1/2019","多賀町１丁目","254","113","141","1","3","1","1","1","0","5","1","7","12","7","4","8","10","4","8","5","5","9","2","4","11","7","8","13","12","13","7","8","11","10","12","4","12","6","22","144",,"34.336773,134.057996"
"46","37201",,"香川県","高松市","9/1/2019","多賀町２丁目","700","354","346","21","13","14","7","19","11","16","13","19","11","19","16","25","35","18","19","26","29","23","36","32","26","29","16","21","15","22","16","20","17","8","24","10","14","12","28","354",,"34.336662,134.060073"
"47","37201",,"香川県","高松市","9/1/2019","多賀町３丁目","819","387","432","12","7","16","11","17","20","10","21","21","17","15","16","25","20","15","21","24","24","38","30","24","19","33","40","29","24","32","28","25","35","20","24","15","31","16","44","437",,"34.336576,134.063243"
"48","37201",,"香川県","高松市","9/1/2019","花園町１丁目","627","294","333","10","9","9","8","8","8","12","12","20","12","14","14","15","16","12","19","18","15","25","28","21","15","26","19","24","16","17","29","20","27","15","16","11","22","17","48","369",,"34.334696,134.057838"
"49","37201",,"香川県","高松市","9/1/2019","花園町２丁目","353","169","184","4","5","2","9","17","9","13","11","8","4","13","2","5","4","13","5","11","15","11","14","15","14","8","7","10","9","8","19","11","13","13","18","5","7","2","19","189",,"34.333573,134.057331"
"50","37201",,"香川県","高松市","9/1/2019","花園町３丁目","567","245","322","8","14","10","20","15","16","13","16","14","9","17","10","15","14","11","25","26","19","15","22","12","17","17","20","21","24","9","14","13","19","7","16","12","24","10","23","278",,"34.332627,134.056915"
"51","37201",,"香川県","高松市","9/1/2019","観光通１丁目","206","108","98","7","5","1","0","0","0","0","1","4","5","12","6","8","7","14","12","6","6","7","10","10","8","12","6","6","7","4","3","10","7","3","2","0","2","4","11","132",,"34.336699,134.051633"
"52","37201",,"香川県","高松市","9/1/2019","観光通２丁目","116","67","49","1","1","3","2","1","0","1","1","3","4","5","5","5","2","6","1","7","6","4","1","6","4","5","4","6","4","1","2","5","3","4","3","1","3","3","3","79",,"34.33607972,134.05686194"
"53","37201",,"香川県","高松市","9/1/2019","田町","335","153","182","0","2","0","1","1","3","5","6","8","14","11","4","6","8","7","9","9","7","17","12","9","14","11","10","13","11","15","17","12","14","13","13","7","12","9","25","217",,"34.337159,134.048833"
"54","37201",,"香川県","高松市","9/1/2019","東田町","176","89","87","0","0","0","0","0","0","2","0","9","1","10","1","4","3","5","4","4","2","4","3","4","3","5","9","9","9","7","7","11","11","5","8","2","5","8","21","117",,"34.335767,134.049814"
"55","37201",,"香川県","高松市","9/1/2019","藤塚町","34","13","21","0","0","1","0","0","2","0","0","0","0","1","0","0","1","0","0","1","2","3","1","0","1","0","2","1","1","1","1","1","3","3","1","0","2","1","4","19",,"34.335085,134.050291"
"56","37201",,"香川県","高松市","9/1/2019","藤塚町１丁目","858","392","466","17","8","18","10","16","12","15","15","14","16","16","29","19","21","22","26","24","25","37","34","30","35","29","36","24","37","36","30","39","33","13","28","10","25","13","46","517",,"34.333899,134.048021"
"57","37201",,"香川県","高松市","9/1/2019","藤塚町２丁目","1045","467","578","12","12","21","33","27","26","15","25","27","30","17","19","13","19","18","37","42","41","49","40","34","34","32","30","33","30","39","27","32","55","35","53","13","25","8","42","615",,"34.333809,134.050570"
"58","37201",,"香川県","高松市","9/1/2019","藤塚町３丁目","552","268","284","12","7","7","9","9","8","3","6","15","16","17","13","20","12","16","14","18","13","12","19","18","18","22","21","17","6","18","26","21","19","14","16","8","31","21","30","311",,"34.334006,134.053063"
"59","37201",,"香川県","高松市","9/1/2019","栗林町１丁目","1121","520","601","15","13","24","22","29","28","51","40","26","27","20","11","18","22","23","25","29","52","49","66","46","53","57","38","32","34","26","29","32","44","19","33","7","25","17","39","551",,"34.329256,134.046228"
"60","37201",,"香川県","高松市","9/1/2019","栗林町２丁目","1340","623","717","26","13","27","38","39","38","37","31","28","32","25","27","16","27","52","49","47","52","56","69","44","56","45","37","38","40","46","52","39","41","21","27","21","39","16","49","687",,"34.330885,134.049506"
"61","37201",,"香川県","高松市","9/1/2019","栗林町３丁目","666","316","350","7","5","13","10","15","13","14","15","22","17","23","9","11","13","17","14","23","31","24","16","26","29","15","26","29","28","12","19","21","35","23","21","10","26","11","23","342",,"34.32881028,134.04804333"
"62","37201",,"香川県","高松市","9/1/2019","桜町１丁目","2071","976","1095","47","44","59","58","70","66","72","74","35","46","27","33","40","34","50","68","90","94","93","120","88","88","62","65","63","68","60","57","53","52","28","44","17","33","22","51","883",,"34.330565,134.052794"
"63","37201",,"香川県","高松市","9/1/2019","桜町２丁目","1496","710","786","31","29","55","64","60","52","55","52","35","33","25","32","32","35","50","49","63","74","71","87","47","65","53","59","50","42","26","30","22","26","10","19","14","16","11","22","577",,"34.326819,134.053219"
"64","37201",,"香川県","高松市","9/1/2019","楠上町１丁目","1222","592","630","37","41","54","36","24","21","24","28","17","26","27","25","38","37","46","52","48","44","43","48","43","42","36","49","40","39","39","32","25","32","16","26","17","25","18","27","525",,"34.331241,134.057056"
"65","37201",,"香川県","高松市","9/1/2019","楠上町２丁目","1159","564","595","31","24","55","58","40","54","39","50","30","25","17","24","31","16","32","45","59","77","84","82","52","41","36","27","23","23","13","13","8","11","2","6","3","12","9","7","450",,"34.329389,134.056040"
"66","37201",,"香川県","高松市","9/1/2019","花ノ宮町１丁目","723","353","370","13","14","20","10","22","24","18","20","17","9","16","19","24","19","24","20","33","33","34","32","31","26","23","27","22","22","13","22","13","19","12","14","7","15","11","25","359",,"34.326569,134.048473"
"67","37201",,"香川県","高松市","9/1/2019","花ノ宮町２丁目","837","412","425","25","16","20","20","17","17","18","17","26","23","21","23","31","34","30","24","35","32","35","32","27","32","30","19","23","25","18","28","25","27","13","22","14","14","4","20","392",,"34.324017,134.048590"
"68","37201",,"香川県","高松市","9/1/2019","花ノ宮町３丁目","391","174","217","6","4","6","10","6","14","5","12","7","9","6","11","8","7","11","14","10","15","20","17","10","18","22","8","11","15","14","13","11","10","10","16","2","9","9","15","192",,"34.324465,134.046077"
"69","37201",,"香川県","高松市","9/1/2019","上之町１丁目","753","346","407","9","14","16","16","17","15","23","20","24","23","8","18","9","18","20","26","23","29","38","41","33","43","30","32","32","23","24","25","17","15","6","11","10","14","7","24","334",,"34.321010,134.045014"
"70","37201",,"香川県","高松市","9/1/2019","上之町２丁目","914","440","474","12","19","15","19","20","26","22","19","25","17","37","30","34","33","26","16","25","26","32","37","23","26","33","23","20","31","28","30","35","38","23","30","14","19","16","35","490",,"34.320445,134.048077"
"71","37201",,"香川県","高松市","9/1/2019","上之町３丁目","897","456","441","16","16","29","23","23","30","25","20","20","16","22","15","23","25","38","33","41","38","48","55","36","29","31","25","21","28","25","25","23","15","8","11","9","14","18","23","416",,"34.322929,134.051347"
"72","37201",,"香川県","高松市","9/1/2019","旅篭町","32","23","9","0","0","0","0","0","0","1","0","4","0","4","0","1","1","1","1","2","1","1","0","3","0","2","1","1","0","0","2","2","2","1","1","0","0","0","0","24",,"34.335559,134.047528"
"73","37201",,"香川県","高松市","9/1/2019","中新町","385","190","195","8","1","7","7","8","12","6","7","11","8","12","10","12","8","11","9","11","15","15","13","10","18","18","12","18","18","7","13","14","12","4","9","6","9","12","14","215",,"34.337041,134.047660"
"74","37201",,"香川県","高松市","9/1/2019","天神前","612","280","332","8","7","18","21","13","15","10","17","14","12","15","13","14","11","10","16","25","33","32","37","16","24","28","16","16","15","18","17","14","24","12","14","8","14","9","26","311",,"34.338991,134.045795"
"75","37201",,"香川県","高松市","9/1/2019","中央町","1156","560","596","15","15","23","25","35","19","35","29","48","29","26","27","21","24","22","32","53","46","43","56","58","46","37","38","23","38","36","41","29","29","23","33","17","31","16","38","613",,"34.336395,134.045082"
"76","37201",,"香川県","高松市","9/1/2019","中野町","1300","622","678","29","14","34","21","24","14","27","26","28","38","23","22","21","31","46","45","33","46","47","50","37","40","35","46","40","38","55","46","54","41","29","43","21","45","39","72","726",,"34.333850,134.044116"
"77","37201",,"香川県","高松市","9/1/2019","亀岡町","510","245","265","9","4","12","7","10","11","10","6","14","12","16","12","8","9","20","11","13","14","16","18","16","11","21","22","14","11","10","23","13","14","12","29","13","21","18","30","286",,"34.337080,134.041227"
"78","37201",,"香川県","高松市","9/1/2019","番町１丁目","255","119","136","9","3","5","8","5","5","2","1","8","5","5","2","7","9","6","2","9","11","7","10","4","5","5","8","10","12","7","11","6","19","10","7","5","5","9","13","118",,"34.343092,134.046553"
"79","37201",,"香川県","高松市","9/1/2019","番町２丁目","372","186","186","9","5","4","6","8","3","6","6","11","11","10","8","6","5","13","5","12","15","14","10","8","14","20","14","19","8","11","17","10","7","7","11","6","12","12","29","203",,"34.34355083,134.04488778"
"80","37201",,"香川県","高松市","9/1/2019","番町３丁目","650","312","338","11","13","19","17","21","17","19","18","13","20","11","12","13","10","10","22","27","24","21","27","17","24","27","19","23","20","18","17","25","22","11","18","13","11","13","27","298",,"34.342400,134.041726"
"81","37201",,"香川県","高松市","9/1/2019","番町４丁目","533","268","265","9","13","17","12","7","8","6","14","20","18","21","9","11","10","26","19","22","14","22","25","17","15","20","20","11","16","19","20","12","13","10","11","8","10","10","18","271",,"34.340780,134.041285"
"82","37201",,"香川県","高松市","9/1/2019","番町５丁目","525","251","274","10","7","12","15","22","12","13","18","13","19","9","9","10","4","8","7","20","26","25","37","25","26","19","15","15","14","16","15","13","21","12","12","6","5","3","12","239",,"34.339285,134.040978"
"83","37201",,"香川県","高松市","9/1/2019","紫雲町","212","108","104","2","5","4","4","5","8","7","2","9","5","6","3","4","3","3","9","10","13","12","8","6","3","9","7","6","7","7","4","5","5","4","6","4","4","5","8","124",,"34.341121,134.033606"
"84","37201",,"香川県","高松市","9/1/2019","新北町","1479","734","745","15","20","27","23","30","29","33","35","49","38","51","47","33","37","61","41","48","54","55","51","64","44","45","42","42","41","50","58","58","57","31","49","25","38","17","41","827",,"34.352815,134.025363"
"85","37201",,"香川県","高松市","9/1/2019","宮脇町１丁目","1832","849","983","25","21","39","24","39","34","57","37","61","67","31","35","33","54","40","46","56","65","58","71","65","72","75","59","44","50","52","74","60","70","48","53","23","54","43","97","945",,"34.33958444,134.03529167"
"86","37201",,"香川県","高松市","9/1/2019","宮脇町２丁目","2099","981","1118","27","12","39","36","40","42","58","49","70","45","50","40","39","25","51","57","64","64","59","68","64","73","63","69","69","60","60","79","85","108","52","74","36","67","55","150","1201",,"34.333101,134.035803"
"87","37201",,"香川県","高松市","9/1/2019","西宝町１丁目","1230","567","663","7","22","24","17","27","31","26","38","35","32","29","29","28","28","36","32","39","51","59","47","35","40","41","40","37","51","48","45","31","43","28","42","20","31","17","44","672",,"34.343417,134.028386"
"88","37201",,"香川県","高松市","9/1/2019","西宝町２丁目","1024","515","509","17","12","22","19","28","23","24","26","38","26","22","17","32","19","31","26","37","28","47","35","43","40","47","41","34","30","22","32","34","33","17","31","8","22","12","49","547",,"34.338427,134.026970"
"89","37201",,"香川県","高松市","9/1/2019","西宝町３丁目","379","178","201","3","5","7","9","11","5","6","14","11","12","8","6","11","7","9","7","10","15","12","14","12","18","10","11","16","17","17","15","12","10","7","13","7","11","9","12","186",,"34.344151,134.023055"
"90","37201",,"香川県","高松市","9/1/2019","茜町","1681","823","858","30","26","41","36","38","30","52","40","59","51","39","39","55","50","47","45","51","73","51","63","57","81","71","62","54","59","58","61","51","57","36","35","19","23","14","27","813",,"34.349525,134.025150"
"91","37201",,"香川県","高松市","9/1/2019","西町","1070","522","548","11","14","27","24","26","28","19","33","36","46","33","21","33","23","31","27","46","53","49","49","39","38","29","30","35","33","30","35","35","31","18","30","8","18","17","15","544",,"34.346330,134.024326"
"92","37201",,"香川県","高松市","9/1/2019","瀬戸内町","985","500","485","6","2","11","10","11","10","18","21","24","16","23","21","20","16","22","13","35","29","25","25","34","20","38","26","51","38","55","59","47","57","37","46","21","28","22","48","581",,"34.34758361,134.03246917"
"93","37201",,"香川県","高松市","9/1/2019","扇町１丁目","1382","668","714","14","11","20","19","27","18","20","33","31","46","29","12","29","25","36","29","37","43","45","36","39","43","38","30","55","53","70","61","74","71","44","59","35","50","25","75","769",,"34.346558,134.036476"
"94","37201",,"香川県","高松市","9/1/2019","扇町２丁目","484","234","250","0","3","6","6","16","12","7","15","24","17","15","12","16","8","6","8","16","12","16","16","14","17","20","13","15","18","19","22","18","18","9","14","7","16","10","23","284",,"34.34451944,134.03656833"
"95","37201",,"香川県","高松市","9/1/2019","扇町３丁目","497","241","256","0","1","2","4","2","7","11","4","15","9","18","22","16","12","9","4","14","10","17","17","16","15","16","16","19","13","23","21","21","34","14","22","13","14","15","31","325",,"34.345819,134.031498"
"96","37201",,"香川県","高松市","9/1/2019","昭和町１丁目","1136","553","583","28","26","40","39","26","33","27","39","34","33","41","24","23","28","42","46","45","35","32","50","59","55","53","40","37","34","23","20","15","17","9","19","8","17","11","28","520",,"34.343234,134.033872"
"97","37201",,"香川県","高松市","9/1/2019","昭和町２丁目","621","294","327","25","28","20","21","12","11","6","7","15","10","16","13","26","30","36","38","26","33","20","17","18","16","13","11","11","16","15","19","15","16","7","11","4","9","9","21","288",,"34.343324,134.031092"
"98","37201",,"香川県","高松市","9/1/2019","サンポート","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-",,"34.353730,134.046918"
"99","37201",,"香川県","高松市","9/1/2019","幸町","8","0","8","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8",,"34.341525,134.036836"
"100","37201",,"香川県","高松市","9/1/2019","錦町１丁目","1702","820","882","31","33","52","46","47","54","38","32","34","33","41","29","35","40","57","55","68","92","90","99","79","71","64","64","41","49","46","53","38","37","25","33","21","25","13","37","826",,"34.347405,134.044821"
"101","37201",,"香川県","高松市","9/1/2019","錦町２丁目","1210","584","626","14","17","31","23","24","21","31","27","28","29","36","32","32","22","26","27","34","50","57","59","48","42","41","44","32","34","44","50","36","46","29","36","22","27","19","40","620",,"34.347162,134.041733"
"102","37201",,"香川県","高松市","9/1/2019","浜ノ町","4417","2092","2325","82","79","93","74","80","73","94","68","72","78","77","87","97","100","121","119","126","134","170","176","146","204","151","174","174","148","169","183","166","204","117","142","88","139","69","143","2244",,"34.351222,134.040597"
"103","37201",,"香川県","高松市","9/1/2019","玉藻町","20","8","12","0","0","0","1","0","0","0","1","1","1","0","1","1","0","2","0","0","1","0","0","1","2","0","0","2","1","0","0","0","2","0","1","0","0","1","1","14",,"34.350113,134.052514"
"104","37201",,"香川県","高松市","9/1/2019","丸の内","580","265","315","12","8","6","5","3","7","12","6","13","9","21","11","14","15","13","11","21","15","18","26","24","29","17","24","22","26","17","23","19","21","10","18","10","28","13","33","337",,"34.347668,134.051565"
"105","37201",,"香川県","高松市","9/1/2019","内町","113","53","60","0","1","1","1","0","1","0","1","0","1","1","0","0","1","4","3","4","3","4","4","2","2","4","4","4","4","10","6","9","12","5","5","3","3","2","8","74",,"34.346491,134.051892"
"106","37201",,"香川県","高松市","9/1/2019","寿町１丁目","85","38","47","4","1","0","4","1","0","1","5","1","0","0","1","3","4","4","7","6","7","4","5","4","4","3","0","2","2","3","3","1","1","1","1","0","1","0","1","42",,"34.349920,134.048873"
"107","37201",,"香川県","高松市","9/1/2019","寿町２丁目","7","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","6",,"34.347616,134.048446"
"108","37201",,"香川県","高松市","9/1/2019","西の丸町","144","79","65","1","0","0","1","2","3","2","3","3","0","6","4","1","6","4","3","6","3","10","5","6","3","4","5","5","3","7","3","5","3","5","11","4","3","8","6","98",,"34.349388,134.047371"
"109","37201",,"香川県","高松市","9/1/2019","西内町","264","116","148","2","1","5","2","1","4","1","2","9","3","13","12","7","6","0","10","7","6","7","5","7","7","9","10","10","10","4","13","12","16","9","13","7","8","6","20","155",,"34.347715,134.047040"
"110","37201",,"香川県","高松市","9/1/2019","兵庫町","244","109","135","1","3","4","2","2","4","5","3","3","1","1","6","5","10","6","7","6","5","10","12","8","9","8","6","6","13","11","6","10","17","8","10","6","6","9","15","142",,"34.346390,134.048060"
