#property,latitude,longitude,name,address,telephoneNumber,referenceObject,note
1,34.34864,134.04178,高松市立錦町自転車保管所,高松市錦町二丁目4-4,087-822-4538,http://www.city.takamatsu.kagawa.jp/kurashi/kurashi/koutsu/bicycle/hokan.html,
