"#property","lunchDay","menuName","foodName","quantity"
"1","12/1/2022","麦ごはん","精白米（委託）","70"
"2","12/1/2022","麦ごはん","米粒麦　委託","7"
"3","12/1/2022","牛乳","牛乳","206"
"4","12/1/2022","さんまの蒲焼き風","(冷)さんま開き　澱粉付き","40"
"5","12/1/2022","さんまの蒲焼き風","なたね油","4"
"6","12/1/2022","さんまの蒲焼き風","生姜","1.2"
"7","12/1/2022","さんまの蒲焼き風","濃口しょうゆ","2.7"
"8","12/1/2022","さんまの蒲焼き風","上白糖","2.7"
"9","12/1/2022","さんまの蒲焼き風","清酒","1.8"
"10","12/1/2022","さんまの蒲焼き風","みりん","1.7"
"11","12/1/2022","さんまの蒲焼き風","でんぷん","0.2"
"12","12/1/2022","さんまの蒲焼き風","湯","4"
"13","12/1/2022","おかかあえ","もやし","30"
"14","12/1/2022","おかかあえ","小松菜","25"
"15","12/1/2022","おかかあえ","人参","7"
"16","12/1/2022","おかかあえ","花かつお","0.8"
"17","12/1/2022","おかかあえ","濃口しょうゆ","2"
"18","12/1/2022","豆腐のみそ汁","豆腐","30"
"19","12/1/2022","豆腐のみそ汁","油揚げ","5"
"20","12/1/2022","豆腐のみそ汁","玉葱","20"
"21","12/1/2022","豆腐のみそ汁","中ねぎ","5"
"22","12/1/2022","豆腐のみそ汁","中みそ","6"
"23","12/1/2022","豆腐のみそ汁","白みそ","5"
"24","12/1/2022","豆腐のみそ汁","煮干し　だし用","4"
"25","12/1/2022","豆腐のみそ汁","水","120"
"26","12/2/2022","コッペパン","コッペパン","60"
"27","12/2/2022","牛乳","牛乳","206"
"28","12/2/2022","白菜のクリーム煮","鶏肉　胸・皮なし（2×2㎝）","12"
"29","12/2/2022","白菜のクリーム煮","鶏肉　もも・皮なし（2×2㎝）","8"
"30","12/2/2022","白菜のクリーム煮","白ぶどう酒","1"
"31","12/2/2022","白菜のクリーム煮","ベーコン（短冊）","5"
"32","12/2/2022","白菜のクリーム煮","白菜","40"
"33","12/2/2022","白菜のクリーム煮","玉葱","40"
"34","12/2/2022","白菜のクリーム煮","じゃがいも","30"
"35","12/2/2022","白菜のクリーム煮","エリンギカット","10"
"36","12/2/2022","白菜のクリーム煮","人参","10"
"37","12/2/2022","白菜のクリーム煮","サラダ油","0.5"
"38","12/2/2022","白菜のクリーム煮","小麦粉","3.5"
"39","12/2/2022","白菜のクリーム煮","サラダ油","2"
"40","12/2/2022","白菜のクリーム煮","バター","1"
"41","12/2/2022","白菜のクリーム煮","（レト）がらスープ","3"
"42","12/2/2022","白菜のクリーム煮","チキンコンソメ","0.5"
"43","12/2/2022","白菜のクリーム煮","食塩","0.4"
"44","12/2/2022","白菜のクリーム煮","こしょう","0.02"
"45","12/2/2022","白菜のクリーム煮","調理用牛乳","25"
"46","12/2/2022","白菜のクリーム煮","生クリーム","2"
"47","12/2/2022","白菜のクリーム煮","ピザ用チーズ","1.5"
"48","12/2/2022","白菜のクリーム煮","湯","45"
"49","12/2/2022","ひじき入り根菜サラダ","（レト）まぐろ油漬","8"
"50","12/2/2022","ひじき入り根菜サラダ","（乾）ひじき","0.5"
"51","12/2/2022","ひじき入り根菜サラダ","洗いごぼう","15"
"52","12/2/2022","ひじき入り根菜サラダ","れんこん（いちょう3㎜）","15"
"53","12/2/2022","ひじき入り根菜サラダ","きゅうり","10"
"54","12/2/2022","ひじき入り根菜サラダ","人参","5"
"55","11/2/2022","ひじき入り根菜サラダ","焙煎ごまドレッシング","9"
"56","11/2/2022","りんご","りんご","40"
"57","12/5/2022","里芋ごはん","精白米（自校）","65"
"58","12/5/2022","里芋ごはん","(冷)鶏肉胸・皮なし(1×1㎝)","6"
"59","12/5/2022","里芋ごはん","(冷)鶏肉もも・皮なし(1×1㎝)","4"
"60","12/5/2022","里芋ごはん","油揚げ","5"
"61","12/5/2022","里芋ごはん","里いも（1.5㎝）","20"
"62","12/5/2022","里芋ごはん","人参","7"
"63","12/5/2022","里芋ごはん","（冷）むき枝豆","3"
"64","12/5/2022","里芋ごはん","濃口しょうゆ","3"
"65","12/5/2022","里芋ごはん","清酒","2"
"66","12/5/2022","里芋ごはん","上白糖","0.7"
"67","12/5/2022","里芋ごはん","食塩","0.55"
"68","12/5/2022","里芋ごはん","出し昆布","0.7"
"69","12/5/2022","牛乳","牛乳","206"
"70","12/5/2022","高野豆腐の卵とじ","豚肉並（2×3㎝スライス）","20"
"71","12/5/2022","高野豆腐の卵とじ","清酒","1"
"72","12/5/2022","高野豆腐の卵とじ","鶏卵","20"
"73","12/5/2022","高野豆腐の卵とじ","高野豆腐（サイコロ）","18"
"74","12/5/2022","高野豆腐の卵とじ","玉葱","30"
"75","12/5/2022","高野豆腐の卵とじ","人参","8"
"76","12/5/2022","高野豆腐の卵とじ","（冷）さやいんげん","7"
"77","12/5/2022","高野豆腐の卵とじ","生しいたけ（スライス）","4"
"78","12/5/2022","高野豆腐の卵とじ","濃口しょうゆ","3.5"
"79","12/5/2022","高野豆腐の卵とじ","三温糖","3"
"80","12/5/2022","高野豆腐の卵とじ","食塩","0.3"
"81","12/5/2022","高野豆腐の卵とじ","削り節　だし用","2"
"82","12/5/2022","高野豆腐の卵とじ","湯","50"
"83","12/5/2022","アーモンドあえ","キャベツ","30"
"84","12/5/2022","アーモンドあえ","小松菜","20"
"85","12/5/2022","アーモンドあえ","もやし","10"
"86","12/5/2022","アーモンドあえ","アーモンド（刻み）","1.5"
"87","12/5/2022","アーモンドあえ","濃口しょうゆ","2.7"
"88","12/5/2022","アーモンドあえ","食酢","2.2"
"89","12/5/2022","アーモンドあえ","上白糖","1"
"90","12/5/2022","アーモンドあえ","サラダ油","1"
"91","12/5/2022","アーモンドあえ","アーモンド（粉）","1"
"92","12/6/2022","しっぽくうどん","（個）ゆでうどん袋入り","280"
"93","12/6/2022","しっぽくうどん","豚肉赤身（2×2㎝スライス）","20"
"94","12/6/2022","しっぽくうどん","清酒","1"
"95","12/6/2022","しっぽくうどん","てんぷら","10"
"96","12/6/2022","しっぽくうどん","油揚げ","5"
"97","12/6/2022","しっぽくうどん","大根","30"
"98","12/6/2022","しっぽくうどん","里いも（1.5㎝）","20"
"99","12/6/2022","しっぽくうどん","人参","10"
"100","12/6/2022","しっぽくうどん","中ねぎ","5"
