"#property","lunchDay","menuName","foodName","quantity"
"1","9/1/2022","カレーピラフ（麦入り）","精白米（自校）","55"
"2","9/1/2022","カレーピラフ（麦入り）","米粒麦　自校","5"
"3","9/1/2022","カレーピラフ（麦入り）","鉄強化米","0.5"
"4","9/1/2022","カレーピラフ（麦入り）","(冷)鶏肉胸・皮なし(1×1㎝)","10"
"5","9/1/2022","カレーピラフ（麦入り）","(冷)鶏肉もも・皮なし(1×1㎝)","5"
"6","9/1/2022","カレーピラフ（麦入り）","白ぶどう酒","1"
"7","9/1/2022","カレーピラフ（麦入り）","ベーコン（短冊）","5"
"8","9/1/2022","カレーピラフ（麦入り）","玉葱","20"
"9","9/1/2022","カレーピラフ（麦入り）","人参","10"
"10","9/1/2022","カレーピラフ（麦入り）","エリンギカット","8"
"11","9/1/2022","カレーピラフ（麦入り）","（冷）むき枝豆","5"
"12","9/1/2022","カレーピラフ（麦入り）","バター","1"
"13","9/1/2022","カレーピラフ（麦入り）","サラダ油","0.5"
"14","9/1/2022","カレーピラフ（麦入り）","ウスターソース","1"
"15","9/1/2022","カレーピラフ（麦入り）","食塩","0.8"
"16","9/1/2022","カレーピラフ（麦入り）","こしょう","0.03"
"17","9/1/2022","カレーピラフ（麦入り）","カレー粉","0.7"
"18","9/1/2022","カレーピラフ（麦入り）","チキンコンソメ","0.5"
"19","9/1/2022","牛乳","牛乳","206"
"20","9/1/2022","ひじきサラダ","キャベツ","25"
"21","9/1/2022","ひじきサラダ","きゅうり","20"
"22","9/1/2022","ひじきサラダ","人参","7"
"23","9/1/2022","ひじきサラダ","（缶）ホールコーン","5"
"24","9/1/2022","ひじきサラダ","（乾）ひじき","1.3"
"25","9/1/2022","ひじきサラダ","（個）焙煎ごまドレッシング","8"
"26","9/1/2022","フルーツ白玉","（レト）パインアップル","20"
"27","9/1/2022","フルーツ白玉","（レト）みかん","20"
"28","9/1/2022","フルーツ白玉","（レト）黄桃","20"
"29","9/1/2022","フルーツ白玉","（冷）白玉","20"
"30","9/1/2022","フルーツ白玉","（冷）カクテルゼリー","15"
"31","9/2/2022","ごはん","精白米（委託・白）","80"
"32","9/2/2022","牛乳","牛乳","206"
"33","9/2/2022","厚揚げとなすのみそ炒め","豚肉並ミンチ","15"
"34","9/2/2022","厚揚げとなすのみそ炒め","清酒","2"
"35","9/2/2022","厚揚げとなすのみそ炒め","（冷）厚揚げ（カット）","40"
"36","9/2/2022","厚揚げとなすのみそ炒め","玉葱","25"
