"#property","lunchDay","menuName","foodName","quantity"
"1","5/1","二色どんぶり（麦ごはん）","精白米（委託）","60"
"2","5/1","二色どんぶり（麦ごはん）","精白米（委託）","70"
"3","5/1","二色どんぶり（麦ごはん）","米粒麦　委託　","6"
"4","5/1","二色どんぶり（麦ごはん）","米粒麦　委託　","7"
"5","5/1","二色どんぶり（麦ごはん）","鶏肉　ひき肉","20"
"6","5/1","二色どんぶり（麦ごはん）","豚肉赤身ミンチ","20"
"7","5/1","二色どんぶり（麦ごはん）","清酒","1.5"
"8","5/1","二色どんぶり（麦ごはん）","玉葱","20"
"9","5/1","二色どんぶり（麦ごはん）","人参","5"
"10","5/1","二色どんぶり（麦ごはん）","生姜","0.6"
"11","5/1","二色どんぶり（麦ごはん）","サラダ油","1"
"12","5/1","二色どんぶり（麦ごはん）","しょうゆ","2.5"
"13","5/1","二色どんぶり（麦ごはん）","三温糖","1.8"
"14","5/1","二色どんぶり（麦ごはん）","食塩","0.2"
"15","5/1","二色どんぶり（麦ごはん）","小松菜","25"
"16","5/1","二色どんぶり（麦ごはん）","キャベツ","20"
"17","5/1","二色どんぶり（麦ごはん）","もやし","20"
"18","5/1","二色どんぶり（麦ごはん）","炒り白ごま","1"
"19","5/1","二色どんぶり（麦ごはん）","しょうゆ","2.3"
"20","5/1","牛乳","牛乳","206"
"21","5/1","あつあげのみそ汁","（冷）厚揚げ（２ｇ／個）１㎏","25"
"22","5/1","あつあげのみそ汁","玉葱","20"
"23","5/1","あつあげのみそ汁","人参","7"
"24","5/1","あつあげのみそ汁","中ねぎ","5"
"25","5/1","あつあげのみそ汁","中みそ","5.5"
"26","5/1","あつあげのみそ汁","甘みそ","5"
"27","5/1","あつあげのみそ汁","煮干し　だし用","4"
"28","5/1","あつあげのみそ汁","水","110"
"29","5/1","小夏みかん","小夏","20"
"30","5/2","チキンライス（麦入り）","精白米（自校）","55"
"31","5/2","チキンライス（麦入り）","米粒麦　自校","5"
"32","5/2","チキンライス（麦入り）","鉄強化米","0.5"
"33","5/2","チキンライス（麦入り）","（冷）鶏肉　胸・皮なし（１×１㎝）","12"
"34","5/2","チキンライス（麦入り）","（冷）鶏肉　もも・皮なし（１×１㎝）","8"
"35","5/2","チキンライス（麦入り）","白ぶどう酒","1"
"36","5/2","チキンライス（麦入り）","玉葱","12"
"37","5/2","チキンライス（麦入り）","人参","8"
"38","5/2","チキンライス（麦入り）","エリンギ（１×２×０．３㎝）","5"
"39","5/2","チキンライス（麦入り）","（冷）むき枝豆　１㎏","5"
"40","5/2","チキンライス（麦入り）","バター","0.6"
"41","5/2","チキンライス（麦入り）","サラダ油","1"
"42","5/2","チキンライス（麦入り）","（袋）トマトケチャップ　１kg","13"
"43","5/2","チキンライス（麦入り）","ウスターソース","0.9"
"44","5/2","チキンライス（麦入り）","チキンコンソメ","0.5"
"45","5/2","チキンライス（麦入り）","食塩","0.45"
"46","5/2","チキンライス（麦入り）","こしょう","0.05"
"47","5/2","牛乳","牛乳","206"
"48","5/2","ビーンズサラダ","（レト）ミックスビーンズ","15"
"49","5/2","ビーンズサラダ","（冷）ブロッコリー　国産　１㎏","20"
"50","5/2","ビーンズサラダ","きゅうり","15"
"51","5/2","ビーンズサラダ","（缶）ホールコーン","5"
"52","5/2","ビーンズサラダ","焙煎ごまドレッシング","9"
"53","5/2","マカロニスープ","ベーコン（短冊）","5"
"54","5/2","マカロニスープ","玉葱","30"
"55","5/2","マカロニスープ","人参","8"
"56","5/2","マカロニスープ","マカロニ（シエル）","7"
"57","5/2","マカロニスープ","セロリ","3"
"58","5/2","マカロニスープ","パセリ","0.5"
"59","5/2","マカロニスープ","ローリエ","0.1"
"60","5/2","マカロニスープ","サラダ油","0.5"
"61","5/2","マカロニスープ","（袋）がらスープ　１ｋｇ","4"
"62","5/2","マカロニスープ","チキンコンソメ","0.3"
"63","5/2","マカロニスープ","食塩","0.5"
"64","5/2","マカロニスープ","こしょう","0.03"
"65","5/2","マカロニスープ","湯","120"
"66","5/2","レモンマフィン","（個）レモンマフィン","25"
"67","5/7","麦ごはん","精白米（委託）","60"
"68","5/7","麦ごはん","精白米（委託）","70"
"69","5/7","麦ごはん","米粒麦　委託　","6"
"70","5/7","麦ごはん","米粒麦　委託　","7"
"71","5/7","牛乳","牛乳","206"
"72","5/7","さばのみそ煮","（冷）さばのみそ煮","小　50"
"73","5/7","さばのみそ煮","（冷）さばのみそ煮","中　70"
"74","5/7","梅肉あえ","キャベツ","25"
"75","5/7","梅肉あえ","きゅうり","25"
"76","5/7","梅肉あえ","人参","5"
"77","5/7","梅肉あえ","炒り白ごま","1"
"78","5/7","梅肉あえ","ねり梅","2.3"
"79","5/7","梅肉あえ","しょうゆ","1"
"80","5/7","梅肉あえ","上白糖","1"
"81","5/7","ふしめん汁","型抜きかまぼこ（マーガレット）","6"
"82","5/7","ふしめん汁","ふしめん　","6"
"83","5/7","ふしめん汁","玉葱","25"
"84","5/7","ふしめん汁","生しいたけ（スライス）県産・１kg","5"
"85","5/7","ふしめん汁","中ねぎ","5"
"86","5/7","ふしめん汁","しょうゆ","0.6"
"87","5/7","ふしめん汁","食塩","0.3"
"88","5/7","ふしめん汁","削り節　だし用","4"
"89","5/7","ふしめん汁","出し昆布","1"
"90","5/7","ふしめん汁","水","130"
"91","5/8","きなこっ茶あげパン","コッペパン","50"
"92","5/8","きなこっ茶あげパン","コッペパン","50"
"93","5/8","きなこっ茶あげパン","なたね油","4"
"94","5/8","きなこっ茶あげパン","三温糖","5.5"
"95","5/8","きなこっ茶あげパン","青大豆きな粉","4"
"96","5/8","きなこっ茶あげパン","煎茶（粉末）50g","0.4"
"97","5/8","きなこっ茶あげパン","食塩","0.01"
"98","5/8","牛乳","牛乳","206"
"99","5/8","肉だんごのスープ","（冷）肉だんご","30"
"100","5/8","肉だんごのスープ","玉葱","35"
"101","5/8","肉だんごのスープ","チンゲンサイ","12"
"102","5/8","肉だんごのスープ","たけのこ水煮（ホール）","10"
"103","5/8","肉だんごのスープ","人参","10"
"104","5/8","肉だんごのスープ","生しいたけ（スライス）県産・１kg","4"
"105","5/8","肉だんごのスープ","春雨（太め５㎝）","3"
"106","5/8","肉だんごのスープ","生姜","0.5"
"107","5/8","肉だんごのスープ","サラダ油","0.5"
"108","5/8","肉だんごのスープ","（袋）がらスープ　１ｋｇ","4"
"109","5/8","肉だんごのスープ","しょうゆ","2"
"110","5/8","肉だんごのスープ","清酒","1"
"111","5/8","肉だんごのスープ","チキンコンソメ","0.5"
"112","5/8","肉だんごのスープ","食塩","0.2"
"113","5/8","肉だんごのスープ","こしょう","0.03"
"114","5/8","肉だんごのスープ","湯","120"
"115","5/8","ひじきとチーズのサラダ","（レト）まぐろ油漬","10"
"116","5/8","ひじきとチーズのサラダ","ダイスチーズ（４㎜角）生食用","5"
"117","5/8","ひじきとチーズのサラダ","キャベツ","20"
"118","5/8","ひじきとチーズのサラダ","（冷）ブロッコリー　国産　１㎏","15"
"119","5/8","ひじきとチーズのサラダ","（乾）ひじき","1.2"
"120","5/8","ひじきとチーズのサラダ","食酢","2.8"
"121","5/8","ひじきとチーズのサラダ","しょうゆ","1.5"
"122","5/8","ひじきとチーズのサラダ","サラダ油","1"
"123","5/8","ひじきとチーズのサラダ","上白糖","0.8"
"124","5/8","ひじきとチーズのサラダ","こしょう","0.02"
"125","5/9","えんどうごはん","精白米（自校）","68"
"126","5/9","えんどうごはん","精白米（自校）","75"
"127","5/9","えんどうごはん","むきえんどう　冷凍","10"
"128","5/9","えんどうごはん","清酒","1.5"
"129","5/9","えんどうごはん","食塩","0.8"
"130","5/9","えんどうごはん","出し昆布","1"
"131","5/9","牛乳","牛乳","206"
"132","5/9","ぶた肉とごぼうの煮もの","豚肉並（３×３㎝スライス）","30"
"133","5/9","ぶた肉とごぼうの煮もの","てんぷら","10"
"134","5/9","ぶた肉とごぼうの煮もの","板こんにゃく","35"
"135","5/9","ぶた肉とごぼうの煮もの","洗いごぼう","25"
"136","5/9","ぶた肉とごぼうの煮もの","人参","15"
"137","5/9","ぶた肉とごぼうの煮もの","（冷）さやいんげん　５００ｇ","7"
"138","5/9","ぶた肉とごぼうの煮もの","サラダ油","1"
"139","5/9","ぶた肉とごぼうの煮もの","しょうゆ","4"
"140","5/9","ぶた肉とごぼうの煮もの","中双糖","1.5"
"141","5/9","ぶた肉とごぼうの煮もの","みりん","2"
"142","5/9","ぶた肉とごぼうの煮もの","清酒","1.5"
"143","5/9","ぶた肉とごぼうの煮もの","でんぷん","0.5"
"144","5/9","ぶた肉とごぼうの煮もの","湯","8"
"145","5/9","ちりめんあえ","上乾ちりめん","5"
"146","5/9","ちりめんあえ","大根","30"
"147","5/9","ちりめんあえ","きゅうり","15"
"148","5/9","ちりめんあえ","人参","5"
"149","5/9","ちりめんあえ","上白糖","2"
"150","5/9","ちりめんあえ","すだち酢","1.5"
"151","5/9","ちりめんあえ","食酢","1.5"
"152","5/9","ちりめんあえ","しょうゆ","0.3"
"153","5/9","ちりめんあえ","食塩","0.1"
"154","5/10","麦ごはん","精白米（委託）","60"
"155","5/10","麦ごはん","精白米（委託）","70"
"156","5/10","麦ごはん","米粒麦　委託　","6"
"157","5/10","麦ごはん","米粒麦　委託　","7"
"158","5/10","牛乳","牛乳","206"
"159","5/10","とうふのオイスターソース煮","豚肉並（３×３㎝スライス）","25"
"160","5/10","とうふのオイスターソース煮","清酒","1"
"161","5/10","とうふのオイスターソース煮","豆腐","85"
"162","5/10","とうふのオイスターソース煮","玉葱","30"
"163","5/10","とうふのオイスターソース煮","チンゲンサイ","10"
"164","5/10","とうふのオイスターソース煮","人参","7"
"165","5/10","とうふのオイスターソース煮","生姜","1.5"
"166","5/10","とうふのオイスターソース煮","生しいたけ（スライス）県産・１kg","3"
"167","5/10","とうふのオイスターソース煮","サラダ油","0.5"
"168","5/10","とうふのオイスターソース煮","ごま油","0.5"
"169","5/10","とうふのオイスターソース煮","しょうゆ","3"
"170","5/10","とうふのオイスターソース煮","中双糖","1.5"
"171","5/10","とうふのオイスターソース煮","オイスターソース","1"
"172","5/10","とうふのオイスターソース煮","チキンコンソメ","0.5"
"173","5/10","とうふのオイスターソース煮","でんぷん","0.7"
"174","5/10","とうふのオイスターソース煮","湯","20"
"175","5/10","中華あえ","もやし","35"
"176","5/10","中華あえ","きゅうり","20"
"177","5/10","中華あえ","人参","5"
"178","5/10","中華あえ","きくらげ（せん切り）","0.2"
"179","5/10","中華あえ","（袋）棒々鶏ドレッシング","10"
"180","5/10","かえりアーモンド","かえり","5"
"181","5/10","かえりアーモンド","アーモンド（四つ割）","4"
"182","5/10","かえりアーモンド","上白糖","1"
"183","5/10","かえりアーモンド","しょうゆ","0.3"
"184","5/10","かえりアーモンド","みりん","1"
"185","5/10","かえりアーモンド","水","1"
"186","5/13","山菜ごはん","精白米（自校）","60"
"187","5/13","山菜ごはん","鉄強化米","0.5"
"188","5/13","山菜ごはん","（冷）鶏肉　胸・皮なし（１×２㎝）","12"
"189","5/13","山菜ごはん","（冷）鶏肉　もも・皮なし（１×２㎝）","8"
"190","5/13","山菜ごはん","清酒","1"
"191","5/13","山菜ごはん","油揚げ","5"
"192","5/13","山菜ごはん","（レト）山菜ミックス","15"
"193","5/13","山菜ごはん","人参","5"
"194","5/13","山菜ごはん","サラダ油","1"
"195","5/13","山菜ごはん","しょうゆ","3"
"196","5/13","山菜ごはん","上白糖","1"
"197","5/13","山菜ごはん","食塩","0.5"
"198","5/13","牛乳","牛乳","206"
"199","5/13","ごまあえ","キャベツ","30"
"200","5/13","ごまあえ","小松菜","25"
"201","5/13","ごまあえ","人参","5"
"202","5/13","ごまあえ","炒り白ごま","1"
"203","5/13","ごまあえ","（個）和風ドレッシング","8"
"204","5/13","とん汁","豚肉赤身（２×３㎝スライス）","10"
"205","5/13","とん汁","清酒","1"
"206","5/13","とん汁","さつまいも（３㎝角）","40"
"207","5/13","とん汁","洗いごぼう","7"
"208","5/13","とん汁","つきこんにゃく","7"
"209","5/13","とん汁","人参","5"
"210","5/13","とん汁","もやし","5"
"211","5/13","とん汁","中ねぎ","5"
"212","5/13","とん汁","麦みそ","9"
"213","5/13","とん汁","煮干し　だし用","4"
"214","5/13","とん汁","木","110"
"215","5/13","パイナップル","（個）冷凍生パイン","40"
"216","5/14","ハヤシライス（麦ごはん）","精白米（委託）","60"
"217","5/14","ハヤシライス（麦ごはん）","精白米（委託）","70"
"218","5/14","ハヤシライス（麦ごはん）","米粒麦　委託　","6"
"219","5/14","ハヤシライス（麦ごはん）","米粒麦　委託　","7"
"220","5/14","ハヤシライス（麦ごはん）","牛肉（３×３㎝スライス）","25"
"221","5/14","ハヤシライス（麦ごはん）","玉葱","45"
"222","5/14","ハヤシライス（麦ごはん）","じゃがいも","45"
"223","5/14","ハヤシライス（麦ごはん）","人参","10"
"224","5/14","ハヤシライス（麦ごはん）","エリンギ（１×３×０．３㎝）","6"
"225","5/14","ハヤシライス（麦ごはん）","（冷）グリンピース","6"
"226","5/14","ハヤシライス（麦ごはん）","にんにく　","0.3"
"227","5/14","ハヤシライス（麦ごはん）","サラダ油","1"
"228","5/14","ハヤシライス（麦ごはん）","サラダ油","2"
"229","5/14","ハヤシライス（麦ごはん）","（袋）トマトピューレ　１㎏","15"
"230","5/14","ハヤシライス（麦ごはん）","（袋）トマト水煮　１ｋｇ","10"
"231","5/14","ハヤシライス（麦ごはん）","（袋）がらスープ　１ｋｇ","3"
"232","5/14","ハヤシライス（麦ごはん）","赤ぶどう酒","2"
"233","5/14","ハヤシライス（麦ごはん）","食塩","0.8"
"234","5/14","ハヤシライス（麦ごはん）","こしょう","0.07"
"235","5/14","ハヤシライス（麦ごはん）","チキンコンソメ","0.5"
"236","5/14","ハヤシライス（麦ごはん）","上白糖","0.5"
"237","5/14","ハヤシライス（麦ごはん）","からし粉","0.15"
"238","5/14","ハヤシライス（麦ごはん）","ローリエ","0.1"
"239","5/14","ハヤシライス（麦ごはん）","ピザ用チーズ","3"
"240","5/14","ハヤシライス（麦ごはん）","湯","80"
"241","5/14","牛乳","牛乳","206"
"242","5/14","アスパラガスのサラダ","アスパラガス","25"
"243","5/14","アスパラガスのサラダ","きゅうり","25"
"244","5/14","アスパラガスのサラダ","（缶）ホールコーン","5"
"245","5/14","アスパラガスのサラダ","（個）香味玉ねぎドレッシング","10"
"246","5/14","ヨーグルト（中のみ）","（個）ヨーグルト","70"
"247","5/15","みそラーメン","（袋）中華めん","幼-小3　150"
"248","5/15","みそラーメン","（袋）中華めん","小4-6　200"
"249","5/15","みそラーメン","（袋）中華めん","中　250"
"250","5/15","みそラーメン","豚肉並（３×３㎝スライス）","25"
"251","5/15","みそラーメン","清酒","1"
"252","5/15","みそラーメン","しょうゆ","0.8"
"253","5/15","みそラーメン","キャベツ","30"
"254","5/15","みそラーメン","もやし","15"
"255","5/15","みそラーメン","人参","10"
"256","5/15","みそラーメン","たけのこ水煮（ホール）","10"
"257","5/15","みそラーメン","中ねぎ","5"
"258","5/15","みそラーメン","にんにく　","0.7"
"259","5/15","みそラーメン","ごま油","1"
"260","5/15","みそラーメン","（袋）がらスープ　１ｋｇ","4"
"261","5/15","みそラーメン","赤みそ","6.5"
"262","5/15","みそラーメン","清酒","1.5"
"263","5/15","みそラーメン","上白糖","1.5"
"264","5/15","みそラーメン","チキンコンソメ","0.5"
"265","5/15","みそラーメン","食塩","0.3"
"266","5/15","みそラーメン","こしょう","0.03"
"267","5/15","みそラーメン","豆板醤","0.1"
