"#property","lunchDay","menuName","foodName","quantity"
"1","12/1/2023","コッペパン（袋入り）","（個）常温コッペパン","70"
"2","12/1/2023","牛乳","牛乳","206"
"3","12/1/2023","はくさいのクリーム煮","豚肉並（２×２㎝スライス）","20"
"4","12/1/2023","はくさいのクリーム煮","白ぶどう酒","1"
"5","12/1/2023","はくさいのクリーム煮","ベーコン（短冊）","5"
"6","12/1/2023","はくさいのクリーム煮","白菜","40"
"7","12/1/2023","はくさいのクリーム煮","玉葱","40"
"8","12/1/2023","はくさいのクリーム煮","じゃがいも","30"
"9","12/1/2023","はくさいのクリーム煮","エリンギ（１×３×０．３㎝）県産","10"
"10","12/1/2023","はくさいのクリーム煮","人参","10"
"11","12/1/2023","はくさいのクリーム煮","サラダ油","0.5"
"12","12/1/2023","はくさいのクリーム煮","小麦粉","3.5"
"13","12/1/2023","はくさいのクリーム煮","サラダ油","3"
"14","12/1/2023","はくさいのクリーム煮","（袋）がらスープ","3"
"15","12/1/2023","はくさいのクリーム煮","チキンコンソメ","0.5"
"16","12/1/2023","はくさいのクリーム煮","食塩","0.4"
"17","12/1/2023","はくさいのクリーム煮","こしょう","0.02"
"18","12/1/2023","はくさいのクリーム煮","調理用牛乳","25"
"19","12/1/2023","はくさいのクリーム煮","生クリーム","2"
"20","12/1/2023","はくさいのクリーム煮","ピザ用チーズ","1.5"
"21","12/1/2023","はくさいのクリーム煮","湯","50"
"22","12/1/2023","ブロッコリーのサラダ","（生）ブロッコリー（カット）県産","25"
"23","12/1/2023","ブロッコリーのサラダ","キャベツ","30"
"24","12/1/2023","ブロッコリーのサラダ","（缶）ホールコーン","5"
"25","12/1/2023","ブロッコリーのサラダ","食酢","3"
"26","12/1/2023","ブロッコリーのサラダ","上白糖","1"
"27","12/1/2023","ブロッコリーのサラダ","オリーブ油","1"
"28","12/1/2023","ブロッコリーのサラダ","サラダ油","0.5"
"29","12/1/2023","ブロッコリーのサラダ","食塩","0.4"
"30","12/1/2023","ブロッコリーのサラダ","こしょう","0.03"
"31","12/4/2023","とりごぼうピラフ（麦入り）","精白米（自校）","59"
"32","12/4/2023","とりごぼうピラフ（麦入り）","米粒麦　自校","6"
"33","12/4/2023","とりごぼうピラフ（麦入り）","鉄強化米","0.5"
"34","12/4/2023","とりごぼうピラフ（麦入り）","（冷）鶏肉　胸・皮なし（１×１㎝）","9"
"35","12/4/2023","とりごぼうピラフ（麦入り）","（冷）鶏肉　もも・皮なし（１×１㎝）","6"
"36","12/4/2023","とりごぼうピラフ（麦入り）","洗いごぼう","15"
"37","12/4/2023","とりごぼうピラフ（麦入り）","人参","5"
"38","12/4/2023","とりごぼうピラフ（麦入り）","（冷）むき枝豆　１㎏","5"
"39","12/4/2023","とりごぼうピラフ（麦入り）","（缶）ホールコーン","5"
"40","12/4/2023","とりごぼうピラフ（麦入り）","干ししいたけ（スライス）","0.5"
"41","12/4/2023","とりごぼうピラフ（麦入り）","ごま油","1"
"42","12/4/2023","とりごぼうピラフ（麦入り）","清酒","1"
"43","12/4/2023","とりごぼうピラフ（麦入り）","しょうゆ","1.7"
"44","12/4/2023","とりごぼうピラフ（麦入り）","チキンコンソメ","1.2"
"45","12/4/2023","とりごぼうピラフ（麦入り）","食塩","0.3"
"46","12/4/2023","とりごぼうピラフ（麦入り）","こしょう","0.03"
"47","12/4/2023","牛乳","牛乳","206"
"48","12/4/2023","ビーフンサラダ","ロースハム（短冊）卵抜き","7"
"49","12/4/2023","ビーフンサラダ","もやし","25"
"50","12/4/2023","ビーフンサラダ","チンゲンサイ","15"
"51","12/4/2023","ビーフンサラダ","人参","8"
"52","12/4/2023","ビーフンサラダ","ビーフン","5"
"53","12/4/2023","ビーフンサラダ","しょうゆ","2.5"
"54","12/4/2023","ビーフンサラダ","食酢","2.5"
"55","12/4/2023","ビーフンサラダ","上白糖","1.3"
"56","12/4/2023","ビーフンサラダ","ごま油","1"
"57","12/4/2023","ビーフンサラダ","からし粉","0.06"
"58","12/4/2023","うずらたまごのスープ","（レト）うずら卵１㎏","25"
"59","12/4/2023","うずらたまごのスープ","玉葱","30"
"60","12/4/2023","うずらたまごのスープ","人参","5"
"61","12/4/2023","うずらたまごのスープ","えのきたけ","5"
"62","12/4/2023","うずらたまごのスープ","中ねぎ","5"
"63","12/4/2023","うずらたまごのスープ","（袋）がらスープ","4"
"64","12/4/2023","うずらたまごのスープ","しょうゆ","0.5"
"65","12/4/2023","うずらたまごのスープ","チキンコンソメ","0.3"
"66","12/4/2023","うずらたまごのスープ","食塩","0.4"
"67","12/4/2023","うずらたまごのスープ","こしょう","0.03"
"68","12/4/2023","うずらたまごのスープ","湯","125"
"69","12/4/2023","ミックスナッツ（中のみ）","（個）ミックスナッツ","15"
"70","12/5/2023","麦ごはん","精白米（委託）","70"
"71","12/5/2023","麦ごはん","米粒麦　委託　","7"
"72","12/5/2023","牛乳","牛乳","206"
"73","12/5/2023","さんまのかば焼き風","（冷）さんま開き　でんぷん付き","40"
"74","12/5/2023","さんまのかば焼き風","なたね油","4"
"75","12/5/2023","さんまのかば焼き風","生姜","1.2"
"76","12/5/2023","さんまのかば焼き風","しょうゆ","2.5"
"77","12/5/2023","さんまのかば焼き風","上白糖","2.5"
"78","12/5/2023","さんまのかば焼き風","みりん","1.8"
"79","12/5/2023","さんまのかば焼き風","清酒","1.8"
"80","12/5/2023","さんまのかば焼き風","でんぷん","0.2"
"81","12/5/2023","さんまのかば焼き風","湯","9"
"82","12/5/2023","ロメインレタスのあえもの","ロメインレタス","30"
"83","12/5/2023","ロメインレタスのあえもの","もやし","30"
"84","12/5/2023","ロメインレタスのあえもの","人参","10"
"85","12/5/2023","ロメインレタスのあえもの","しょうゆ","2.5"
"86","12/5/2023","ロメインレタスのあえもの","食酢","2.2"
"87","12/5/2023","ロメインレタスのあえもの","ごま油","1"
"88","12/5/2023","ロメインレタスのあえもの","上白糖","1.2"
"89","12/5/2023","ロメインレタスのあえもの","炒り白ごま","1"
"90","12/5/2023","すいとん汁","（冷）すいとん","15"
"91","12/5/2023","すいとん汁","玉葱","30"
"92","12/5/2023","すいとん汁","人参","10"
"93","12/5/2023","すいとん汁","油揚げ","8"
"94","12/5/2023","すいとん汁","中ねぎ","5"
"95","12/5/2023","すいとん汁","中みそ","5"
"96","12/5/2023","すいとん汁","甘みそ","5"
"97","12/5/2023","すいとん汁","煮干し　だし用","4"
"98","12/5/2023","すいとん汁","湯","110"
"99","12/6/2023","ごはん","精白米（自校）","80"
"100","12/6/2023","ごはん","鉄強化米","0.5"
"101","12/6/2023","牛乳","牛乳","206"
"102","12/6/2023","こうやどうふのうま煮","豚肉並（２×２㎝スライス）","25"
"103","12/6/2023","こうやどうふのうま煮","清酒","1"
"104","12/6/2023","こうやどうふのうま煮","高野豆腐（サイコロ）","18"
"105","12/6/2023","こうやどうふのうま煮","玉葱","30"
"106","12/6/2023","こうやどうふのうま煮","人参","8"
"107","12/6/2023","こうやどうふのうま煮","（冷）さやいんげん　５００ｇ","7"
"108","12/6/2023","こうやどうふのうま煮","生しいたけ（スライス）県産・１kg","4"
"109","12/6/2023","こうやどうふのうま煮","しょうゆ","3.5"
"110","12/6/2023","こうやどうふのうま煮","三温糖","3"
"111","12/6/2023","こうやどうふのうま煮","食塩","0.3"
"112","12/6/2023","こうやどうふのうま煮","削り節　だし用","2"
"113","12/6/2023","こうやどうふのうま煮","水","50"
"114","12/6/2023","食べて菜のゆず香あえ","食べて菜","25"
"115","12/6/2023","食べて菜のゆず香あえ","もやし","25"
