"#property","lunchDay","menuName","foodName","quantity"
"1","6/1/2023","麦ごはん","精白米（委託）","70"
"2","6/1/2023","麦ごはん","米粒麦　委託","7"
"3","6/1/2023","牛乳","牛乳","206"
"4","6/1/2023","肉じゃが","豚肉並（３×３㎝スライス）","25"
"5","6/1/2023","肉じゃが","じゃがいも","80"
"6","6/1/2023","肉じゃが","玉葱","50"
"7","6/1/2023","肉じゃが","つきこんにゃく","25"
"8","6/1/2023","肉じゃが","人参","10"
"9","6/1/2023","肉じゃが","（冷）さやいんげん　５００ｇ","5"
"10","6/1/2023","肉じゃが","サラダ油","1"
"11","6/1/2023","肉じゃが","しょうゆ","4"
"12","6/1/2023","肉じゃが","中双糖","3"
"13","6/1/2023","肉じゃが","清酒","3"
"14","6/1/2023","肉じゃが","食塩","0.1"
"15","6/1/2023","肉じゃが","湯","5"
"16","6/1/2023","和風ドレッシングあえ","きゅうり","15"
"17","6/1/2023","和風ドレッシングあえ","人参","5"
"18","6/1/2023","和風ドレッシングあえ","小松菜","10"
"19","6/1/2023","和風ドレッシングあえ","もやし","30"
"20","6/1/2023","和風ドレッシングあえ","（個）和風ドレッシング","8"
"21","6/1/2023","ちりめんのあま酢煮","上乾ちりめん","4"
"22","6/1/2023","ちりめんのあま酢煮","食酢","1"
"23","6/1/2023","ちりめんのあま酢煮","ポン酢","1"
"24","6/1/2023","ちりめんのあま酢煮","三温糖","1.2"
"25","6/1/2023","ちりめんのあま酢煮","炒り白ごま","0.4"
"26","6/2/2023","ガーリックピラフ（麦入り）","精白米（自校）","55"
"27","6/2/2023","ガーリックピラフ（麦入り）","米粒麦　自校","5"
"28","6/2/2023","ガーリックピラフ（麦入り）","鉄強化米","0.3"
"29","6/2/2023","ガーリックピラフ（麦入り）","（冷）鶏肉　胸・皮なし（１×１㎝）","12"
"30","6/2/2023","ガーリックピラフ（麦入り）","（冷）鶏肉　もも・皮なし（１×１㎝）","8"
"31","6/2/2023","ガーリックピラフ（麦入り）","白ぶどう酒","1"
"32","6/2/2023","ガーリックピラフ（麦入り）","玉葱","15"
"33","6/2/2023","ガーリックピラフ（麦入り）","人参","5"
