#property,latitude,longitude,name,address,telephoneNumber,referenceObject,note,availableDate,startTime,endTime,availableDateNote
1,34.34397,134.03447778,高松市中央図書館,高松市昭和町一丁目2-20,087-861-4501,http://library.city.takamatsu.kagawa.jp/index.asp,,火水木金土日,09:30,19:00,土日祝は17：00まで。12/28　9：30～17：00。1/4　正午～17：00。月が休日の場合は翌日休館。毎月末日休館。12/29～1/3休館。資料特別整理期間（9月中の7日間程度）休館。
2,34.34147278,134.14279028,高松市牟礼図書館,高松市牟礼町牟礼130-2,087-845-4113,http://library.city.takamatsu.kagawa.jp/index.asp,,火水木金土日,09:30,19:00,土日祝は17：00まで。12/28　9：30～17：00。1/4　正午～17：00。月が休日の場合は翌日休館。毎月末日休館。12/29～1/3休館。資料特別整理期間（9月中の7日間程度）休館。
3,34.24122444,134.034575,高松市香川図書館,高松市香川町川東上1865-13,087-879-8970,http://library.city.takamatsu.kagawa.jp/index.asp,,月水木金土日,09:30,19:00,土日祝は17：00まで。12/28　9：30～17：00。1/4　正午～17：00。火が休日の場合は翌日休館。毎月末日休館。12/29～1/3休館。資料特別整理期間（9月中の7日間程度）休館。
4,34.29706944,133.95999528,高松市国分寺図書館,高松市国分寺町新居1298,087-874-6309,http://library.city.takamatsu.kagawa.jp/index.asp,,火水木金土日,09:30,19:00,土日祝は17：00まで。12/28　9：30～17：00。1/4　正午～17：00。月が休日の場合は翌日休館。毎月末日休館。12/29～1/3休館。資料特別整理期間（9月中の7日間程度）休館。
5,34.33998,134.05955,高松市夢みらい図書館,高松市松島町一丁目15-1,087-833-7727,http://library.city.takamatsu.kagawa.jp/index.asp,,月水木金土日,09:30,19:00,土日祝は17：00まで。12/28　9：30～17：00。1/4　正午～17：00。火が休日の場合は翌日休館。12/29～1/3休館。資料特別整理期間（9月中の7日間程度）休館。
