#property,latitude,longitude,name,address,telephoneNumber,referenceObject,note,availableDate,startTime,endTime,availableDateNote
1,34.36830806,134.12144972,高松市深間ふれあいセンター,高松市庵治町6391-17,,,,月火水木金土日,09:00,22:00,国民の祝日に関する法律に規定する休日及び年末年始（12月29日から翌年の1月3日まで）は利用不可。
2,34.12608194,134.07372833,高松市西山ふれあいセンター,高松市塩江町上西甲947-3,087-893-0192,,,月火水木金土日,09:00,21:00,国民の祝日に関する法律に規定する休日及び年末年始（12月29日から翌年の1月3日まで）は利用不可。
