#property,lunchDay,menuName,foodName,quantity
102,10/6/2021,厚揚げとチンゲンサイのみそ炒め,チキンコンソメ,0.6
103,10/6/2021,厚揚げとチンゲンサイのみそ炒め,濃口しょうゆ,2.2
104,10/6/2021,厚揚げとチンゲンサイのみそ炒め,赤みそ,3
105,10/6/2021,厚揚げとチンゲンサイのみそ炒め,豆板醤,0.03
106,10/6/2021,厚揚げとチンゲンサイのみそ炒め,でんぷん,1
107,10/6/2021,厚揚げとチンゲンサイのみそ炒め,湯,20
108,10/6/2021,もやしのあえもの,もやし,40
109,10/6/2021,もやしのあえもの,きゅうり,15
110,10/6/2021,もやしのあえもの,人参,10
111,10/6/2021,もやしのあえもの,（袋）ゆずかつおドレッシング,10
112,10/7/2021,麦ごはん,精白米（委託）,70
113,10/7/2021,麦ごはん,米粒麦　委託　,7
114,10/7/2021,牛乳,牛乳,206
115,10/7/2021,さんまのゆずみそ煮,（冷）さんまゆずみそ煮,50
116,10/7/2021,小松菜のあえもの　,小松菜,25
117,10/7/2021,小松菜のあえもの　,キャベツ,25
118,10/7/2021,小松菜のあえもの　,人参,7
119,10/7/2021,小松菜のあえもの　,炒り白ごま,0.5
120,10/7/2021,小松菜のあえもの　,（袋）和風ドレッシング,10
121,10/7/2021,すまし汁,型抜きかまぼこ（小菊）,6
122,10/7/2021,すまし汁,玉葱,20
123,10/7/2021,すまし汁,えのきたけ,13
124,10/7/2021,すまし汁,中ねぎ,5
125,10/7/2021,すまし汁,干しわかめ（カット）,0.5
126,10/7/2021,すまし汁,濃口しょうゆ,1
127,10/7/2021,すまし汁,清酒,1
128,10/7/2021,すまし汁,食塩,0.5
129,10/7/2021,すまし汁,削り節　だし用,4
130,10/7/2021,すまし汁,出し昆布,1
131,10/7/2021,すまし汁,水,130
132,10/7/2021,のり佃煮,（袋）のり佃煮,5
133,10/8/2021,セルフスラッピージョー（全粒粉パン）,全粒粉パン,60
134,10/8/2021,セルフスラッピージョー（全粒粉パン）,豚肉並ミンチ,20
135,10/8/2021,セルフスラッピージョー（全粒粉パン）,牛肉ミンチ,10
136,10/8/2021,セルフスラッピージョー（全粒粉パン）,（冷）豚レバーチップ,3
137,10/8/2021,セルフスラッピージョー（全粒粉パン）,玉葱,25
138,10/8/2021,セルフスラッピージョー（全粒粉パン）,ピーマン,4
139,10/8/2021,セルフスラッピージョー（全粒粉パン）,にんにく　,0.3
140,10/8/2021,セルフスラッピージョー（全粒粉パン）,（袋）トマト水煮,5
141,10/8/2021,セルフスラッピージョー（全粒粉パン）,トマトケチャップ　１kg,8
142,10/8/2021,セルフスラッピージョー（全粒粉パン）,ウスターソース,2
143,10/8/2021,セルフスラッピージョー（全粒粉パン）,赤ぶどう酒,0.5
144,10/8/2021,セルフスラッピージョー（全粒粉パン）,食塩,0.2
145,10/8/2021,セルフスラッピージョー（全粒粉パン）,小麦粉,1
146,10/8/2021,セルフスラッピージョー（全粒粉パン）,サラダ油,0.5
147,10/8/2021,セルフスラッピージョー（全粒粉パン）,牛乳,206
148,10/8/2021,セルフスラッピージョー（全粒粉パン）,キャベツ,30
149,10/8/2021,セルフスラッピージョー（全粒粉パン）,人参,5
150,10/8/2021,セルフスラッピージョー（全粒粉パン）,ゆで塩,0.5
151,10/8/2021,牛乳,牛乳,206
152,10/8/2021,クラムチャウダー,（冷）あさりむき身,10
153,10/8/2021,クラムチャウダー,白ぶどう酒,1
154,10/8/2021,クラムチャウダー,ベーコン（短冊）,5
155,10/8/2021,クラムチャウダー,（レト）大豆ペースト,10
156,10/8/2021,クラムチャウダー,じゃがいも,30
157,10/8/2021,クラムチャウダー,玉葱,30
158,10/8/2021,クラムチャウダー,人参,7
159,10/8/2021,クラムチャウダー,しめじ,5
160,10/8/2021,クラムチャウダー,パセリ,0.5
161,10/8/2021,クラムチャウダー,バター,0.5
162,10/8/2021,クラムチャウダー,（レト）がらスープ,4
163,10/8/2021,クラムチャウダー,食塩,0.55
164,10/8/2021,クラムチャウダー,こしょう,0.05
165,10/8/2021,クラムチャウダー,チキンコンソメ,0.6
166,10/8/2021,クラムチャウダー,コーンスターチ,1
167,10/8/2021,クラムチャウダー,調理用牛乳,30
168,10/8/2021,クラムチャウダー,湯,50
169,10/11/2021,秋の香りごはん,精白米（自校）,65
170,10/11/2021,秋の香りごはん,（冷）鶏肉　胸・皮なし（1×1㎝）,9
171,10/11/2021,秋の香りごはん,（冷）鶏肉　もも・皮なし（1×1㎝）,6
172,10/11/2021,秋の香りごはん,さつまいも（2㎝角）,10
173,10/11/2021,秋の香りごはん,人参,7
174,10/11/2021,秋の香りごはん,しめじ,5
175,10/11/2021,秋の香りごはん,（冷）むき枝豆,5
176,10/11/2021,秋の香りごはん,濃口しょうゆ,3.2
177,10/11/2021,秋の香りごはん,清酒,0.8
178,10/11/2021,秋の香りごはん,上白糖,0.8
179,10/11/2021,秋の香りごはん,食塩,0.4
180,10/11/2021,秋の香りごはん,出し昆布,0.5
181,10/11/2021,牛乳,牛乳,206
182,10/11/2021,れんこんのきんぴら,てんぷら,10
183,10/11/2021,れんこんのきんぴら,洗いごぼう,20
184,10/11/2021,れんこんのきんぴら,れんこん（いちょう切り）,15
185,10/11/2021,れんこんのきんぴら,つきこんにゃく,10
186,10/11/2021,れんこんのきんぴら,人参,7
187,10/11/2021,れんこんのきんぴら,（冷）さやいんげん,6
188,10/11/2021,れんこんのきんぴら,ごま油,1
189,10/11/2021,れんこんのきんぴら,濃口しょうゆ,3
190,10/11/2021,れんこんのきんぴら,三温糖,1.5
191,10/11/2021,れんこんのきんぴら,みりん,1
192,10/11/2021,れんこんのきんぴら,炒り白ごま,1
193,10/11/2021,れんこんのきんぴら,一味,0.01
194,10/11/2021,れんこんのきんぴら,だし汁,5
195,10/11/2021,すいとん汁,（冷）すいとん,25
196,10/11/2021,すいとん汁,玉葱,25
197,10/11/2021,すいとん汁,人参,10
198,10/11/2021,すいとん汁,油揚げ,5
199,10/11/2021,すいとん汁,中ねぎ,5
200,10/11/2021,すいとん汁,中みそ,6
201,10/11/2021,すいとん汁,白みそ,5
202,10/11/2021,すいとん汁,削り節　だし用,4
203,10/11/2021,すいとん汁,出し昆布,1
204,10/11/2021,すいとん汁,水,110
205,10/12/2021,ガパオライス（麦ごはん）,精白米（委託）,70
206,10/12/2021,ガパオライス（麦ごはん）,米粒麦　委託,7
207,10/12/2021,ガパオライス（麦ごはん）,豚肉赤身ミンチ,25
208,10/12/2021,ガパオライス（麦ごはん）,鶏肉　ひき肉,25
209,10/12/2021,ガパオライス（麦ごはん）,玉葱,40
210,10/12/2021,ガパオライス（麦ごはん）,なす,15
211,10/12/2021,ガパオライス（麦ごはん）,赤パプリカ,9
212,10/12/2021,ガパオライス（麦ごはん）,黄パプリカ,9
213,10/12/2021,ガパオライス（麦ごはん）,ピーマン,8
214,10/12/2021,ガパオライス（麦ごはん）,にんにく　,0.5
215,10/12/2021,ガパオライス（麦ごはん）,スイートバジル　乾燥,0.04
216,10/12/2021,ガパオライス（麦ごはん）,サラダ油,1
217,10/12/2021,ガパオライス（麦ごはん）,みりん,3
218,10/12/2021,ガパオライス（麦ごはん）,濃口しょうゆ,2
219,10/12/2021,ガパオライス（麦ごはん）,オイスターソース,1
220,10/12/2021,ガパオライス（麦ごはん）,清酒,1
221,10/12/2021,ガパオライス（麦ごはん）,上白糖,0.7
222,10/12/2021,ガパオライス（麦ごはん）,食塩,0.3
223,10/12/2021,ガパオライス（麦ごはん）,こしょう,0.02
224,10/12/2021,ガパオライス（麦ごはん）,でんぷん,1
225,10/12/2021,ガパオライス（麦ごはん）,ごま油,0.7
226,10/12/2021,牛乳,牛乳,206
227,10/12/2021,ビーフンスープ,豚肉赤身ミンチ,25
228,10/12/2021,ビーフンスープ,鶏肉　ひき肉,25
229,10/12/2021,ビーフンスープ,玉葱,40
230,10/12/2021,ビーフンスープ,なす,15
231,10/12/2021,ビーフンスープ,赤パプリカ,9
232,10/12/2021,ビーフンスープ,黄パプリカ,9
233,10/12/2021,ビーフンスープ,ピーマン,8
234,10/12/2021,ビーフンスープ,にんにく　,0.5
235,10/12/2021,ビーフンスープ,スイートバジル　乾燥,0.04
236,10/12/2021,ビーフンスープ,サラダ油,1
237,10/12/2021,ビーフンスープ,みりん,3
238,10/12/2021,ビーフンスープ,濃口しょうゆ,2
239,10/12/2021,ビーフンスープ,オイスターソース,1
240,10/12/2021,ビーフンスープ,清酒,1
241,10/12/2021,ビーフンスープ,上白糖,0.7
242,10/12/2021,ビーフンスープ,食塩,0.3
243,10/12/2021,ビーフンスープ,こしょう,0.02
244,10/12/2021,ビーフンスープ,でんぷん,1
245,10/12/2021,ビーフンスープ,ごま油,0.7
246,10/12/2021,レモンマフィン（中のみ）,（個）レモンマフィン,25
247,10/13/2021,いりこめし（麦入り）,精白米（自校）,59
248,10/13/2021,いりこめし（麦入り）,米粒麦　自校,6
249,10/13/2021,いりこめし（麦入り）,かえり,3
250,10/13/2021,いりこめし（麦入り）,油揚げ,5
251,10/13/2021,いりこめし（麦入り）,つきこんにゃく,10
252,10/13/2021,いりこめし（麦入り）,洗いごぼう,7
253,10/13/2021,いりこめし（麦入り）,人参,5
254,10/13/2021,いりこめし（麦入り）,（冷）むき枝豆,5
255,10/13/2021,いりこめし（麦入り）,濃口しょうゆ,4
256,10/13/2021,いりこめし（麦入り）,清酒,1.5
257,10/13/2021,いりこめし（麦入り）,みりん,0.5
258,10/13/2021,いりこめし（麦入り）,食塩,0.4
259,10/13/2021,いりこめし（麦入り）,出し昆布,1
260,10/13/2021,牛乳,牛乳,206
261,10/13/2021,高野豆腐のうま煮,豚肉並（2×2㎝スライス）,25
262,10/13/2021,高野豆腐のうま煮,清酒,1
263,10/13/2021,高野豆腐のうま煮,高野豆腐（サイコロ）,15
264,10/13/2021,高野豆腐のうま煮,玉葱,40
265,10/13/2021,高野豆腐のうま煮,人参,10
266,10/13/2021,高野豆腐のうま煮,（冷）さやいんげん,7
267,10/13/2021,高野豆腐のうま煮,生しいたけ（スライス）,5
268,10/13/2021,高野豆腐のうま煮,濃口しょうゆ,3
269,10/13/2021,高野豆腐のうま煮,三温糖,2.5
270,10/13/2021,高野豆腐のうま煮,食塩,0.2
271,10/13/2021,高野豆腐のうま煮,削り節　だし用,2
272,10/13/2021,高野豆腐のうま煮,湯,50
273,10/13/2021,小松菜のごまあえ,小松菜,25
274,10/13/2021,小松菜のごまあえ,キャベツ,25
275,10/13/2021,小松菜のごまあえ,人参,5
276,10/13/2021,小松菜のごまあえ,食酢,3
277,10/13/2021,小松菜のごまあえ,濃口しょうゆ,1.5
278,10/13/2021,小松菜のごまあえ,上白糖,1.5
279,10/13/2021,小松菜のごまあえ,ごま油,1
280,10/13/2021,小松菜のごまあえ,食塩,0.3
281,10/13/2021,小松菜のごまあえ,炒り白ごま,1
282,10/14/2021,麦ごはん,精白米（委託）,70
283,10/14/2021,麦ごはん,米粒麦　委託,7
284,10/14/2021,牛乳,牛乳,206
285,10/14/2021,鮭の竜田あげ,（冷）鮭2㎝角切・骨なし,50
286,10/14/2021,鮭の竜田あげ,生姜,1
287,10/14/2021,鮭の竜田あげ,清酒,2
288,10/14/2021,鮭の竜田あげ,濃口しょうゆ,1
289,10/14/2021,鮭の竜田あげ,食塩,0.1
290,10/14/2021,鮭の竜田あげ,米粉,4
291,10/14/2021,鮭の竜田あげ,でんぷん,3
292,10/14/2021,鮭の竜田あげ,なたね油,5
293,10/14/2021,大根と水菜のあえもの,大根,40
294,10/14/2021,大根と水菜のあえもの,きゅうり,15
295,10/14/2021,大根と水菜のあえもの,水菜,10
296,10/14/2021,大根と水菜のあえもの,（缶）ホールコーン,5
297,10/14/2021,大根と水菜のあえもの,濃口しょうゆ,2.5
298,10/14/2021,大根と水菜のあえもの,食酢,2.5
299,10/14/2021,大根と水菜のあえもの,上白糖,1.8
300,10/14/2021,大根と水菜のあえもの,サラダ油,0.5
301,10/14/2021,大根と水菜のあえもの,ごま油,0.5
302,10/14/2021,大根と水菜のあえもの,花かつお,0.5
303,10/14/2021,わかめのみそ汁,玉葱,30
304,10/14/2021,わかめのみそ汁,人参,10
305,10/14/2021,わかめのみそ汁,油揚げ,8
306,10/14/2021,わかめのみそ汁,中ねぎ,5
307,10/14/2021,わかめのみそ汁,干しわかめ（カット）,0.6
308,10/14/2021,わかめのみそ汁,中みそ,6
309,10/14/2021,わかめのみそ汁,白みそ,5
310,10/14/2021,わかめのみそ汁,煮干し　だし用,4
311,10/14/2021,わかめのみそ汁,水,120
312,10/15/2021,コッペパン,コッペパン,60
313,10/15/2021,牛乳,牛乳,206
314,10/15/2021,秋の香りシチュー,鶏肉　胸・皮なし（2×2㎝）,12
315,10/15/2021,秋の香りシチュー,鶏肉　もも・皮なし（2×2㎝）,8
316,10/15/2021,秋の香りシチュー,白ぶどう酒,1
317,10/15/2021,秋の香りシチュー,玉葱,30
318,10/15/2021,秋の香りシチュー,さつまいも（2㎝角）,25
319,10/15/2021,秋の香りシチュー,じゃがいも,20
320,10/15/2021,秋の香りシチュー,人参,10
321,10/15/2021,秋の香りシチュー,しめじ,10
322,10/15/2021,秋の香りシチュー,エリンギカット,10
323,10/15/2021,秋の香りシチュー,パセリ,0.5
324,10/15/2021,秋の香りシチュー,サラダ油,2
325,10/15/2021,秋の香りシチュー,小麦粉,3.5
326,10/15/2021,秋の香りシチュー,バター,1
327,10/15/2021,秋の香りシチュー,サラダ油,1.5
328,10/15/2021,秋の香りシチュー,（レト）がらスープ,4
329,10/15/2021,秋の香りシチュー,チキンコンソメ,0.4
330,10/15/2021,秋の香りシチュー,食塩,0.5
331,10/15/2021,秋の香りシチュー,こしょう,0.04
332,10/15/2021,秋の香りシチュー,ローリエ,0.1
333,10/15/2021,秋の香りシチュー,調理用牛乳,30
334,10/15/2021,秋の香りシチュー,湯,75
335,10/15/2021,チョップドサラダ,（レト）まぐろ油漬,5
336,10/15/2021,チョップドサラダ,きゅうり,18
337,10/15/2021,チョップドサラダ,人参,10
338,10/15/2021,チョップドサラダ,（缶）ホールコーン,7
339,10/15/2021,チョップドサラダ,（冷）むき枝豆,5
340,10/15/2021,チョップドサラダ,セロリー,2
341,10/15/2021,チョップドサラダ,食酢,1.5
342,10/15/2021,チョップドサラダ,上白糖,1.2
343,10/15/2021,チョップドサラダ,（冷）レモン果汁,1
344,10/15/2021,チョップドサラダ,サラダ油,1
345,10/15/2021,チョップドサラダ,食塩,0.3
346,10/15/2021,チョップドサラダ,こしょう,0.03
347,10/15/2021,ぶどうゼリー,（個）ぶどうゼリー,40
348,10/18/2021,麦ごはん,精白米（委託）,70
349,10/18/2021,麦ごはん,米粒麦　委託　,7
350,10/18/2021,牛乳,牛乳,206
351,10/18/2021,ホイコーロー,豚肉赤身（3×3㎝スライス）,40
352,10/18/2021,ホイコーロー,濃口しょうゆ,1
353,10/18/2021,ホイコーロー,清酒,1
354,10/18/2021,ホイコーロー,キャベツ,40
355,10/18/2021,ホイコーロー,玉葱,35
356,10/18/2021,ホイコーロー,たけのこ水煮（ホール）,15
357,10/18/2021,ホイコーロー,人参,10
358,10/18/2021,ホイコーロー,ピーマン,8
359,10/18/2021,ホイコーロー,生姜,1
360,10/18/2021,ホイコーロー,にんにく　,0.5
361,10/18/2021,ホイコーロー,サラダ油,1
362,10/18/2021,ホイコーロー,赤みそ,2
363,10/18/2021,ホイコーロー,濃口しょうゆ,1
364,10/18/2021,ホイコーロー,清酒,1
365,10/18/2021,ホイコーロー,上白糖,0.7
366,10/18/2021,ホイコーロー,オイスターソース,0.7
367,10/18/2021,ホイコーロー,豆板醤,0.05
368,10/18/2021,ホイコーロー,ごま油,0.5
369,10/18/2021,中華サラダ,もやし,30
370,10/18/2021,中華サラダ,小松菜,25
371,10/18/2021,中華サラダ,人参,5
372,10/18/2021,中華サラダ,きくらげ（せん切り）,0.2
373,10/18/2021,中華サラダ,濃口しょうゆ,2.5
374,10/18/2021,中華サラダ,食酢,2.5
375,10/18/2021,中華サラダ,上白糖,1.5
376,10/18/2021,中華サラダ,ごま油,1
377,10/18/2021,中華サラダ,炒り白ごま,1
378,10/18/2021,かえりアーモンド,かえり,5
379,10/18/2021,かえりアーモンド,アーモンド（四つ割）,4
380,10/18/2021,かえりアーモンド,上白糖,1
381,10/18/2021,かえりアーモンド,濃口しょうゆ,0.3
382,10/18/2021,かえりアーモンド,みりん,1
383,10/18/2021,かえりアーモンド,水,1
384,10/19/2021,小型コッペパン　,コッペパン,40
385,10/19/2021,牛乳,牛乳,206
386,10/19/2021,スパゲティミートソース,スパゲティ（ハーフ）,35
387,10/19/2021,スパゲティミートソース,ゆで塩,1.3
388,10/19/2021,スパゲティミートソース,牛赤肉ミンチ,15
389,10/19/2021,スパゲティミートソース,豚肉赤身ミンチ,15
390,10/19/2021,スパゲティミートソース,（冷）豚レバーチップ,3
391,10/19/2021,スパゲティミートソース,玉葱,35
392,10/19/2021,スパゲティミートソース,人参,10
393,10/19/2021,スパゲティミートソース,エリンギ,10
394,10/19/2021,スパゲティミートソース,ピーマン,6
395,10/19/2021,スパゲティミートソース,にんにく　,0.3
396,10/19/2021,スパゲティミートソース,サラダ油,2
397,10/19/2021,スパゲティミートソース,（レト）トマトピューレ,13
398,10/19/2021,スパゲティミートソース,トマトケチャップ　１kg,7
399,10/19/2021,スパゲティミートソース,赤ぶどう酒,4
400,10/19/2021,スパゲティミートソース,粉チーズ,2.5
401,10/19/2021,スパゲティミートソース,ウスターソース,1.5
402,10/19/2021,スパゲティミートソース,チキンコンソメ,0.3
403,10/19/2021,スパゲティミートソース,食塩,0.2
404,10/19/2021,スパゲティミートソース,こしょう,0.05
405,10/19/2021,イタリアンサラダ,キャベツ,30
406,10/19/2021,イタリアンサラダ,（冷）ブロッコリー,20
407,10/19/2021,イタリアンサラダ,（缶）ホールコーン,10
408,10/19/2021,イタリアンサラダ,赤パプリカ,5
409,10/19/2021,イタリアンサラダ,食酢,2.5
410,10/19/2021,イタリアンサラダ,（冷）レモン果汁,0.5
411,10/19/2021,イタリアンサラダ,サラダ油,1
412,10/19/2021,イタリアンサラダ,上白糖,0.8
413,10/19/2021,イタリアンサラダ,食塩,0.3
414,10/19/2021,イタリアンサラダ,こしょう,0.02
415,10/19/2021,チーズ,（個）チーズ（鉄強化）,15
416,10/20/2021,シーフードカレーピラフ（麦入り）,精白米（自校）,59
417,10/20/2021,シーフードカレーピラフ（麦入り）,米粒麦　自校,6
418,10/20/2021,シーフードカレーピラフ（麦入り）,（冷）むきえび,8
419,10/20/2021,シーフードカレーピラフ（麦入り）,（冷）短冊いか,8
420,10/20/2021,シーフードカレーピラフ（麦入り）,（冷）あさりむき身,5
421,10/20/2021,シーフードカレーピラフ（麦入り）,白ぶどう酒,2
422,10/20/2021,シーフードカレーピラフ（麦入り）,玉葱,15
423,10/20/2021,シーフードカレーピラフ（麦入り）,人参,7
424,10/20/2021,シーフードカレーピラフ（麦入り）,（冷）むき枝豆,5
425,10/20/2021,シーフードカレーピラフ（麦入り）,サラダ油,0.5
426,10/20/2021,シーフードカレーピラフ（麦入り）,ウスターソース,1
427,10/20/2021,シーフードカレーピラフ（麦入り）,カレー粉,0.8
428,10/20/2021,シーフードカレーピラフ（麦入り）,チキンコンソメ,0.5
429,10/20/2021,シーフードカレーピラフ（麦入り）,食塩,0.9
430,10/20/2021,シーフードカレーピラフ（麦入り）,こしょう,0.03
431,10/20/2021,牛乳,牛乳,206
432,10/20/2021,ひじきとチーズのサラダ,ダイスチーズ　角生食用,5
433,10/20/2021,ひじきとチーズのサラダ,（レト）まぐろ油漬,10
434,10/20/2021,ひじきとチーズのサラダ,キャベツ,30
435,10/20/2021,ひじきとチーズのサラダ,きゅうり,10
436,10/20/2021,ひじきとチーズのサラダ,（乾）ひじき,1.2
437,10/20/2021,ひじきとチーズのサラダ,食酢,3
438,10/20/2021,ひじきとチーズのサラダ,サラダ油,1
439,10/20/2021,ひじきとチーズのサラダ,濃口しょうゆ,1.8
440,10/20/2021,ひじきとチーズのサラダ,上白糖,0.5
441,10/20/2021,ひじきとチーズのサラダ,こしょう,0.02
442,10/20/2021,マカロニスープ,ベーコン（短冊）,7
443,10/20/2021,マカロニスープ,玉葱,30
444,10/20/2021,マカロニスープ,人参,10
445,10/20/2021,マカロニスープ,マカロニ（シエル）,5
446,10/20/2021,マカロニスープ,セロリー,2
447,10/20/2021,マカロニスープ,パセリ,0.5
448,10/20/2021,マカロニスープ,サラダ油,1
449,10/20/2021,マカロニスープ,（レト）がらスープ,4
450,10/20/2021,マカロニスープ,食塩,0.5
451,10/20/2021,マカロニスープ,チキンコンソメ,0.3
452,10/20/2021,マカロニスープ,こしょう,0.03
453,10/20/2021,マカロニスープ,ローリエ,0.1
454,10/20/2021,マカロニスープ,湯,110
455,10/20/2021,マロンワッフル,（個）マロンワッフル,40
456,10/21/2021,麦ごはん,精白米（委託）,70
457,10/21/2021,麦ごはん,米粒麦　委託,7
458,10/21/2021,牛乳,牛乳,206
459,10/21/2021,かたくちいわしのから揚げ,（冷）かたくちいわし澱粉付き,35
460,10/21/2021,かたくちいわしのから揚げ,なたね油,4
461,10/21/2021,かたくちいわしのから揚げ,食塩,0.1
462,10/21/2021,かたくちいわしのから揚げ,,
463,10/21/2021,かたくちいわしのから揚げ,もやし,30
464,10/21/2021,かたくちいわしのから揚げ,小松菜,25
465,10/21/2021,かたくちいわしのから揚げ,人参,7
466,10/21/2021,かたくちいわしのから揚げ,濃口しょうゆ,2.5
467,10/21/2021,かたくちいわしのから揚げ,花かつお　,1
468,10/21/2021,おひたし,もやし,30
469,10/21/2021,おひたし,小松菜,25
470,10/21/2021,おひたし,人参,7
471,10/21/2021,おひたし,濃口しょうゆ,2.5
472,10/21/2021,おひたし,花かつお　,1
473,10/21/2021,だいこんのみそ汁,油揚げ,5
474,10/21/2021,だいこんのみそ汁,大根,30
475,10/21/2021,だいこんのみそ汁,人参,10
