"#property","lunchDay","menuName","foodName","quantity"
"1","9/1/2023","中華風たきこみごはん（麦入り）","精白米（自校）","55"
"2","9/1/2023","中華風たきこみごはん（麦入り）","米粒麦　自校","5"
"3","9/1/2023","中華風たきこみごはん（麦入り）","鉄強化米","0.5"
"4","9/1/2023","中華風たきこみごはん（麦入り）","焼き豚（１㎝角切り）","20"
"5","9/1/2023","中華風たきこみごはん（麦入り）","たけのこ水煮（ホール）","10"
"6","9/1/2023","中華風たきこみごはん（麦入り）","人参","5"
"7","9/1/2023","中華風たきこみごはん（麦入り）","中ねぎ","5"
"8","9/1/2023","中華風たきこみごはん（麦入り）","（冷）むき枝豆　１㎏","5"
"9","9/1/2023","中華風たきこみごはん（麦入り）","干ししいたけ（スライス）","0.5"
"10","9/1/2023","中華風たきこみごはん（麦入り）","ごま油","1"
"11","9/1/2023","中華風たきこみごはん（麦入り）","清酒","4"
"12","9/1/2023","中華風たきこみごはん（麦入り）","しょうゆ","3.5"
"13","9/1/2023","中華風たきこみごはん（麦入り）","上白糖","0.8"
"14","9/1/2023","中華風たきこみごはん（麦入り）","食塩","0.4"
"15","9/1/2023","牛乳","牛乳","206"
"16","9/1/2023","ひじきサラダ","キャベツ","25"
"17","9/1/2023","ひじきサラダ","きゅうり","20"
"18","9/1/2023","ひじきサラダ","人参","7"
"19","9/1/2023","ひじきサラダ","（缶）ホールコーン","5"
"20","9/1/2023","ひじきサラダ","（乾）ひじき","1.3"
"21","9/1/2023","ひじきサラダ","（個）焙煎ごまドレッシング","8"
"22","9/1/2023","フルーツポンチ","（レト）パインアップル　１㎏","20"
"23","9/1/2023","フルーツポンチ","（レト）みかん　国産・１㎏","20"
"24","9/1/2023","フルーツポンチ","（レト）黄桃　１㎏","15"
"25","9/1/2023","フルーツポンチ","（冷）カクテルゼリー","20"
"26","9/1/2023","フルーツポンチ","（冷）カラフルボール","20"
"27","9/4/2023","ごはん","精白米（委託・白）","80"
"28","9/4/2023","牛乳","牛乳","206"
"29","9/4/2023","なすとあつあげのみそいため","豚肉並ミンチ","15"
"30","9/4/2023","なすとあつあげのみそいため","清酒","2"
"31","9/4/2023","なすとあつあげのみそいため","（冷）厚揚げ（カット）１㎏","35"
"32","9/4/2023","なすとあつあげのみそいため","玉葱","25"
"33","9/4/2023","なすとあつあげのみそいため","なす（高松産ごじまん品等利用拡大事業）","25"
"34","9/4/2023","なすとあつあげのみそいため","なたね油","2"
"35","9/4/2023","なすとあつあげのみそいため","チンゲンサイ","10"
"36","9/4/2023","なすとあつあげのみそいため","人参","10"
"37","9/4/2023","なすとあつあげのみそいため","たけのこ水煮（ホール）","8"
"38","9/4/2023","なすとあつあげのみそいため","生姜","0.6"
"39","9/4/2023","なすとあつあげのみそいため","にんにく","0.2"
"40","9/4/2023","なすとあつあげのみそいため","ごま油","1"
"41","9/4/2023","なすとあつあげのみそいため","赤みそ","3"
"42","9/4/2023","なすとあつあげのみそいため","中双糖","2"
"43","9/4/2023","なすとあつあげのみそいため","しょうゆ","1.5"
"44","9/4/2023","なすとあつあげのみそいため","チキンコンソメ","0.6"
"45","9/4/2023","なすとあつあげのみそいため","豆板醤","0.03"
"46","9/4/2023","なすとあつあげのみそいため","でんぷん","1"
"47","9/4/2023","なすとあつあげのみそいため","だし汁","20"
"48","9/4/2023","すまし汁","型抜きかまぼこ（小菊）","8"
"49","9/4/2023","すまし汁","玉葱","25"
"50","9/4/2023","すまし汁","中ねぎ","5"
"51","9/4/2023","すまし汁","干ししいたけ（スライス）","0.7"
"52","9/4/2023","すまし汁","清酒","1"
"53","9/4/2023","すまし汁","しょうゆ","0.5"
"54","9/4/2023","すまし汁","食塩","0.4"
"55","9/4/2023","すまし汁","削り節　だし用","4"
"56","9/4/2023","すまし汁","出し昆布","1"
"57","9/4/2023","すまし汁","水","140"
"58","9/4/2023","さつまいもとくりのタルト","（個）お米のさつまいもと栗のタルト","30"
"59","9/5/2023","小型コッペパン","コッペパン","30"
"60","9/5/2023","牛乳","牛乳","206"
"61","9/5/2023","スパゲティナポリタン","スパゲティ（ハーフ）","35"
"62","9/5/2023","スパゲティナポリタン","ゆで塩","1.3"
"63","9/5/2023","スパゲティナポリタン","粗挽きウインナー（１㎝）","15"
"64","9/5/2023","スパゲティナポリタン","ベーコン（短冊）","7"
"65","9/5/2023","スパゲティナポリタン","玉葱","40"
"66","9/5/2023","スパゲティナポリタン","人参","10"
"67","9/5/2023","スパゲティナポリタン","エリンギ（１×２×０．３㎝）県産","10"
"68","9/5/2023","スパゲティナポリタン","ピーマン","5"
"69","9/5/2023","スパゲティナポリタン","にんにく","0.3"
"70","9/5/2023","スパゲティナポリタン","サラダ油","2"
"71","9/5/2023","スパゲティナポリタン","（袋）トマトピューレ　１㎏","13"
"72","9/5/2023","スパゲティナポリタン","（袋）トマトケチャップ　１kg","7"
"73","9/5/2023","スパゲティナポリタン","赤ぶどう酒","4"
