#property,lunchDay,menuName,foodName,quantity
55,3/2/2022,トック入りわかめスープ,干しわかめ（カット）,0.8
56,3/2/2022,トック入りわかめスープ,サラダ油,0.5
57,3/2/2022,トック入りわかめスープ,（袋）がらスープ,4
58,3/2/2022,トック入りわかめスープ,しょうゆ,0.8
59,3/2/2022,トック入りわかめスープ,食塩,0.5
60,3/2/2022,トック入りわかめスープ,こしょう,0.03
61,3/2/2022,トック入りわかめスープ,チキンコンソメ,0.5
62,3/2/2022,トック入りわかめスープ,ごま油,0.2
63,3/2/2022,トック入りわかめスープ,湯,140
64,3/2/2022,野菜マフィン,（冷）野菜マフィン,25
65,3/3/2022,ばらずし,精白米（自校）,65
66,3/3/2022,ばらずし,清酒,3
67,3/3/2022,ばらずし,出し昆布,0.8
68,3/3/2022,ばらずし,食酢,10
69,3/3/2022,ばらずし,上白糖,8
70,3/3/2022,ばらずし,食塩,0.8
71,3/3/2022,ばらずし,（冷）むきえび,15
72,3/3/2022,ばらずし,清酒,1
73,3/3/2022,ばらずし,油揚げ,5
74,3/3/2022,ばらずし,高野豆腐（すし用）,1
75,3/3/2022,ばらずし,ごぼう（ささがき・ごはん用小さめ）,8
76,3/3/2022,ばらずし,人参,7
77,3/3/2022,ばらずし,（冷）グリンピース,5
78,3/3/2022,ばらずし,干ししいたけ（スライス）,0.8
79,3/3/2022,ばらずし,上白糖,2.5
80,3/3/2022,ばらずし,清酒,2
81,3/3/2022,ばらずし,うすくちしょうゆ,2.5
82,3/3/2022,牛乳,牛乳,206
83,3/3/2022,小松菜のごまあえ,キャベツ,35
84,3/3/2022,小松菜のごまあえ,小松菜,20
85,3/3/2022,小松菜のごまあえ,人参,10
86,3/3/2022,小松菜のごまあえ,しょうゆ,1.8
87,3/3/2022,小松菜のごまあえ,上白糖,1
88,3/3/2022,小松菜のごまあえ,炒り白ごま,1
89,3/3/2022,すまし汁,型抜きかまぼこ（梅）,6
90,3/3/2022,すまし汁,（冷）豆腐（カット）１㎏,30
91,3/3/2022,すまし汁,玉葱,20
92,3/3/2022,すまし汁,しめじ,7
93,3/3/2022,すまし汁,中ねぎ,5
94,3/3/2022,すまし汁,食塩,0.7
95,3/3/2022,すまし汁,うすくちしょうゆ,0.5
96,3/3/2022,すまし汁,削り節　だし用,4
97,3/3/2022,すまし汁,出し昆布,1
98,3/3/2022,すまし汁,水,120
99,3/3/2022,ひなあられ,（袋）ひなあられ,8
100,3/4/2022,コッペパン（袋入り）,コッペパン,60
101,3/4/2022,牛乳,牛乳,206
102,3/4/2022,肉団子のトマトシチュー,（冷）肉だんご,30
103,3/4/2022,肉団子のトマトシチュー,玉葱,40
104,3/4/2022,肉団子のトマトシチュー,じゃがいも,30
105,3/4/2022,肉団子のトマトシチュー,人参,10
106,3/4/2022,肉団子のトマトシチュー,（袋）トマト水煮,10
107,3/4/2022,肉団子のトマトシチュー,しめじ,8
108,3/4/2022,肉団子のトマトシチュー,（冷）むき枝豆　１㎏,5
109,3/4/2022,肉団子のトマトシチュー,サラダ油,1
110,3/4/2022,肉団子のトマトシチュー,小麦粉,3
111,3/4/2022,肉団子のトマトシチュー,サラダ油,1.5
112,3/4/2022,肉団子のトマトシチュー,バター,1
113,3/4/2022,肉団子のトマトシチュー,（袋）トマトピューレ　１㎏,5
114,3/4/2022,肉団子のトマトシチュー,ウスターソース,2
115,3/4/2022,肉団子のトマトシチュー,赤ぶどう酒,2
116,3/4/2022,肉団子のトマトシチュー,上白糖,0.7
117,3/4/2022,肉団子のトマトシチュー,チキンコンソメ,0.5
118,3/4/2022,肉団子のトマトシチュー,食塩,0.6
119,3/4/2022,肉団子のトマトシチュー,こしょう,0.06
120,3/4/2022,肉団子のトマトシチュー,ローリエ,0.1
121,3/4/2022,肉団子のトマトシチュー,湯,80
122,3/4/2022,ビーンズサラダ,（レト）まぐろ油漬,10
123,3/4/2022,ビーンズサラダ,（レト）ミックスビーンズ,10
124,3/4/2022,ビーンズサラダ,キャベツ,20
125,3/4/2022,ビーンズサラダ,きゅうり,10
126,3/4/2022,ビーンズサラダ,人参,5
127,3/4/2022,ビーンズサラダ,（冷）レモン果汁　県産・500g,1.8
128,3/4/2022,ビーンズサラダ,りんご酢,1.5
129,3/4/2022,ビーンズサラダ,しょうゆ,1
130,3/4/2022,ビーンズサラダ,上白糖,0.8
131,3/4/2022,ビーンズサラダ,サラダ油,0.5
132,3/4/2022,ビーンズサラダ,食塩,0.1
133,3/4/2022,ビーンズサラダ,こしょう,0.02
134,3/4/2022,はるみ,はるみ,50
135,3/7/2022,五目チャーハン（麦入り）,精白米（自校）,59
136,3/7/2022,五目チャーハン（麦入り）,米粒麦　自校,6
137,3/7/2022,五目チャーハン（麦入り）,鉄強化米,0.3
138,3/7/2022,五目チャーハン（麦入り）,焼き豚（１㎝角切り）,20
139,3/7/2022,五目チャーハン（麦入り）,玉葱,15
140,3/7/2022,五目チャーハン（麦入り）,人参,5
141,3/7/2022,五目チャーハン（麦入り）,（冷）むき枝豆　１㎏,5
142,3/7/2022,五目チャーハン（麦入り）,中ねぎ,3
143,3/7/2022,五目チャーハン（麦入り）,ごま油,1.5
144,3/7/2022,五目チャーハン（麦入り）,清酒,1
145,3/7/2022,五目チャーハン（麦入り）,しょうゆ,1
146,3/7/2022,五目チャーハン（麦入り）,チキンコンソメ,0.6
147,3/7/2022,五目チャーハン（麦入り）,食塩,0.5
148,3/7/2022,五目チャーハン（麦入り）,こしょう,0.02
149,3/7/2022,牛乳,牛乳,206
150,3/7/2022,ビーフンスープ,ボンレスハム（短冊）卵抜き,5
151,3/7/2022,ビーフンスープ,玉葱,15
152,3/7/2022,ビーフンスープ,白菜,15
153,3/7/2022,ビーフンスープ,チンゲンサイ,10
154,3/7/2022,ビーフンスープ,人参,7
155,3/7/2022,ビーフンスープ,ビーフン,5
156,3/7/2022,ビーフンスープ,（袋）がらスープ,4
157,3/7/2022,ビーフンスープ,しょうゆ,0.5
158,3/7/2022,ビーフンスープ,サラダ油,0.5
159,3/7/2022,ビーフンスープ,チキンコンソメ,0.3
160,3/7/2022,ビーフンスープ,ごま油,0.1
161,3/7/2022,ビーフンスープ,食塩,0.4
162,3/7/2022,ビーフンスープ,こしょう,0.03
163,3/7/2022,ビーフンスープ,湯,130
164,3/7/2022,フルーツ白玉,（レト）白桃　国産・１kg,20
165,3/7/2022,フルーツ白玉,（レト）みかん　国産・１㎏,15
166,3/7/2022,フルーツ白玉,（冷）カラフルボール,20
167,3/8/2022,カレーうどん,（袋）ゆでうどん　さぬきの夢,280
168,3/8/2022,カレーうどん,豚肉並（２×２㎝スライス）,20
169,3/8/2022,カレーうどん,油揚げ,7
170,3/8/2022,カレーうどん,玉葱,40
171,3/8/2022,カレーうどん,人参,10
172,3/8/2022,カレーうどん,中ねぎ,5
173,3/8/2022,カレーうどん,にんにく　,0.5
174,3/8/2022,カレーうどん,生姜,0.2
175,3/8/2022,カレーうどん,サラダ油,2
176,3/8/2022,カレーうどん,カレー粉,1.1
177,3/8/2022,カレーうどん,（袋）がらスープ,4
178,3/8/2022,カレーうどん,チキンコンソメ,0.5
179,3/8/2022,カレーうどん,（袋）トマトケチャップ　１kg,2
180,3/8/2022,カレーうどん,ウスターソース,1.7
181,3/8/2022,カレーうどん,とんかつソース,1
182,3/8/2022,カレーうどん,しょうゆ,1
183,3/8/2022,カレーうどん,チャツネ　450g,1
184,3/8/2022,カレーうどん,赤ぶどう酒,1
185,3/8/2022,カレーうどん,食塩,0.8
186,3/8/2022,カレーうどん,こしょう,0.03
187,3/8/2022,カレーうどん,でんぷん,2
188,3/8/2022,カレーうどん,削り節　だし用,4
189,3/8/2022,カレーうどん,湯,120
190,3/8/2022,牛乳,牛乳,206
191,3/8/2022,海そうサラダ,（レト）ささみ油漬（フレーク）,10
192,3/8/2022,海そうサラダ,（乾）海藻ミックス,0.8
193,3/8/2022,海そうサラダ,（乾）ひじき,0.5
194,3/8/2022,海そうサラダ,キャベツ,30
195,3/8/2022,海そうサラダ,きゅうり,15
196,3/8/2022,海そうサラダ,（缶）ホールコーン,5
197,3/8/2022,海そうサラダ,食酢,2.5
198,3/8/2022,海そうサラダ,しょうゆ,2.5
199,3/8/2022,海そうサラダ,上白糖,1.2
200,3/8/2022,海そうサラダ,ごま油,0.8
201,3/9/2022,麦ごはん,精白米（委託）,70
202,3/9/2022,麦ごはん,米粒麦　委託,7
203,3/9/2022,鮭のたつたあげ　,（冷）鮭（２㎝角）骨皮なし,45
204,3/9/2022,鮭のたつたあげ　,生姜,1
205,3/9/2022,鮭のたつたあげ　,清酒,2
206,3/9/2022,鮭のたつたあげ　,しょうゆ,1
207,3/9/2022,鮭のたつたあげ　,食塩,0.1
208,3/9/2022,鮭のたつたあげ　,米粉,4
209,3/9/2022,鮭のたつたあげ　,でんぷん,3
210,3/9/2022,鮭のたつたあげ　,食用油,5
211,3/9/2022,のりおかかあえ,キャベツ,30
212,3/9/2022,のりおかかあえ,ほうれん草,20
213,3/9/2022,のりおかかあえ,人参,7
214,3/9/2022,のりおかかあえ,花かつお　１kg,0.5
215,3/9/2022,のりおかかあえ,もみのり,0.5
216,3/9/2022,のりおかかあえ,しょうゆ,1.5
217,3/9/2022,のりおかかあえ,ポン酢,1
218,3/9/2022,おくずかけ,じゃがいも,15
219,3/9/2022,おくずかけ,糸こんにゃく,7
220,3/9/2022,おくずかけ,洗いごぼう,7
221,3/9/2022,おくずかけ,人参,5
222,3/9/2022,おくずかけ,中ねぎ,5
223,3/9/2022,おくずかけ,乾）うーめん,5
224,3/9/2022,おくずかけ,生しいたけ（スライス）県産・１kg,4
225,3/9/2022,おくずかけ,麩,1.5
226,3/9/2022,おくずかけ,うすくちしょうゆ,2
227,3/9/2022,おくずかけ,みりん,0.5
228,3/9/2022,おくずかけ,食塩,0.1
229,3/9/2022,おくずかけ,でんぷん,0.7
230,3/9/2022,おくずかけ,削り節　だし用,4
231,3/9/2022,おくずかけ,出し昆布,1
232,3/9/2022,おくずかけ,水,130
233,3/10/2022,わかめごはん（麦入り）,精白米（自校）,73
234,3/10/2022,わかめごはん（麦入り）,米粒麦　自校,7
235,3/10/2022,わかめごはん（麦入り）,鉄強化米,0.3
236,3/10/2022,わかめごはん（麦入り）,炊き込みわかめ　200g,1.9
237,3/10/2022,牛乳,牛乳,206
238,3/10/2022,筑前煮,鶏肉　胸・皮なし（２×２㎝）,15
239,3/10/2022,筑前煮,鶏肉　もも・皮なし（２×２㎝）,10
240,3/10/2022,筑前煮,清酒,1
241,3/10/2022,筑前煮,板こんにゃく,35
242,3/10/2022,筑前煮,洗いごぼう,30
243,3/10/2022,筑前煮,れんこん（いちょう８㎜）,15
244,3/10/2022,筑前煮,人参,15
245,3/10/2022,筑前煮,（冷）さやいんげん　５００ｇ,8
246,3/10/2022,筑前煮,ごま油,1.5
247,3/10/2022,筑前煮,しょうゆ,4
248,3/10/2022,筑前煮,中双糖,2.8
249,3/10/2022,筑前煮,でんぷん,0.7
250,3/10/2022,筑前煮,水,6
251,3/10/2022,ブロッコリーのあえもの,ボンレスハム（短冊）卵抜き,7
252,3/10/2022,ブロッコリーのあえもの,（冷）ブロッコリー（カット）国産,25
253,3/10/2022,ブロッコリーのあえもの,きゅうり,20
254,3/10/2022,ブロッコリーのあえもの,（缶）ホールコーン,10
255,3/10/2022,ブロッコリーのあえもの,しょうゆ,3
256,3/10/2022,ブロッコリーのあえもの,上白糖,1.3
257,3/10/2022,ブロッコリーのあえもの,ポン酢,1.3
258,3/10/2022,ブロッコリーのあえもの,炒り白ごま,1
259,3/10/2022,焼きプリンタルト,（冷）焼きプリンタルト,30
260,3/11/2022,コッペパン,コッペパン,60
261,3/11/2022,牛乳,牛乳,206
262,3/11/2022,チリコンカーン,豚肉並ミンチ,20
263,3/11/2022,チリコンカーン,（冷）白いんげん豆　１㎏,30
264,3/11/2022,チリコンカーン,じゃがいも,55
265,3/11/2022,チリコンカーン,玉葱,40
266,3/11/2022,チリコンカーン,（袋）トマト水煮,8
267,3/11/2022,チリコンカーン,にんにく　,1
268,3/11/2022,チリコンカーン,パセリ,0.8
269,3/11/2022,チリコンカーン,サラダ油,1
270,3/11/2022,チリコンカーン,（袋）トマトケチャップ　１kg,6
271,3/11/2022,チリコンカーン,中双糖,1.5
272,3/11/2022,チリコンカーン,ウスターソース,1
273,3/11/2022,チリコンカーン,赤ぶどう酒,1
274,3/11/2022,チリコンカーン,チキンコンソメ,0.5
275,3/11/2022,チリコンカーン,食塩,0.3
276,3/11/2022,チリコンカーン,チリパウダー,0.05
277,3/11/2022,チリコンカーン,湯,30
278,3/11/2022,チーズ入りかるちゃんサラダ,上乾ちりめん,2
279,3/11/2022,チーズ入りかるちゃんサラダ,ダイスチーズ（４㎜角）生食用,2.5
280,3/11/2022,チーズ入りかるちゃんサラダ,星形チーズ,2.5
281,3/11/2022,チーズ入りかるちゃんサラダ,（乾）ひじき,1.2
282,3/11/2022,チーズ入りかるちゃんサラダ,キャベツ,20
283,3/11/2022,チーズ入りかるちゃんサラダ,小松菜,15
284,3/11/2022,チーズ入りかるちゃんサラダ,人参,7
285,3/11/2022,チーズ入りかるちゃんサラダ,食酢,2
286,3/11/2022,チーズ入りかるちゃんサラダ,サラダ油,2
287,3/11/2022,チーズ入りかるちゃんサラダ,しょうゆ,2
288,3/11/2022,チーズ入りかるちゃんサラダ,上白糖,1.2
289,3/11/2022,チーズ入りかるちゃんサラダ,こしょう,0.02
290,3/11/2022,ぶどうゼリー,（冷）ぶどうゼリー　Fe・食物繊維強化,40
291,3/14/2022,中華どんぶり（麦ごはん）,精白米（委託）,70
292,3/14/2022,中華どんぶり（麦ごはん）,米粒麦　委託,7
293,3/14/2022,中華どんぶり（麦ごはん）,（レト）うずら卵１㎏,25
294,3/14/2022,中華どんぶり（麦ごはん）,豚肉並（３×３㎝スライス）,20
295,3/14/2022,中華どんぶり（麦ごはん）,生姜,2
296,3/14/2022,中華どんぶり（麦ごはん）,清酒,2
297,3/14/2022,中華どんぶり（麦ごはん）,しょうゆ,1
298,3/14/2022,中華どんぶり（麦ごはん）,（冷）短冊いか（１×４㎝）,10
299,3/14/2022,中華どんぶり（麦ごはん）,清酒,1
300,3/14/2022,中華どんぶり（麦ごはん）,白菜,30
301,3/14/2022,中華どんぶり（麦ごはん）,玉葱,30
302,3/14/2022,中華どんぶり（麦ごはん）,たけのこ水煮（ホール）,15
303,3/14/2022,中華どんぶり（麦ごはん）,人参,10
304,3/14/2022,中華どんぶり（麦ごはん）,チンゲンサイ,5
305,3/14/2022,中華どんぶり（麦ごはん）,（袋）がらスープ,3
306,3/14/2022,中華どんぶり（麦ごはん）,しょうゆ,1.5
307,3/14/2022,中華どんぶり（麦ごはん）,チキンコンソメ,0.3
308,3/14/2022,中華どんぶり（麦ごはん）,ごま油,0.5
309,3/14/2022,中華どんぶり（麦ごはん）,食塩,0.4
310,3/14/2022,中華どんぶり（麦ごはん）,こしょう,0.04
311,3/14/2022,中華どんぶり（麦ごはん）,でんぷん,1
312,3/14/2022,中華どんぶり（麦ごはん）,湯,55
313,3/14/2022,牛乳,牛乳,206
314,3/14/2022,春雨サラダ,もやし,25
315,3/14/2022,春雨サラダ,きゅうり,15
316,3/14/2022,春雨サラダ,人参,7
317,3/14/2022,春雨サラダ,春雨（８～１０㎝）,5
318,3/14/2022,春雨サラダ,しょうゆ,2
319,3/14/2022,春雨サラダ,食酢,2
320,3/14/2022,春雨サラダ,上白糖,1.6
321,3/14/2022,春雨サラダ,ごま油,1
322,3/14/2022,春雨サラダ,からし粉,0.06
323,3/14/2022,さつまいものからあげ,さつまいも（２㎝角）,50
324,3/14/2022,さつまいものからあげ,食用油,4
325,3/14/2022,さつまいものからあげ,食塩,0.05
326,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,コッペパン（丸型）,60
327,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,（冷）ハンバーグ　ボイル用・鉄分強化・減塩,60
328,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,キャベツ,35
329,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,人参,10
330,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,ゆで塩,0.5
331,3/15/2022,セルフハンバーガー（コッペパン　ハンバーグ　ゆで野菜）,（袋）濃厚ソース,10
332,3/15/2022,牛乳,牛乳,206
333,3/15/2022,コーンクリームスープ,ベーコン（短冊）,8
334,3/15/2022,コーンクリームスープ,玉葱,40
335,3/15/2022,コーンクリームスープ,（缶）クリームコーン,20
336,3/15/2022,コーンクリームスープ,人参,10
337,3/15/2022,コーンクリームスープ,エリンギ（１×３×０．３㎝）県産,8
338,3/15/2022,コーンクリームスープ,（缶）ホールコーン,5
339,3/15/2022,コーンクリームスープ,パセリ,0.5
340,3/15/2022,コーンクリームスープ,バター,1
341,3/15/2022,コーンクリームスープ,（袋）がらスープ,4
342,3/15/2022,コーンクリームスープ,コーンスターチ,1.5
343,3/15/2022,コーンクリームスープ,チキンコンソメ,0.3
344,3/15/2022,コーンクリームスープ,食塩,0.5
345,3/15/2022,コーンクリームスープ,こしょう,0.04
346,3/15/2022,コーンクリームスープ,ローリエ,0.1
347,3/15/2022,コーンクリームスープ,調理用牛乳,30
348,3/15/2022,コーンクリームスープ,生クリーム,2
349,3/15/2022,コーンクリームスープ,湯,75
350,3/15/2022,チーズ（中のみ）,スライスチーズ（鉄・Ｃａ）,20
351,3/15/2022,清見オレンジ,清見オレンジ,50
352,3/16/2022,麦ごはん,精白米（委託）,70
353,3/16/2022,麦ごはん,米粒麦　委託　,7
354,3/16/2022,牛乳,牛乳,206
355,3/16/2022,かたくちいわしの南蛮漬け,（冷）かたくちいわし澱粉付き,35
356,3/16/2022,かたくちいわしの南蛮漬け,食用油,4
357,3/16/2022,かたくちいわしの南蛮漬け,細ねぎ,2
358,3/16/2022,かたくちいわしの南蛮漬け,食酢,3.5
359,3/16/2022,かたくちいわしの南蛮漬け,しょうゆ,2.5
360,3/16/2022,かたくちいわしの南蛮漬け,上白糖,2.5
361,3/16/2022,かたくちいわしの南蛮漬け,みりん,0.9
362,3/16/2022,かたくちいわしの南蛮漬け,一味,0.01
363,3/16/2022,かたくちいわしの南蛮漬け,水,1.3
364,3/16/2022,ごまあえ　,もやし,30
365,3/16/2022,ごまあえ　,小松菜,25
366,3/16/2022,ごまあえ　,人参,7
367,3/16/2022,ごまあえ　,しょうゆ,2.5
368,3/16/2022,ごまあえ　,ポン酢,1.5
369,3/16/2022,ごまあえ　,炒り白ごま,2
370,3/16/2022,うちこみ汁,油揚げ,5
371,3/16/2022,うちこみ汁,生うどん　さぬきの夢２００９,20
372,3/16/2022,うちこみ汁,大根,15
373,3/16/2022,うちこみ汁,人参,8
374,3/16/2022,うちこみ汁,中ねぎ,5
375,3/16/2022,うちこみ汁,生しいたけ（スライス）県産・１kg,5
376,3/16/2022,うちこみ汁,中みそ,6
377,3/16/2022,うちこみ汁,白みそ,5
378,3/16/2022,うちこみ汁,煮干し　だし用,4
379,3/16/2022,うちこみ汁,水,150
380,3/16/2022,ふりかけ,（袋）おかかふりかけ（２７品目フリー）,2
381,3/17/2022,チキンライス（麦入り）,精白米（自校）,59
382,3/17/2022,チキンライス（麦入り）,米粒麦　自校,6
383,3/17/2022,チキンライス（麦入り）,鉄強化米,0.3
384,3/17/2022,チキンライス（麦入り）,（冷）鶏肉　胸・皮なし（１×１㎝）,12
385,3/17/2022,チキンライス（麦入り）,（冷）鶏肉　もも・皮なし（１×１㎝）,8
386,3/17/2022,チキンライス（麦入り）,白ぶどう酒,1
387,3/17/2022,チキンライス（麦入り）,玉葱,15
388,3/17/2022,チキンライス（麦入り）,人参,8
389,3/17/2022,チキンライス（麦入り）,エリンギ（１×３×０．３㎝）県産,5
390,3/17/2022,チキンライス（麦入り）,（冷）むき枝豆　１㎏,5
391,3/17/2022,チキンライス（麦入り）,バター,1
392,3/17/2022,チキンライス（麦入り）,サラダ油,0.5
393,3/17/2022,チキンライス（麦入り）,（袋）トマトケチャップ　１kg,13
394,3/17/2022,チキンライス（麦入り）,ウスターソース,0.6
395,3/17/2022,チキンライス（麦入り）,チキンコンソメ,0.6
396,3/17/2022,チキンライス（麦入り）,食塩,0.3
397,3/17/2022,チキンライス（麦入り）,こしょう,0.04
398,3/17/2022,牛乳,牛乳,206
399,3/17/2022,フレンチサラダ,キャベツ,35
400,3/17/2022,フレンチサラダ,きゅうり,20
401,3/17/2022,フレンチサラダ,（缶）ホールコーン,5
402,3/17/2022,フレンチサラダ,食酢,3.2
403,3/17/2022,フレンチサラダ,サラダ油,2
404,3/17/2022,フレンチサラダ,上白糖,1.5
405,3/17/2022,フレンチサラダ,食塩,0.3
406,3/17/2022,フレンチサラダ,こしょう,0.03
407,3/17/2022,じゃがボールのスープ,粗挽きウインナー（１㎝）,10
408,3/17/2022,じゃがボールのスープ,（冷）いももち,25
409,3/17/2022,じゃがボールのスープ,玉葱,20
410,3/17/2022,じゃがボールのスープ,人参,5
411,3/17/2022,じゃがボールのスープ,セロリー,5
412,3/17/2022,じゃがボールのスープ,パセリ,0.5
413,3/17/2022,じゃがボールのスープ,（袋）がらスープ,4
414,3/17/2022,じゃがボールのスープ,サラダ油,1
415,3/17/2022,じゃがボールのスープ,チキンコンソメ,0.3
416,3/17/2022,じゃがボールのスープ,しょうゆ,0.5
417,3/17/2022,じゃがボールのスープ,食塩,0.5
418,3/17/2022,じゃがボールのスープ,こしょう,0.03
419,3/17/2022,じゃがボールのスープ,湯,120
420,3/18/2022,麦ごはん,精白米（委託）,70
421,3/18/2022,麦ごはん,米粒麦　委託　,7
422,3/18/2022,牛乳,牛乳,206
423,3/18/2022,肉じゃが,豚肉並（２×２㎝スライス）,30
424,3/18/2022,肉じゃが,清酒,1
425,3/18/2022,肉じゃが,じゃがいも,80
426,3/18/2022,肉じゃが,玉葱,50
427,3/18/2022,肉じゃが,つきこんにゃく,25
428,3/18/2022,肉じゃが,人参,10
429,3/18/2022,肉じゃが,（冷）さやいんげん　５００ｇ,7
430,3/18/2022,肉じゃが,サラダ油,1.5
431,3/18/2022,肉じゃが,しょうゆ,4
432,3/18/2022,肉じゃが,中双糖,3
433,3/18/2022,肉じゃが,清酒,3
434,3/18/2022,肉じゃが,食塩,0.1
435,3/18/2022,肉じゃが,湯,5
436,3/18/2022,切干大根のあえもの,きゅうり,10
437,3/18/2022,切干大根のあえもの,切干し大根,5
438,3/18/2022,切干大根のあえもの,（缶）ホールコーン,5
439,3/18/2022,切干大根のあえもの,人参,4
440,3/18/2022,切干大根のあえもの,（乾）刻み昆布,0.5
441,3/18/2022,切干大根のあえもの,食酢,2.7
442,3/18/2022,切干大根のあえもの,しょうゆ,2.5
443,3/18/2022,切干大根のあえもの,上白糖,1.2
444,3/18/2022,切干大根のあえもの,サラダ油,0.5
445,3/18/2022,切干大根のあえもの,ごま油,0.5
446,3/18/2022,しじみの佃煮,しじみの佃煮,10
447,3/22/2022,コッペパン,コッペパン,60
448,3/22/2022,牛乳,牛乳,206
449,3/22/2022,チャウダー,鶏肉　胸・皮なし（２×２㎝）,12
450,3/22/2022,チャウダー,鶏肉　もも・皮なし（２×２㎝）,8
451,3/22/2022,チャウダー,ベーコン（短冊）,10
452,3/22/2022,チャウダー,白ぶどう酒,1
453,3/22/2022,チャウダー,（レト）大豆ペースト　１kg,20
454,3/22/2022,チャウダー,じゃがいも,35
455,3/22/2022,チャウダー,玉葱,30
456,3/22/2022,チャウダー,人参,10
457,3/22/2022,チャウダー,パセリ,0.5
458,3/22/2022,チャウダー,サラダ油,1
459,3/22/2022,チャウダー,小麦粉,4
460,3/22/2022,チャウダー,バター,1
461,3/22/2022,チャウダー,サラダ油,2
462,3/22/2022,チャウダー,（袋）がらスープ,4
463,3/22/2022,チャウダー,食塩,0.5
464,3/22/2022,チャウダー,こしょう,0.05
465,3/22/2022,チャウダー,チキンコンソメ,0.3
466,3/22/2022,チャウダー,調理用牛乳,30
467,3/22/2022,チャウダー,粉チーズ,2.4
468,3/22/2022,チャウダー,湯,50
