"#property","lunchDay","menuName","foodName","quantity"
"1","11/1/2021","麦ごはん","精白米（委託）","70"
"2","11/1/2021","麦ごはん","米粒麦　委託","7"
"3","11/1/2021","牛乳","牛乳","206"
"4","11/1/2021","はまちの照り焼き風","（チルド）はまち","50"
"5","11/1/2021","はまちの照り焼き風","清酒","2"
"6","11/1/2021","はまちの照り焼き風","食塩","0.15"
"7","11/1/2021","はまちの照り焼き風","でんぷん","7"
"8","11/1/2021","はまちの照り焼き風","なたね油","4"
"9","11/1/2021","はまちの照り焼き風","濃口しょうゆ","2.8"
"10","11/1/2021","はまちの照り焼き風","三温糖","1.7"
"11","11/1/2021","はまちの照り焼き風","みりん","1.2"
"12","11/1/2021","はまちの照り焼き風","でんぷん","0.3"
"13","11/1/2021","はまちの照り焼き風","湯","9"
"14","11/1/2021","小松菜のゆず香あえ","小松菜","25"
"15","11/1/2021","小松菜のゆず香あえ","キャベツ","30"
"16","11/1/2021","小松菜のゆず香あえ","人参","7"
"17","11/1/2021","小松菜のゆず香あえ","濃口しょうゆ","2.3"
"18","11/1/2021","小松菜のゆず香あえ","ゆず酢","1.7"
"19","11/1/2021","小松菜のゆず香あえ","上白糖","1.1"
"20","11/1/2021","ふしめん汁","型抜きかまぼこ（紅葉）","6"
"21","11/1/2021","ふしめん汁","ふしめん","6"
"22","11/1/2021","ふしめん汁","玉葱","25"
"23","11/1/2021","ふしめん汁","人参","5"
"24","11/1/2021","ふしめん汁","中ねぎ","5"
"25","11/1/2021","ふしめん汁","生しいたけ（スライス）","5"
"26","11/1/2021","ふしめん汁","濃口しょうゆ","0.6"
"27","11/1/2021","ふしめん汁","食塩","0.4"
"28","11/1/2021","ふしめん汁","削り節　だし用","5"
"29","11/1/2021","ふしめん汁","湯","140"
"30","11/2/2021","ふきよせごはん","精白米（自校）","65"
"31","11/2/2021","ふきよせごはん","（冷）鶏肉　胸・皮なし（1×1㎝）","9"
"32","11/2/2021","ふきよせごはん","（冷）鶏肉　もも・皮なし（1×1㎝）","6"
"33","11/2/2021","ふきよせごはん","さつまいも皮付2㎝角","20"
"34","11/2/2021","ふきよせごはん","人参","10"
"35","11/2/2021","ふきよせごはん","しめじ","5"
"36","11/2/2021","ふきよせごはん","（冷）むき枝豆","5"
"37","11/2/2021","ふきよせごはん","濃口しょうゆ","4"
"38","11/2/2021","ふきよせごはん","清酒","1"
"39","11/2/2021","ふきよせごはん","上白糖","1"
"40","11/2/2021","ふきよせごはん","食塩","0.45"
"41","11/2/2021","ふきよせごはん","出し昆布","0.7"
"42","11/2/2021","牛乳","牛乳","206"
"43","11/2/2021","れんこんのきんぴら","てんぷら","10"
"44","11/2/2021","れんこんのきんぴら","れんこん　いちょう切り","20"
"45","11/2/2021","れんこんのきんぴら","洗いごぼう","15"
"46","11/2/2021","れんこんのきんぴら","つきこんにゃく","10"
"47","11/2/2021","れんこんのきんぴら","人参","7"
"48","11/2/2021","れんこんのきんぴら","（冷）さやいんげん","6"
"49","11/2/2021","れんこんのきんぴら","ごま油","2"
"50","11/2/2021","れんこんのきんぴら","濃口しょうゆ","3"
"51","11/2/2021","れんこんのきんぴら","中双糖","1"
"52","11/2/2021","れんこんのきんぴら","みりん","1"
"53","11/2/2021","れんこんのきんぴら","だし汁","2"
"54","11/2/2021","れんこんのきんぴら","一味","0.01"
"55","11/2/2021","れんこんのきんぴら","炒り白ごま","2"
"56","11/2/2021","みそ汁","油揚げ","5"
"57","11/2/2021","みそ汁","豆腐","30"
"58","11/2/2021","みそ汁","玉葱","15"
"59","11/2/2021","みそ汁","大根","15"
"60","11/2/2021","みそ汁","中ねぎ","5"
"61","11/2/2021","みそ汁","中みそ","6"
"62","11/2/2021","みそ汁","白みそ","5"
"63","11/2/2021","みそ汁","煮干し　だし用","4"
"64","11/2/2021","みそ汁","水","110"
"65","11/2/2021","（個）牛乳プリン鉄強化","（個）牛乳プリン鉄強化","40"
"66","11/4/2021","麦ごはん","精白米（委託）","70"
"67","11/4/2021","麦ごはん","米粒麦　委託","7"
"68","11/4/2021","牛乳","牛乳","206"
"69","11/4/2021","豆腐の中華煮","豆腐","85"
"70","11/4/2021","豆腐の中華煮","豚肉並（3×3㎝スライス）","25"
