"#property","lunchDay","menuName","foodName","quantity"
"1","2/1/2024","麦ごはん","精白米（委託）","70"
"2","2/1/2024","麦ごはん","米粒麦　委託　","7"
"3","2/1/2024","牛乳","牛乳","206"
"4","2/1/2024","いわしのかば焼き風","（冷）いわし開き　澱粉付","50"
"5","2/1/2024","いわしのかば焼き風","なたね油","4"
"6","2/1/2024","いわしのかば焼き風","生姜","1.2"
"7","2/1/2024","いわしのかば焼き風","しょうゆ","2.8"
"8","2/1/2024","いわしのかば焼き風","上白糖","2.8"
"9","2/1/2024","いわしのかば焼き風","みりん","1.8"
"10","2/1/2024","いわしのかば焼き風","清酒","1.8"
"11","2/1/2024","いわしのかば焼き風","でんぷん","0.2"
"12","2/1/2024","いわしのかば焼き風","湯","4"
"13","2/1/2024","小松菜のごまあえ","小松菜","30"
"14","2/1/2024","小松菜のごまあえ","キャベツ","30"
"15","2/1/2024","小松菜のごまあえ","炒り白ごま","1"
"16","2/1/2024","小松菜のごまあえ","しょうゆ","2"
"17","2/1/2024","小松菜のごまあえ","ポン酢","1"
"18","2/1/2024","大根のみそ汁","油揚げ","5"
"19","2/1/2024","大根のみそ汁","大根","30"
"20","2/1/2024","大根のみそ汁","人参","15"
"21","2/1/2024","大根のみそ汁","中ねぎ","5"
"22","2/1/2024","大根のみそ汁","干しわかめ（カット）","0.5"
"23","2/1/2024","大根のみそ汁","中みそ","5.5"
"24","2/1/2024","大根のみそ汁","甘みそ","5"
"25","2/1/2024","大根のみそ汁","煮干し　だし用","4"
"26","2/1/2024","大根のみそ汁","水","120"
"27","2/1/2024","節分豆","（個）節分豆","5"
"28","2/2/2024","麦ごはん","精白米（自校）","73"
"29","2/2/2024","麦ごはん","米粒麦　自校","7"
"30","2/2/2024","麦ごはん","鉄強化米","0.5"
"31","2/2/2024","味つけのり","（個）味付けのり（無償提供）","2.5"
"32","2/2/2024","あつあげとチンゲンサイのみそいため","豚肉赤身ミンチ","15"
"33","2/2/2024","あつあげとチンゲンサイのみそいため","清酒","2"
"34","2/2/2024","あつあげとチンゲンサイのみそいため","生姜","0.6"
"35","2/2/2024","あつあげとチンゲンサイのみそいため","にんにく　","0.2"
"36","2/2/2024","あつあげとチンゲンサイのみそいため","（冷）厚揚げ（カット）１㎏","50"
"37","2/2/2024","あつあげとチンゲンサイのみそいため","玉葱","40"
"38","2/2/2024","あつあげとチンゲンサイのみそいため","人参","10"
"39","2/2/2024","あつあげとチンゲンサイのみそいため","たけのこ水煮（ホール）","8"
"40","2/2/2024","あつあげとチンゲンサイのみそいため","しめじ","5"
"41","2/2/2024","あつあげとチンゲンサイのみそいため","チンゲンサイ","20"
"42","2/2/2024","あつあげとチンゲンサイのみそいため","ごま油","0.8"
"43","2/2/2024","あつあげとチンゲンサイのみそいため","中双糖","2"
"44","2/2/2024","あつあげとチンゲンサイのみそいため","チキンコンソメ","0.6"
"45","2/2/2024","あつあげとチンゲンサイのみそいため","しょうゆ","2"
"46","2/2/2024","あつあげとチンゲンサイのみそいため","赤みそ","3"
"47","2/2/2024","あつあげとチンゲンサイのみそいため","豆板醤","0.03"
"48","2/2/2024","あつあげとチンゲンサイのみそいため","でんぷん","0.7"
"49","2/2/2024","あつあげとチンゲンサイのみそいため","湯","20"
"50","2/2/2024","かきたま汁","鶏卵","20"
"51","2/2/2024","かきたま汁","玉葱","25"
"52","2/2/2024","かきたま汁","人参","7"
"53","2/2/2024","かきたま汁","中ねぎ","5"
"54","2/2/2024","かきたま汁","干ししいたけ（スライス）","1"
"55","2/2/2024","かきたま汁","しょうゆ","1"
"56","2/2/2024","かきたま汁","食塩","0.5"
"57","2/2/2024","かきたま汁","でんぷん","0.5"
"58","2/2/2024","かきたま汁","削り節　だし用","4"
"59","2/2/2024","かきたま汁","出し昆布","1"
"60","2/2/2024","かきたま汁","水","130"
"61","2/5/2024","冬野菜カレーライス（麦ごはん）","精白米（委託）","70"
"62","2/5/2024","冬野菜カレーライス（麦ごはん）","米粒麦　委託　","7"
"63","2/5/2024","冬野菜カレーライス（麦ごはん）","豚肉並（２×３㎝スライス）","25"
"64","2/5/2024","冬野菜カレーライス（麦ごはん）","玉葱","40"
"65","2/5/2024","冬野菜カレーライス（麦ごはん）","じゃがいも","25"
"66","2/5/2024","冬野菜カレーライス（麦ごはん）","大根","25"
"67","2/5/2024","冬野菜カレーライス（麦ごはん）","れんこん（いちょう５㎜）","8"
"68","2/5/2024","冬野菜カレーライス（麦ごはん）","人参","7"
"69","2/5/2024","冬野菜カレーライス（麦ごはん）","セロリ","3"
"70","2/5/2024","冬野菜カレーライス（麦ごはん）","にんにく　","0.5"
"71","2/5/2024","冬野菜カレーライス（麦ごはん）","生姜","0.5"
"72","2/5/2024","冬野菜カレーライス（麦ごはん）","サラダ油","1"
"73","2/5/2024","冬野菜カレーライス（麦ごはん）","小麦粉","6"
"74","2/5/2024","冬野菜カレーライス（麦ごはん）","カレー粉","1"
"75","2/5/2024","冬野菜カレーライス（麦ごはん）","サラダ油","4"
"76","2/5/2024","冬野菜カレーライス（麦ごはん）","（袋）がらスープ","4"
"77","2/5/2024","冬野菜カレーライス（麦ごはん）","（袋）トマトケチャップ　１kg","2"
"78","2/5/2024","冬野菜カレーライス（麦ごはん）","ウスターソース","1.3"
"79","2/5/2024","冬野菜カレーライス（麦ごはん）","とんかつソース","1"
"80","2/5/2024","冬野菜カレーライス（麦ごはん）","しょうゆ","1"
"81","2/5/2024","冬野菜カレーライス（麦ごはん）","チャツネ　450g","1"
"82","2/5/2024","冬野菜カレーライス（麦ごはん）","赤ぶどう酒","1"
"83","2/5/2024","冬野菜カレーライス（麦ごはん）","食塩","0.5"
"84","2/5/2024","冬野菜カレーライス（麦ごはん）","こしょう","0.04"
"85","2/5/2024","冬野菜カレーライス（麦ごはん）","チキンコンソメ","0.5"
"86","2/5/2024","冬野菜カレーライス（麦ごはん）","湯","80"
"87","2/5/2024","牛乳","牛乳","206"
"88","2/5/2024","海そうサラダ","（乾）海藻ミックス","1"
"89","2/5/2024","海そうサラダ","キャベツ","30"
"90","2/5/2024","海そうサラダ","きゅうり","10"
"91","2/5/2024","海そうサラダ","棒々鶏ドレッシング","8"
"92","2/5/2024","小にぼし","小煮干し","4"
"93","2/5/2024","ぽんかん","ぽんかん","100"
"94","2/6/2024","きなこあげパン","コッペパン","60"
"95","2/6/2024","きなこあげパン","なたね油","6"
"96","2/6/2024","きなこあげパン","きな粉　１kg","4.5"
"97","2/6/2024","きなこあげパン","三温糖","3"
"98","2/6/2024","きなこあげパン","紙ナフキン","1"
"99","2/6/2024","牛乳","牛乳","206"
"100","2/6/2024","はくさいと肉だんごのスープ","（冷）肉だんご","30"
"101","2/6/2024","はくさいと肉だんごのスープ","白菜","40"
"102","2/6/2024","はくさいと肉だんごのスープ","玉葱","20"
"103","2/6/2024","はくさいと肉だんごのスープ","たけのこ水煮（ホール）","10"
"104","2/6/2024","はくさいと肉だんごのスープ","人参","10"
"105","2/6/2024","はくさいと肉だんごのスープ","干ししいたけ（スライス）","1"
"106","2/6/2024","はくさいと肉だんごのスープ","中ねぎ","5"
"107","2/6/2024","はくさいと肉だんごのスープ","春雨（８～１０㎝）","3"
"108","2/6/2024","はくさいと肉だんごのスープ","生姜","0.5"
"109","2/6/2024","はくさいと肉だんごのスープ","（袋）がらスープ","3"
"110","2/6/2024","はくさいと肉だんごのスープ","しょうゆ","2"
"111","2/6/2024","はくさいと肉だんごのスープ","食塩","0.5"
"112","2/6/2024","はくさいと肉だんごのスープ","こしょう","0.03"
"113","2/6/2024","はくさいと肉だんごのスープ","チキンコンソメ","0.3"
"114","2/6/2024","はくさいと肉だんごのスープ","湯","120"
"115","2/6/2024","ブロッコリーのサラダ","（生）ブロッコリー（カット）県産","30"
"116","2/6/2024","ブロッコリーのサラダ","キャベツ","30"
"117","2/6/2024","ブロッコリーのサラダ","しょうゆ","2"
"118","2/6/2024","ブロッコリーのサラダ","食酢","1.5"
"119","2/6/2024","ブロッコリーのサラダ","上白糖","1"
"120","2/6/2024","ブロッコリーのサラダ","サラダ油","0.5"
"121","2/6/2024","ブロッコリーのサラダ","ごま油","0.5"
"122","2/6/2024","ブロッコリーのサラダ","炒り白ごま","1"
"123","2/7/2024","麦ごはん","精白米（委託）","70"
"124","2/7/2024","麦ごはん","米粒麦　委託　","7"
"125","2/7/2024","ひじきのり（中のみ）","（個）ひじきのり","10"
"126","2/7/2024","牛乳","牛乳","206"
"127","2/7/2024","たいの和風あんかけ　","天然真鯛　骨なし　２×２×１　冷凍（高松産ごじまん品等利用拡大事業）　","50"
"128","2/7/2024","たいの和風あんかけ　","食塩","0.1"
"129","2/7/2024","たいの和風あんかけ　","こしょう","0.01"
"130","2/7/2024","たいの和風あんかけ　","清酒","1.5"
"131","2/7/2024","たいの和風あんかけ　","でんぷん","5"
"132","2/7/2024","たいの和風あんかけ　","なたね油","4"
"133","2/7/2024","たいの和風あんかけ　","玉葱","25"
"134","2/7/2024","たいの和風あんかけ　","人参","10"
"135","2/7/2024","たいの和風あんかけ　","えのきたけ","6"
"136","2/7/2024","たいの和風あんかけ　","（冷）さやいんげん　５００ｇ","4"
"137","2/7/2024","たいの和風あんかけ　","生姜","0.6"
"138","2/7/2024","たいの和風あんかけ　","しょうゆ","2.4"
"139","2/7/2024","たいの和風あんかけ　","みりん","1.2"
"140","2/7/2024","たいの和風あんかけ　","でんぷん","0.4"
"141","2/7/2024","たいの和風あんかけ　","だし汁","12"
"142","2/7/2024","すいとん汁","（冷）すいとん","25"
"143","2/7/2024","すいとん汁","油揚げ","5"
"144","2/7/2024","すいとん汁","大根","25"
"145","2/7/2024","すいとん汁","人参","10"
"146","2/7/2024","すいとん汁","中ねぎ","5"
"147","2/7/2024","すいとん汁","中みそ","5.5"
"148","2/7/2024","すいとん汁","甘みそ","5"
"149","2/7/2024","すいとん汁","煮干し　だし用","4"
"150","2/7/2024","すいとん汁","水","110"
"151","2/8/2024","野菜たっぷり中華ラーメン","（袋）中華めん","250"
"152","2/8/2024","野菜たっぷり中華ラーメン","豚肉並（２×２㎝スライス）","20"
"153","2/8/2024","野菜たっぷり中華ラーメン","清酒","1"
"154","2/8/2024","野菜たっぷり中華ラーメン","生姜","0.5"
"155","2/8/2024","野菜たっぷり中華ラーメン","食塩","0.15"
"156","2/8/2024","野菜たっぷり中華ラーメン","こしょう","0.02"
"157","2/8/2024","野菜たっぷり中華ラーメン","なると（３㎜）","7"
"158","2/8/2024","野菜たっぷり中華ラーメン","玉葱","30"
"159","2/8/2024","野菜たっぷり中華ラーメン","もやし","20"
"160","2/8/2024","野菜たっぷり中華ラーメン","たけのこ水煮（ホール）","12"
"161","2/8/2024","野菜たっぷり中華ラーメン","人参","7"
"162","2/8/2024","野菜たっぷり中華ラーメン","干ししいたけ（スライス）","1"
"163","2/8/2024","野菜たっぷり中華ラーメン","中ねぎ","5"
"164","2/8/2024","野菜たっぷり中華ラーメン","しょうゆ","5"
"165","2/8/2024","野菜たっぷり中華ラーメン","（袋）がらスープ","4"
"166","2/8/2024","野菜たっぷり中華ラーメン","チキンコンソメ","0.5"
"167","2/8/2024","野菜たっぷり中華ラーメン","上白糖","0.5"
"168","2/8/2024","野菜たっぷり中華ラーメン","ごま油","0.5"
"169","2/8/2024","野菜たっぷり中華ラーメン","食塩","0.3"
"170","2/8/2024","野菜たっぷり中華ラーメン","でんぷん","3"
"171","2/8/2024","野菜たっぷり中華ラーメン","湯","120"
"172","2/8/2024","牛乳","牛乳","206"
"173","2/8/2024","かみかみあえ","ほうれん草","25"
"174","2/8/2024","かみかみあえ","切干し大根","4"
"175","2/8/2024","かみかみあえ","（缶）ホールコーン","5"
"176","2/8/2024","かみかみあえ","するめ（カット）国産","2"
"177","2/8/2024","かみかみあえ","（乾）刻み昆布","0.7"
"178","2/8/2024","かみかみあえ","三温糖","1.7"
"179","2/8/2024","かみかみあえ","しょうゆ","3"
"180","2/8/2024","かみかみあえ","食酢","1.2"
"181","2/8/2024","かみかみあえ","ごま油","0.3"
