#property,lunchDay,menuName,foodName,quantity
494,3/23/2021,クラムチャウダー,人参,5
495,3/23/2021,クラムチャウダー,パセリ,0.5
496,3/23/2021,クラムチャウダー,サラダ油,1
497,3/23/2021,クラムチャウダー,小麦粉,4
498,3/23/2021,クラムチャウダー,有塩バター,1
499,3/23/2021,クラムチャウダー,サラダ油,2
500,3/23/2021,クラムチャウダー,（レト）がらスープ,4
501,3/23/2021,クラムチャウダー,食塩,0.6
502,3/23/2021,クラムチャウダー,こしょう,0.05
503,3/23/2021,クラムチャウダー,チキンコンソメ　乳・卵抜き,0.3
504,3/23/2021,クラムチャウダー,調理用牛乳,30
505,3/23/2021,クラムチャウダー,ピザ用チーズ,2
506,3/23/2021,クラムチャウダー,湯,50
507,3/23/2021,マカロニサラダ,キャベツ,25
508,3/23/2021,マカロニサラダ,きゅうり,10
509,3/23/2021,マカロニサラダ,人参,5
510,3/23/2021,マカロニサラダ,マカロニ（シエル）,5
511,3/23/2021,マカロニサラダ,（缶）ホールコーン,5
512,3/23/2021,マカロニサラダ,（レト）まぐろ油漬,7
513,3/23/2021,マカロニサラダ,サラダ油,1.2
514,3/23/2021,マカロニサラダ,食酢,1
515,3/23/2021,マカロニサラダ,食塩,0.1
516,3/23/2021,マカロニサラダ,こしょう,0.01
